GEOID,GNIS ID,Name,Short Name,State,CBSA,Metropolitan Division,Central,Time Zone,Time Zone 2,FIPS Class,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
20061,484999,Geary County,Geary,KS,31740,,F,America/Chicago,,H1,36247,15893,384.652,19.945,39.0023882,-96.752502
20063,485000,Gove County,Gove,KS,,,F,America/Chicago,,H1,2758,1336,1071.666,0.095,38.9160956,-100.4829047
20069,485001,Gray County,Gray,KS,,,F,America/Chicago,,H1,5719,2334,868.867,0.43,37.7381979,-100.4378629
20071,485002,Greeley County,Greeley,KS,,,F,America/Denver,,H1,1279,633,778.404,0.0,38.4805375,-101.8059684
20073,485003,Greenwood County,Greenwood,KS,,,F,America/Chicago,,H1,6001,3671,1143.304,9.322,37.8777876,-96.2326357
20077,485004,Harper County,Harper,KS,,,F,America/Chicago,,H1,5457,3045,801.274,1.506,37.1916049,-98.0754956
20079,485005,Harvey County,Harvey,KS,48620,,F,America/Chicago,,H1,33959,14585,539.756,0.967,38.0432185,-97.4272714
20083,485006,Hodgeman County,Hodgeman,KS,,,F,America/Chicago,,H1,1770,851,859.992,0.319,38.0874838,-99.897936
20085,485007,Jackson County,Jackson,KS,45820,,F,America/Chicago,,H1,13274,5612,656.219,1.802,39.4168201,-95.7936637
20087,485008,Jefferson County,Jefferson,KS,45820,,F,America/Chicago,,H1,18387,7967,532.626,24.052,39.2357648,-95.3834487
20089,485009,Jewell County,Jewell,KS,,,F,America/Chicago,,H1,2929,1774,909.971,4.389,39.7847321,-98.2183409
20091,485010,Johnson County,Johnson,KS,28140,,T,America/Chicago,,H1,610742,252108,473.614,6.311,38.8837685,-94.822261
20093,485011,Kearny County,Kearny,KS,,,F,America/Chicago,,H1,3964,1582,870.543,0.438,38.0001965,-101.3198608
20095,485012,Kingman County,Kingman,KS,,,F,America/Chicago,,H1,7369,3671,863.419,3.24,37.5588848,-98.1363326
20097,485013,Kiowa County,Kiowa,KS,,,F,America/Chicago,,H1,2445,1158,722.64,0.23,37.5582639,-99.2860476
20099,485014,Labette County,Labette,KS,,,F,America/Chicago,,H1,20096,9542,645.393,7.724,37.1913273,-95.2975761
20101,485015,Lane County,Lane,KS,,,F,America/Chicago,,H1,1528,887,717.409,0.213,38.4813047,-100.4663984
20103,485016,Leavenworth County,Leavenworth,KS,28140,,F,America/Chicago,,H1,82050,31280,463.407,5.536,39.1993345,-95.0379114
20105,485017,Lincoln County,Lincoln,KS,,,F,America/Chicago,,H1,2929,1679,719.396,1.061,39.0453281,-98.2076985
20107,485018,Linn County,Linn,KS,28140,,F,America/Chicago,,H1,9696,5144,594.081,12.314,38.2122719,-94.842932
20109,485019,Logan County,Logan,KS,,,F,America/Chicago,,H1,2752,1372,1072.993,0.106,38.9173365,-101.1483911
20111,485020,Lyon County,Lyon,KS,21380,,T,America/Chicago,,H1,32182,14998,847.478,7.939,38.4561871,-96.1526397
20113,485021,McPherson County,McPherson,KS,32700,,T,America/Chicago,,H1,30085,13082,898.285,2.318,38.3916666,-97.6480799
20115,485022,Marion County,Marion,KS,,,F,America/Chicago,,H1,11867,5699,944.299,9.434,38.3588724,-97.0968904
20117,485023,Marshall County,Marshall,KS,,,F,America/Chicago,,H1,10014,4766,900.178,4.917,39.7836252,-96.522937
20119,485024,Meade County,Meade,KS,,,F,America/Chicago,,H1,4019,1912,978.083,1.258,37.2381964,-100.3661803
20121,485025,Miami County,Miami,KS,28140,,F,America/Chicago,,H1,34312,13939,575.879,14.376,38.5635832,-94.838057
20123,485026,Mitchell County,Mitchell,KS,,,F,America/Chicago,,H1,5829,3128,701.792,17.367,39.3932659,-98.2093648
20125,485027,Montgomery County,Montgomery,KS,,,F,America/Chicago,,H1,31448,15625,643.594,7.888,37.1925238,-95.7428781
20127,485028,Morris County,Morris,KS,,,F,America/Chicago,,H1,5385,3003,695.343,7.546,38.6874292,-96.6498496
20131,485029,Nemaha County,Nemaha,KS,,,F,America/Chicago,,H1,10219,4507,717.427,2.01,39.7834476,-96.0141017
20133,485030,Neosho County,Neosho,KS,,,F,America/Chicago,,H1,15826,7239,571.481,6.313,37.5584854,-95.3067923
20135,485031,Ness County,Ness,KS,,,F,America/Chicago,,H1,2677,1500,1074.739,0.258,38.4794188,-99.9161798
20137,485032,Norton County,Norton,KS,,,F,America/Chicago,,H1,5431,2463,878.044,3.252,39.7843853,-99.9034769
20139,485033,Osage County,Osage,KS,45820,,F,America/Chicago,,H1,15787,7273,705.506,14.339,38.6523289,-95.7269451
20141,485034,Osborne County,Osborne,KS,,,F,America/Chicago,,H1,3493,2050,892.516,1.856,39.350334,-98.7679898
20143,485035,Ottawa County,Ottawa,KS,41460,,F,America/Chicago,,H1,5768,2680,720.73,0.605,39.1325375,-97.6502158
20145,485036,Pawnee County,Pawnee,KS,,,F,America/Chicago,,H1,6288,3065,754.263,0.383,38.1813308,-99.2367293
20147,485037,Phillips County,Phillips,KS,,,F,America/Chicago,,H1,4960,2816,885.871,8.685,39.7845831,-99.3470221
20149,485038,Pottawatomie County,Pottawatomie,KS,31740,,F,America/Chicago,,H1,25482,9938,840.735,20.907,39.3789956,-96.3423554
20151,485039,Pratt County,Pratt,KS,,,F,America/Chicago,,H1,9175,4390,735.039,0.684,37.6477353,-98.7395957
20153,485040,Rawlins County,Rawlins,KS,,,F,America/Chicago,,H1,2544,1372,1069.416,0.16,39.7852409,-101.0757051
20155,485041,Reno County,Reno,KS,26740,,T,America/Chicago,,H1,61881,28309,1255.308,16.802,37.9529529,-98.0860067
20157,485042,Republic County,Republic,KS,,,F,America/Chicago,,H1,4686,2682,717.377,3.07,39.8277963,-97.6506228
20159,485043,Rice County,Rice,KS,,,F,America/Chicago,,H1,9441,4395,726.234,1.731,38.3471429,-98.20103
20161,485044,Riley County,Riley,KS,31740,,T,America/Chicago,,H1,72105,30595,609.66,12.391,39.2965682,-96.7351882
20163,485045,Rooks County,Rooks,KS,,,F,America/Chicago,,H1,4925,2637,890.527,4.619,39.3502288,-99.3250571
20167,485046,Russell County,Russell,KS,,,F,America/Chicago,,H1,6702,3693,886.26,13.176,38.9147788,-98.762351
20169,485047,Saline County,Saline,KS,41460,,T,America/Chicago,,H1,54160,24116,720.246,1.066,38.7838065,-97.6499308
20171,485048,Scott County,Scott,KS,,,F,America/Chicago,,H1,5128,2262,717.585,0.118,38.4821694,-100.906859
20173,485049,Sedgwick County,Sedgwick,KS,48620,,T,America/Chicago,,H1,522700,224058,997.001,12.12,37.6847616,-97.4609687
20175,485050,Seward County,Seward,KS,30580,,T,America/Chicago,,H1,21942,8268,639.653,0.757,37.1933028,-100.8512872
20177,485051,Shawnee County,Shawnee,KS,45820,,T,America/Chicago,,H1,178625,80673,544.026,11.704,39.0415138,-95.7565343
20179,485052,Sheridan County,Sheridan,KS,,,F,America/Chicago,,H1,2450,1160,895.957,0.25,39.3503578,-100.4418324
20181,485053,Sherman County,Sherman,KS,,,F,America/Denver,,H1,5940,2951,1056.064,0.212,39.3514337,-101.7199807
20185,485054,Stafford County,Stafford,KS,,,F,America/Chicago,,H1,4054,2113,792.046,2.871,38.0309985,-98.717445
20187,485055,Stanton County,Stanton,KS,,,F,America/Chicago,,H1,2060,1081,680.352,0.069,37.5630614,-101.7841832
20189,485056,Stevens County,Stevens,KS,,,F,America/Chicago,,H1,5275,2247,727.26,0.18,37.192318,-101.312047
20193,485057,Thomas County,Thomas,KS,,,F,America/Chicago,,H1,7907,3576,1074.686,0.111,39.3509686,-101.0555313
20195,485058,Trego County,Trego,KS,,,F,America/Chicago,,H1,2798,1657,889.474,10.148,38.9143249,-99.8727358
20197,485059,Wabaunsee County,Wabaunsee,KS,45820,,F,America/Chicago,,H1,6922,3128,794.336,5.346,38.9532913,-96.2050045
20199,485060,Wallace County,Wallace,KS,,,F,America/Denver,,H1,1489,742,913.652,0.054,38.9166611,-101.763574
20201,485061,Washington County,Washington,KS,,,F,America/Chicago,,H1,5529,2736,894.759,3.915,39.7842017,-97.0875438
20203,485062,Wichita County,Wichita,KS,,,F,America/Chicago,,H1,2131,1002,718.566,0.024,38.4820845,-101.3473557
20205,485063,Wilson County,Wilson,KS,,,F,America/Chicago,,H1,8667,4498,570.423,4.651,37.5592415,-95.7433888
20207,485064,Woodson County,Woodson,KS,,,F,America/Chicago,,H1,3134,1843,497.819,7.434,37.8866702,-95.7401677
20209,485065,Wyandotte County,Wyandotte,KS,28140,,T,America/Chicago,,H6,167989,68482,151.638,4.557,39.1146453,-94.7644784
20067,485099,Grant County,Grant,KS,,,F,America/Chicago,,H1,7336,2932,574.808,0.336,37.5621933,-101.3080213
20129,485135,Morton County,Morton,KS,,,F,America/Chicago,,H1,2688,1321,729.731,0.196,37.191396,-101.7992522
20055,485326,Finney County,Finney,KS,23780,,T,America/Chicago,,H1,38187,14174,1301.997,0.663,38.0443048,-100.7369908
20075,485327,Hamilton County,Hamilton,KS,,,F,America/Denver,,H1,2520,967,996.514,1.117,37.9991525,-101.7912565
20081,485328,Haskell County,Haskell,KS,,,F,America/Chicago,,H1,3735,1551,577.521,0.352,37.5622507,-100.8711918
20165,485358,Rush County,Rush,KS,,,F,America/Chicago,,H1,2939,1683,717.763,0.21,38.5231613,-99.309241
21001,516847,Adair County,Adair,KY,,,F,America/Chicago,,H1,18887,8629,405.292,7.101,37.1041534,-85.2806498
21003,516848,Allen County,Allen,KY,14540,,F,America/Chicago,,H1,20773,9237,343.724,8.139,36.7513166,-86.1904187
21005,516849,Anderson County,Anderson,KY,23180,,F,America/New_York,,H1,23839,10055,202.26,2.025,38.0039133,-84.9910077
21007,516850,Ballard County,Ballard,KY,37140,,F,America/Chicago,,H1,7742,3710,247.095,26.887,37.0584926,-88.9994748
21009,516851,Barren County,Barren,KY,23980,,T,America/Chicago,,H1,44511,19929,487.365,12.635,36.9655812,-85.9336633
21011,516852,Bath County,Bath,KY,34460,,F,America/New_York,,H1,12739,5463,277.992,6.012,38.1449737,-83.7426672
21013,516853,Bell County,Bell,KY,33180,,T,America/New_York,,H1,24248,11634,358.999,2.117,36.7306483,-83.674095
21015,516854,Boone County,Boone,KY,17140,,T,America/New_York,,H1,136150,51773,246.268,10.237,38.9698663,-84.7278391
21017,516855,Bourbon County,Bourbon,KY,30460,,F,America/New_York,,H1,20228,9134,289.75,1.861,38.20673,-84.2171402
21019,516856,Boyd County,Boyd,KY,26580,,T,America/New_York,,H1,48242,21745,159.866,2.151,38.3595708,-82.687729
21021,516857,Boyle County,Boyle,KY,19220,,T,America/New_York,,H1,30613,12933,180.336,2.505,37.6243602,-84.8668204
21023,516858,Bracken County,Bracken,KY,17140,,F,America/New_York,,H1,8420,3844,202.665,6.286,38.6888144,-84.0901882
21025,516859,Breathitt County,Breathitt,KY,,,F,America/New_York,,H1,13580,6563,492.422,2.846,37.5216171,-83.3240853
21027,516860,Breckinridge County,Breckinridge,KY,,,F,America/Chicago,,H1,20528,10725,569.725,15.868,37.7732666,-86.4292678
21029,516861,Bullitt County,Bullitt,KY,31140,,T,America/New_York,,H1,82482,32854,297.084,3.18,37.9700758,-85.695857
21031,516862,Butler County,Butler,KY,14540,,F,America/Chicago,,H1,12365,5465,426.112,5.363,37.2072808,-86.6817556
21033,516863,Caldwell County,Caldwell,KY,,,F,America/Chicago,,H1,12635,6092,344.835,3.314,37.1453339,-87.8679068
21035,516864,Calloway County,Calloway,KY,34660,,T,America/Chicago,,H1,37345,17983,384.85,25.847,36.6211013,-88.2722011
21037,516865,Campbell County,Campbell,KY,17140,,T,America/New_York,,H1,93122,41465,151.32,8.087,38.946471,-84.3796991
21039,516866,Carlisle County,Carlisle,KY,37140,,F,America/Chicago,,H1,4782,2305,189.463,9.517,36.8532164,-88.9710588
21041,516867,Carroll County,Carroll,KY,,,F,America/New_York,,H1,10842,4675,128.7,8.566,38.6678335,-85.1236218
21043,516868,Carter County,Carter,KY,26580,,F,America/New_York,,H1,26671,12249,409.497,2.619,38.3181728,-83.0495339
21045,516869,Casey County,Casey,KY,,,F,America/New_York,,H1,15942,7388,444.258,1.483,37.3222825,-84.9283682
21047,516870,Christian County,Christian,KY,17300,,F,America/Chicago,,H1,72766,29273,717.66,6.382,36.8941807,-87.4903806
21049,516871,Clark County,Clark,KY,30460,,F,America/New_York,,H1,36897,16165,252.482,2.681,37.9708491,-84.147405
21051,516872,Clay County,Clay,KY,18340,,F,America/New_York,,H1,20322,8630,469.296,1.836,37.1596975,-83.7146627
21053,516873,Clinton County,Clinton,KY,,,F,America/Chicago,,H1,9295,4872,197.063,8.354,36.7274816,-85.1360136
21055,516874,Crittenden County,Crittenden,KY,,,F,America/Chicago,,H1,8979,4344,359.566,11.729,37.3527604,-88.097263
21057,516875,Cumberland County,Cumberland,KY,,,F,America/Chicago,,H1,5974,3408,305.147,5.761,36.7865297,-85.3884486
21059,516876,Daviess County,Daviess,KY,36980,,T,America/Chicago,,H1,102916,43927,458.397,18.074,37.7317556,-87.087229
21061,516877,Edmonson County,Edmonson,KY,14540,,F,America/Chicago,,H1,12179,6389,302.806,5.198,37.2088402,-86.2386201
21063,516878,Elliott County,Elliott,KY,,,F,America/New_York,,H1,7378,3056,234.321,1.002,38.1178917,-83.0976163
21065,516879,Estill County,Estill,KY,40080,,F,America/New_York,,H1,14138,6839,253.081,2.529,37.6924815,-83.9643302
21067,516880,Fayette County,Fayette,KY,30460,,T,America/New_York,,H6,321276,146345,283.855,1.712,38.0423216,-84.4587324
21069,516881,Fleming County,Fleming,KY,,,F,America/New_York,,H1,15111,6753,348.672,2.643,38.3701071,-83.6966454
21071,516882,Floyd County,Floyd,KY,38210,,F,America/New_York,,H1,35780,17446,393.3,2.405,37.5571085,-82.7457041
21073,516883,Franklin County,Franklin,KY,23180,,T,America/New_York,,H1,51475,23983,207.909,4.1,38.2391478,-84.8770682
21075,516884,Fulton County,Fulton,KY,,,F,America/Chicago,,H1,6480,3195,205.932,24.742,36.5540721,-89.1875966
21077,516885,Gallatin County,Gallatin,KY,17140,,F,America/New_York,,H1,8720,3726,98.281,6.352,38.7568635,-84.859206
21079,516886,Garrard County,Garrard,KY,,,F,America/New_York,,H1,17175,7284,229.925,4.021,37.6395776,-84.5376328
21081,516887,Grant County,Grant,KY,17140,,F,America/New_York,,H1,25085,10099,257.976,2.798,38.6488156,-84.6246134
21083,516888,Graves County,Graves,KY,32460,,T,America/Chicago,,H1,36701,16526,551.757,5.031,36.7231382,-88.6512058
21085,516889,Grayson County,Grayson,KY,,,F,America/Chicago,,H1,26465,13346,499.536,11.493,37.4608195,-86.3438765
21087,516890,Green County,Green,KY,15820,,F,America/Chicago,,H1,11198,5278,285.963,2.83,37.26411,-85.5531061
21089,516891,Greenup County,Greenup,KY,26580,,T,America/New_York,,H1,35853,16248,344.454,9.988,38.54565,-82.9222747
21091,516892,Hancock County,Hancock,KY,,,F,America/Chicago,,H1,9058,3902,187.675,11.248,37.8415251,-86.7779293
21093,516893,Hardin County,Hardin,KY,21060,,T,America/New_York,,H1,111005,46920,623.899,6.225,37.6979213,-85.9633718
21095,516894,Harlan County,Harlan,KY,,,F,America/New_York,,H1,26589,13016,465.83,2.322,36.8569745,-83.217951
21097,516895,Harrison County,Harrison,KY,,,F,America/New_York,,H1,18803,8101,306.458,3.419,38.4418042,-84.3313948
21099,516896,Hart County,Hart,KY,,,F,America/Chicago,,H1,19345,8841,412.67,5.178,37.2999265,-85.88471
21101,516897,Henderson County,Henderson,KY,25775,,T,America/Chicago,,H1,44770,20098,436.361,29.192,37.7957493,-87.5730167
21103,516898,Henry County,Henry,KY,31140,,F,America/New_York,,H1,15731,6634,286.251,4.871,38.4484679,-85.11893
21105,516899,Hickman County,Hickman,KY,,,F,America/Chicago,,H1,4491,2163,242.331,10.709,36.6781705,-88.9762157
21107,516900,Hopkins County,Hopkins,KY,31580,,T,America/Chicago,,H1,45223,20949,542.187,12.228,37.3088202,-87.5408422
21109,516901,Jackson County,Jackson,KY,,,F,America/New_York,,H1,13002,6007,345.227,1.285,37.4197769,-84.0057655
21111,516902,Jefferson County,Jefferson,KY,31140,,T,America/Kentucky/Louisville,,H6,779232,356155,380.83,16.771,38.1871926,-85.659107
21113,516903,Jessamine County,Jessamine,KY,30460,,F,America/New_York,,H1,53381,20733,172.112,2.364,37.8720199,-84.5809399
21115,516904,Johnson County,Johnson,KY,,,F,America/New_York,,H1,22631,10526,261.966,2.17,37.8466394,-82.8315398
21117,516905,Kenton County,Kenton,KY,17140,,T,America/New_York,,H1,169066,72564,160.371,3.937,38.9334631,-84.5333195
21119,516906,Knott County,Knott,KY,,,F,America/New_York,,H1,14282,6718,351.524,1.327,37.3540524,-82.9541313
21121,516907,Knox County,Knox,KY,18340,,T,America/New_York,,H1,30207,13817,386.33,1.42,36.890666,-83.8540453
21123,516908,Larue County,Larue,KY,21060,,F,America/New_York,,H1,14902,6485,261.04,2.595,37.5457981,-85.6979139
21125,516909,Laurel County,Laurel,KY,18340,,T,America/New_York,,H1,62442,26569,433.703,9.99,37.1106705,-84.1178003
21127,516910,Lawrence County,Lawrence,KY,26580,,F,America/New_York,,H1,16228,7534,415.597,4.47,38.0678786,-82.7347547
21129,516911,Lee County,Lee,KY,,,F,America/New_York,,H1,7338,3226,208.821,2.436,37.5947985,-83.7162763
21131,516912,Leslie County,Leslie,KY,,,F,America/New_York,,H1,10468,4909,400.878,3.524,37.0940663,-83.3811399
21133,516913,Letcher County,Letcher,KY,,,F,America/New_York,,H1,21490,10614,337.934,1.1,37.1211921,-82.8552823
21135,516914,Lewis County,Lewis,KY,,,F,America/New_York,,H1,13063,6058,482.858,12.306,38.5314996,-83.3781291
21137,516915,Lincoln County,Lincoln,KY,19220,,F,America/New_York,,H1,24320,10832,332.903,3.489,37.4553668,-84.6608454
21139,516916,Livingston County,Livingston,KY,37140,,F,America/Chicago,,H1,8980,4624,312.96,29.195,37.2096684,-88.3537568
21141,516917,Logan County,Logan,KY,,,F,America/Chicago,,H1,27498,12462,552.216,4.815,36.8596988,-86.8789382
21143,516918,Lyon County,Lyon,KY,,,F,America/Chicago,,H1,8721,4788,213.785,42.744,37.0191292,-88.0832827
21151,516919,Madison County,Madison,KY,40080,,T,America/New_York,,H1,92955,39382,437.929,5.328,37.7201841,-84.2779973
21153,516920,Magoffin County,Magoffin,KY,,,F,America/New_York,,H1,11647,5462,308.443,0.714,37.7064742,-83.0649145
21155,516921,Marion County,Marion,KY,,,F,America/New_York,,H1,19627,8381,343.551,3.306,37.5525344,-85.2696315
21157,516922,Marshall County,Marshall,KY,,,F,America/Chicago,,H1,31706,16391,302.125,38.046,36.8834466,-88.3293805
21159,516923,Martin County,Martin,KY,,,F,America/New_York,,H1,11298,4831,229.622,0.984,37.8015772,-82.5132925
21161,516924,Mason County,Mason,KY,,,F,America/New_York,,H1,17068,8181,240.127,6.284,38.5951732,-83.8242467
21145,516925,McCracken County,McCracken,KY,37140,,T,America/Chicago,,H1,67573,32093,248.786,19.152,37.0540339,-88.7128
21147,516926,McCreary County,McCreary,KY,,,F,America/New_York,,H1,16892,6933,426.705,4.242,36.7371415,-84.4841745
21149,516927,McLean County,McLean,KY,36980,,F,America/Chicago,,H1,9173,4180,252.525,3.711,37.52919,-87.2636043
21163,516928,Meade County,Meade,KY,31140,,F,America/New_York,,H1,29964,12043,305.463,18.942,37.9697988,-86.2171547
21165,516929,Menifee County,Menifee,KY,34460,,F,America/New_York,,H1,6174,3437,203.538,2.396,37.941378,-83.5988719
21167,516930,Mercer County,Mercer,KY,,,F,America/New_York,,H1,22662,10355,249.383,3.925,37.8110308,-84.8744367
21169,516931,Metcalfe County,Metcalfe,KY,23980,,F,America/Chicago,,H1,10313,4704,289.651,1.539,36.9905418,-85.6292511
21171,516932,Monroe County,Monroe,KY,,,F,America/Chicago,,H1,11331,5239,329.475,2.582,36.7121803,-85.7165196
21173,516933,Montgomery County,Montgomery,KY,34460,,T,America/New_York,,H1,28188,12122,197.376,1.462,38.0335228,-83.913089
21175,516934,Morgan County,Morgan,KY,,,F,America/New_York,,H1,13840,5633,381.104,2.684,37.9222809,-83.2588931
21177,516935,Muhlenberg County,Muhlenberg,KY,,,F,America/Chicago,,H1,30735,13518,467.28,12.12,37.2157923,-87.1420417
21179,516936,Nelson County,Nelson,KY,31140,,F,America/New_York,,H1,46779,19799,418.685,5.391,37.8051313,-85.4659886
21181,516937,Nicholas County,Nicholas,KY,,,F,America/New_York,,H1,7613,3318,195.306,1.52,38.3355992,-84.0153301
21183,516938,Ohio County,Ohio,KY,,,F,America/Chicago,,H1,23782,10196,587.095,9.132,37.4781917,-86.8488902
21185,516939,Oldham County,Oldham,KY,31140,,T,America/New_York,,H1,67997,23195,187.294,9.05,38.3993876,-85.4483629
21187,516940,Owen County,Owen,KY,,,F,America/New_York,,H1,11229,5370,350.485,3.761,38.5196361,-84.8281098
21189,516941,Owsley County,Owsley,KY,,,F,America/New_York,,H1,4054,1948,197.402,0.888,37.419205,-83.6831119
21191,516942,Pendleton County,Pendleton,KY,17140,,F,America/New_York,,H1,14638,6278,277.148,4.762,38.695623,-84.360276
21193,516943,Perry County,Perry,KY,,,F,America/New_York,,H1,28136,13226,339.724,2.886,37.2442933,-83.2214816
21195,516944,Pike County,Pike,KY,38210,,T,America/New_York,,H1,58196,28918,786.222,2.345,37.4690483,-82.3958632
21197,516945,Powell County,Powell,KY,,,F,America/New_York,,H1,13089,5599,178.962,1.16,37.8311453,-83.8237746
21199,516946,Pulaski County,Pulaski,KY,43700,,T,America/New_York,,H1,65145,31615,658.1,19.055,37.1039269,-84.5771763
21201,516947,Robertson County,Robertson,KY,,,F,America/New_York,,H1,2207,1044,99.591,0.515,38.5188174,-84.0520261
21203,516948,Rockcastle County,Rockcastle,KY,40080,,F,America/New_York,,H1,16171,7353,316.567,1.529,37.3651781,-84.3159414
21205,516949,Rowan County,Rowan,KY,,,F,America/New_York,,H1,24551,10539,279.881,6.385,38.196256,-83.421076
21207,516950,Russell County,Russell,KY,,,F,America/Chicago,,H1,18021,10102,253.272,29.604,36.9910343,-85.0586875
21209,516951,Scott County,Scott,KY,30460,,F,America/New_York,,H1,57286,22930,282.194,3.221,38.291548,-84.5839328
21211,516952,Shelby County,Shelby,KY,31140,,F,America/New_York,,H1,48105,18944,379.79,5.873,38.2154381,-85.1947771
21213,516953,Simpson County,Simpson,KY,23190,,T,America/Chicago,,H1,19574,8302,234.175,2.29,36.7419423,-86.5823205
21215,516954,Spencer County,Spencer,KY,31140,,F,America/New_York,,H1,19549,7480,186.67,4.987,38.0325107,-85.3278519
21217,516955,Taylor County,Taylor,KY,15820,,T,America/New_York,,H1,26056,11201,266.414,10.407,37.3664544,-85.3278345
21219,516956,Todd County,Todd,KY,,,F,America/Chicago,,H1,12281,5143,374.513,2.543,36.8355562,-87.1791533
21221,516957,Trigg County,Trigg,KY,17300,,F,America/Chicago,,H1,14154,7596,441.433,39.899,36.8063204,-87.8733714
21223,516958,Trimble County,Trimble,KY,,,F,America/New_York,,H1,8510,3864,147.771,8.208,38.6130643,-85.3374295
21225,516959,Union County,Union,KY,,,F,America/Chicago,,H1,13495,5884,342.878,20.335,37.6583837,-87.9453664
21227,516960,Warren County,Warren,KY,14540,,T,America/Chicago,,H1,135307,57080,541.724,5.841,36.9935768,-86.4237994
21229,516961,Washington County,Washington,KY,,,F,America/New_York,,H1,12025,5206,297.284,3.915,37.7533786,-85.1747465
21231,516962,Wayne County,Wayne,KY,,,F,America/Kentucky/Monticello,,H1,19666,10169,458.043,26.119,36.8012652,-84.8286312
21233,516963,Webster County,Webster,KY,25775,,F,America/Chicago,,H1,12951,5731,332.026,3.629,37.5184176,-87.683157
21235,516964,Whitley County,Whitley,KY,18340,,T,America/New_York,,H1,36648,15492,437.922,7.197,36.7580733,-84.1451778
21237,516965,Wolfe County,Wolfe,KY,,,F,America/New_York,,H1,6573,3067,222.159,0.592,37.7393196,-83.4931752
21239,516966,Woodford County,Woodford,KY,30460,,F,America/New_York,,H1,26886,11501,189.573,2.464,38.0423874,-84.7435939
22051,558027,Jefferson Parish,Jefferson,LA,35380,,T,America/Chicago,,H1,436171,193740,300.864,341.172,29.6774521,-90.097767
22053,558039,Jefferson Davis Parish,Jefferson Davis,LA,29340,,F,America/Chicago,,H1,32277,14007,651.52,7.207,30.2677129,-92.8141218
22059,558049,LaSalle Parish,LaSalle,LA,,,F,America/Chicago,,H1,14764,6195,624.854,37.705,31.676786,-92.1604441
22055,558059,Lafayette Parish,Lafayette,LA,29180,,T,America/Chicago,,H6,243175,108681,268.827,0.444,30.2068325,-92.0639046
22057,558065,Lafourche Parish,Lafourche,LA,26380,,T,America/Chicago,,H1,97220,41108,1067.793,400.636,29.5001026,-90.402454
22061,558077,Lincoln Parish,Lincoln,LA,40820,,T,America/Chicago,,H1,48323,20491,471.636,0.733,32.6016194,-92.6648872
22063,558083,Livingston Parish,Livingston,LA,12940,,T,America/Chicago,,H1,143425,57984,648.131,43.311,30.4401249,-90.727885
22065,558088,Madison Parish,Madison,LA,,,F,America/Chicago,,H1,10028,4391,623.885,26.433,32.3643723,-91.2426085
22067,558097,Morehouse Parish,Morehouse,LA,33740,,F,America/Chicago,,H1,25438,11913,794.95,11.154,32.8202163,-91.8017834
22069,558108,Natchitoches Parish,Natchitoches,LA,35060,,T,America/Chicago,,H1,37478,18605,1253.008,46.544,31.7233757,-93.0962301
22071,558113,Orleans Parish,Orleans,LA,35380,,T,America/Chicago,,H6,380408,193999,169.5,180.349,30.0686434,-89.928129
22073,558114,Ouachita Parish,Ouachita,LA,33740,,T,America/Chicago,,H1,159585,70178,610.35,21.362,32.4783925,-92.1549058
22075,558125,Plaquemines Parish,Plaquemines,LA,35380,,T,America/Chicago,,H1,23305,9560,780.595,1786.642,29.3806648,-89.4819188
22001,558389,Acadia Parish,Acadia,LA,29180,,F,America/Chicago,,H1,57674,25030,655.244,2.291,30.2905713,-92.4119751
22003,558397,Allen Parish,Allen,LA,,,F,America/Chicago,,H1,22798,9532,762.084,4.038,30.6529617,-92.8280586
22005,558403,Ascension Parish,Ascension,LA,12940,,T,America/Chicago,,H1,126973,49998,289.97,12.729,30.2036133,-90.9113098
22007,558414,Assumption Parish,Assumption,LA,12940,,F,America/Chicago,,H1,21067,10032,344.021,25.909,29.9023766,-91.0607476
22009,558424,Avoyelles Parish,Avoyelles,LA,,,F,America/Chicago,,H1,39529,18261,831.675,33.959,31.0762976,-92.0014212
22011,558436,Beauregard Parish,Beauregard,LA,19760,,T,America/Chicago,,H1,36553,15802,1157.477,8.473,30.6485841,-93.3432354
22013,558445,Bienville Parish,Bienville,LA,,,F,America/Chicago,,H1,12958,6907,811.344,10.8,32.347325,-93.0560591
22015,558453,Bossier Parish,Bossier,LA,43340,,T,America/Chicago,,H1,128877,55638,839.576,27.338,32.6784345,-93.6049296
22017,558458,Caddo Parish,Caddo,LA,43340,,T,America/Chicago,,H1,236259,112469,879.468,57.568,32.5806972,-93.8824053
22019,558468,Calcasieu Parish,Calcasieu,LA,29340,,T,America/Chicago,,H1,210770,93431,1064.081,30.083,30.2292936,-93.3580048
22021,558477,Caldwell Parish,Caldwell,LA,,,F,America/Chicago,,H1,9658,4634,529.77,11.237,32.0923715,-92.1165736
22023,558488,Cameron Parish,Cameron,LA,29340,,F,America/Chicago,,H1,5447,3556,1284.639,652.084,29.8468684,-93.1989601
22025,558495,Catahoula Parish,Catahoula,LA,,,F,America/Chicago,,H1,8895,4461,707.952,31.485,31.6661898,-91.8469938
22027,558505,Claiborne Parish,Claiborne,LA,,,F,America/Chicago,,H1,14203,6858,754.794,12.538,32.82279,-92.9957376
22029,558515,Concordia Parish,Concordia,LA,35020,,T,America/Chicago,,H1,18677,9003,697.14,50.232,31.4458587,-91.640043
