GEOID,Short Name,Full Name,State,DMA Code,Time Zone,FIPS Class
37043,Clay,Clay County,NC,524,America/New_York,H1
37045,Cleveland,Cleveland County,NC,517,America/New_York,H1
37057,Davidson,Davidson County,NC,518,America/New_York,H1
37059,Davie,Davie County,NC,518,America/New_York,H1
37063,Durham,Durham County,NC,560,America/New_York,H1
37065,Edgecombe,Edgecombe County,NC,560,America/New_York,H1
37067,Forsyth,Forsyth County,NC,518,America/New_York,H1
37069,Franklin,Franklin County,NC,560,America/New_York,H1
37071,Gaston,Gaston County,NC,517,America/New_York,H1
37075,Graham,Graham County,NC,567,America/New_York,H1
37077,Granville,Granville County,NC,560,America/New_York,H1
37079,Greene,Greene County,NC,545,America/New_York,H1
37081,Guilford,Guilford County,NC,518,America/New_York,H1
37083,Halifax,Halifax County,NC,560,America/New_York,H1
37085,Harnett,Harnett County,NC,560,America/New_York,H1
37087,Haywood,Haywood County,NC,567,America/New_York,H1
37089,Henderson,Henderson County,NC,567,America/New_York,H1
37093,Hoke,Hoke County,NC,560,America/New_York,H1
37095,Hyde,Hyde County,NC,545,America/New_York,H1
37097,Iredell,Iredell County,NC,517,America/New_York,H1
37099,Jackson,Jackson County,NC,567,America/New_York,H1
37105,Lee,Lee County,NC,560,America/New_York,H1
37107,Lenoir,Lenoir County,NC,545,America/New_York,H1
37109,Lincoln,Lincoln County,NC,517,America/New_York,H1
37119,Mecklenburg,Mecklenburg County,NC,517,America/New_York,H1
37121,Mitchell,Mitchell County,NC,567,America/New_York,H1
37123,Montgomery,Montgomery County,NC,518,America/New_York,H1
37125,Moore,Moore County,NC,560,America/New_York,H1
37127,Nash,Nash County,NC,560,America/New_York,H1
37131,Northampton,Northampton County,NC,544,America/New_York,H1
37135,Orange,Orange County,NC,560,America/New_York,H1
37145,Person,Person County,NC,518,America/New_York,H1
37147,Pitt,Pitt County,NC,545,America/New_York,H1
37149,Polk,Polk County,NC,567,America/New_York,H1
37151,Randolph,Randolph County,NC,518,America/New_York,H1
37153,Richmond,Richmond County,NC,517,America/New_York,H1
37157,Rockingham,Rockingham County,NC,518,America/New_York,H1
37159,Rowan,Rowan County,NC,517,America/New_York,H1
37161,Rutherford,Rutherford County,NC,567,America/New_York,H1
37165,Scotland,Scotland County,NC,570,America/New_York,H1
37169,Stokes,Stokes County,NC,518,America/New_York,H1
37171,Surry,Surry County,NC,518,America/New_York,H1
37173,Swain,Swain County,NC,567,America/New_York,H1
37175,Transylvania,Transylvania County,NC,567,America/New_York,H1
37179,Union,Union County,NC,517,America/New_York,H1
37181,Vance,Vance County,NC,560,America/New_York,H1
37183,Wake,Wake County,NC,560,America/New_York,H1
37185,Warren,Warren County,NC,560,America/New_York,H1
37189,Watauga,Watauga County,NC,517,America/New_York,H1
37193,Wilkes,Wilkes County,NC,518,America/New_York,H1
37195,Wilson,Wilson County,NC,560,America/New_York,H1
37197,Yadkin,Yadkin County,NC,518,America/New_York,H1
37199,Yancey,Yancey County,NC,567,America/New_York,H1
37137,Pamlico,Pamlico County,NC,545,America/New_York,H1
37041,Chowan,Chowan County,NC,544,America/New_York,H1
37113,Macon,Macon County,NC,567,America/New_York,H1
37115,Madison,Madison County,NC,567,America/New_York,H1
37111,McDowell,McDowell County,NC,567,America/New_York,H1
37143,Perquimans,Perquimans County,NC,544,America/New_York,H1
37167,Stanly,Stanly County,NC,517,America/New_York,H1
37049,Craven,Craven County,NC,545,America/New_York,H1
37051,Cumberland,Cumberland County,NC,560,America/New_York,H1
37053,Currituck,Currituck County,NC,544,America/New_York,H1
37073,Gates,Gates County,NC,544,America/New_York,H1
37091,Hertford,Hertford County,NC,544,America/New_York,H1
37191,Wayne,Wayne County,NC,560,America/New_York,H1
37141,Pender,Pender County,NC,550,America/New_York,H1
37155,Robeson,Robeson County,NC,570,America/New_York,H1
37163,Sampson,Sampson County,NC,560,America/New_York,H1
37061,Duplin,Duplin County,NC,545,America/New_York,H1
37055,Dare,Dare County,NC,544,America/New_York,H1
37101,Johnston,Johnston County,NC,560,America/New_York,H1
37117,Martin,Martin County,NC,545,America/New_York,H1
37129,New Hanover,New Hanover County,NC,550,America/New_York,H1
37139,Pasquotank,Pasquotank County,NC,544,America/New_York,H1
37187,Washington,Washington County,NC,545,America/New_York,H1
37177,Tyrrell,Tyrrell County,NC,545,America/New_York,H1
37013,Beaufort,Beaufort County,NC,545,America/New_York,H1
37015,Bertie,Bertie County,NC,545,America/New_York,H1
37029,Camden,Camden County,NC,544,America/New_York,H1
37017,Bladen,Bladen County,NC,550,America/New_York,H1
37031,Carteret,Carteret County,NC,545,America/New_York,H1
37103,Jones,Jones County,NC,545,America/New_York,H1
37047,Columbus,Columbus County,NC,550,America/New_York,H1
37019,Brunswick,Brunswick County,NC,550,America/New_York,H1
37133,Onslow,Onslow County,NC,545,America/New_York,H1
38083,Sheridan,Sheridan County,ND,687,America/Chicago,H1
38103,Wells,Wells County,ND,687,America/Chicago,H1
38065,Oliver,Oliver County,ND,687,America/North_Dakota/Center,H1
38043,Kidder,Kidder County,ND,687,America/Chicago,H1
38059,Morton,Morton County,ND,687,America/North_Dakota/New_Salem,H1
38085,Sioux,Sioux County,ND,687,America/Chicago,H1
38041,Hettinger,Hettinger County,ND,687,America/Denver,H1
38001,Adams,Adams County,ND,687,America/Denver,H1
38051,McIntosh,McIntosh County,ND,687,America/Chicago,H1
38067,Pembina,Pembina County,ND,724,America/Chicago,H1
38095,Towner,Towner County,ND,724,America/Chicago,H1
38099,Walsh,Walsh County,ND,724,America/Chicago,H1
38071,Ramsey,Ramsey County,ND,724,America/Chicago,H1
38005,Benson,Benson County,ND,724,America/Chicago,H1
38063,Nelson,Nelson County,ND,724,America/Chicago,H1
38035,Grand Forks,Grand Forks County,ND,724,America/Chicago,H1
38039,Griggs,Griggs County,ND,724,America/Chicago,H1
38091,Steele,Steele County,ND,724,America/Chicago,H1
38097,Traill,Traill County,ND,724,America/Chicago,H1
38027,Eddy,Eddy County,ND,724,America/Chicago,H1
38031,Foster,Foster County,ND,724,America/Chicago,H1
38093,Stutsman,Stutsman County,ND,724,America/Chicago,H1
38003,Barnes,Barnes County,ND,724,America/Chicago,H1
38017,Cass,Cass County,ND,724,America/Chicago,H1
38009,Bottineau,Bottineau County,ND,687,America/Chicago,H1
38079,Rolette,Rolette County,ND,687,America/Chicago,H1
38075,Renville,Renville County,ND,687,America/Chicago,H1
38069,Pierce,Pierce County,ND,687,America/Chicago,H1
38101,Ward,Ward County,ND,687,America/Chicago,H1
38055,McLean,McLean County,ND,687,America/Chicago,H1
38057,Mercer,Mercer County,ND,687,America/Denver,H1
38023,Divide,Divide County,ND,687,America/Chicago,H1
38013,Burke,Burke County,ND,687,America/Chicago,H1
38053,McKenzie,McKenzie County,ND,687,America/Chicago,H1
38037,Grant,Grant County,ND,687,America/Denver,H1
38073,Ransom,Ransom County,ND,724,America/Chicago,H1
38077,Richland,Richland County,ND,724,America/Chicago,H1
38081,Sargent,Sargent County,ND,724,America/Chicago,H1
38019,Cavalier,Cavalier County,ND,724,America/Chicago,H1
38049,McHenry,McHenry County,ND,687,America/Chicago,H1
38105,Williams,Williams County,ND,687,America/Chicago,H1
38061,Mountrail,Mountrail County,ND,687,America/Chicago,H1
38015,Burleigh,Burleigh County,ND,687,America/Chicago,H1
38029,Emmons,Emmons County,ND,687,America/Chicago,H1
38007,Billings,Billings County,ND,687,America/Denver,H1
38033,Golden Valley,Golden Valley County,ND,687,America/Denver,H1
38089,Stark,Stark County,ND,687,America/Denver,H1
38011,Bowman,Bowman County,ND,687,America/Denver,H1
38047,Logan,Logan County,ND,687,America/Chicago,H1
38045,LaMoure,LaMoure County,ND,724,America/Chicago,H1
38021,Dickey,Dickey County,ND,724,America/Chicago,H1
38025,Dunn,Dunn County,ND,687,America/Denver,H1
38087,Slope,Slope County,ND,687,America/Denver,H1
39013,Belmont,Belmont County,OH,554,America/New_York,H1
39151,Stark,Stark County,OH,510,America/New_York,H1
39001,Adams,Adams County,OH,515,America/New_York,H1
39003,Allen,Allen County,OH,558,America/New_York,H1
39005,Ashland,Ashland County,OH,510,America/New_York,H1
39007,Ashtabula,Ashtabula County,OH,510,America/New_York,H1
39009,Athens,Athens County,OH,535,America/New_York,H1
39011,Auglaize,Auglaize County,OH,558,America/New_York,H1
39015,Brown,Brown County,OH,515,America/New_York,H1
39017,Butler,Butler County,OH,542,America/New_York,H1
39019,Carroll,Carroll County,OH,510,America/New_York,H1
39021,Champaign,Champaign County,OH,542,America/New_York,H1
39023,Clark,Clark County,OH,542,America/New_York,H1
39025,Clermont,Clermont County,OH,515,America/New_York,H1
39027,Clinton,Clinton County,OH,515,America/New_York,H1
39029,Columbiana,Columbiana County,OH,536,America/New_York,H1
39031,Coshocton,Coshocton County,OH,510,America/New_York,H1
39033,Crawford,Crawford County,OH,535,America/New_York,H1
39035,Cuyahoga,Cuyahoga County,OH,510,America/New_York,H1
39037,Darke,Darke County,OH,542,America/New_York,H1
39039,Defiance,Defiance County,OH,547,America/New_York,H1
39041,Delaware,Delaware County,OH,535,America/New_York,H1
39043,Erie,Erie County,OH,510,America/New_York,H1
39045,Fairfield,Fairfield County,OH,535,America/New_York,H1
39047,Fayette,Fayette County,OH,535,America/New_York,H1
39049,Franklin,Franklin County,OH,535,America/New_York,H1
39051,Fulton,Fulton County,OH,547,America/New_York,H1
39053,Gallia,Gallia County,OH,564,America/New_York,H1
39055,Geauga,Geauga County,OH,510,America/New_York,H1
39057,Greene,Greene County,OH,542,America/New_York,H1
39059,Guernsey,Guernsey County,OH,535,America/New_York,H1
39061,Hamilton,Hamilton County,OH,515,America/New_York,H1
39063,Hancock,Hancock County,OH,547,America/New_York,H1
39065,Hardin,Hardin County,OH,535,America/New_York,H1
39067,Harrison,Harrison County,OH,554,America/New_York,H1
39069,Henry,Henry County,OH,547,America/New_York,H1
39071,Highland,Highland County,OH,515,America/New_York,H1
39073,Hocking,Hocking County,OH,535,America/New_York,H1
39075,Holmes,Holmes County,OH,510,America/New_York,H1
39077,Huron,Huron County,OH,510,America/New_York,H1
39079,Jackson,Jackson County,OH,564,America/New_York,H1
39081,Jefferson,Jefferson County,OH,554,America/New_York,H1
39083,Knox,Knox County,OH,535,America/New_York,H1
39085,Lake,Lake County,OH,510,America/New_York,H1
39087,Lawrence,Lawrence County,OH,564,America/New_York,H1
39089,Licking,Licking County,OH,535,America/New_York,H1
39091,Logan,Logan County,OH,542,America/New_York,H1
39093,Lorain,Lorain County,OH,510,America/New_York,H1
39095,Lucas,Lucas County,OH,547,America/New_York,H1
39097,Madison,Madison County,OH,535,America/New_York,H1
39099,Mahoning,Mahoning County,OH,536,America/New_York,H1
39101,Marion,Marion County,OH,535,America/New_York,H1
39103,Medina,Medina County,OH,510,America/New_York,H1
39105,Meigs,Meigs County,OH,564,America/New_York,H1
39107,Mercer,Mercer County,OH,542,America/New_York,H1
39109,Miami,Miami County,OH,542,America/New_York,H1
39111,Monroe,Monroe County,OH,554,America/New_York,H1
39113,Montgomery,Montgomery County,OH,542,America/New_York,H1
39115,Morgan,Morgan County,OH,535,America/New_York,H1
39117,Morrow,Morrow County,OH,535,America/New_York,H1
39119,Muskingum,Muskingum County,OH,596,America/New_York,H1
39121,Noble,Noble County,OH,535,America/New_York,H1
39123,Ottawa,Ottawa County,OH,547,America/New_York,H1
39125,Paulding,Paulding County,OH,509,America/New_York,H1
39127,Perry,Perry County,OH,535,America/New_York,H1
39129,Pickaway,Pickaway County,OH,535,America/New_York,H1
39131,Pike,Pike County,OH,535,America/New_York,H1
39133,Portage,Portage County,OH,510,America/New_York,H1
39135,Preble,Preble County,OH,542,America/New_York,H1
39137,Putnam,Putnam County,OH,558,America/New_York,H1
39139,Richland,Richland County,OH,510,America/New_York,H1
39141,Ross,Ross County,OH,535,America/New_York,H1
39143,Sandusky,Sandusky County,OH,547,America/New_York,H1
39145,Scioto,Scioto County,OH,564,America/New_York,H1
39147,Seneca,Seneca County,OH,547,America/New_York,H1
39149,Shelby,Shelby County,OH,542,America/New_York,H1
39153,Summit,Summit County,OH,510,America/New_York,H1
39155,Trumbull,Trumbull County,OH,536,America/New_York,H1
39157,Tuscarawas,Tuscarawas County,OH,510,America/New_York,H1
39159,Union,Union County,OH,535,America/New_York,H1
39161,Van Wert,Van Wert County,OH,509,America/New_York,H1
39163,Vinton,Vinton County,OH,564,America/New_York,H1
39165,Warren,Warren County,OH,515,America/New_York,H1
39167,Washington,Washington County,OH,597,America/New_York,H1
39169,Wayne,Wayne County,OH,510,America/New_York,H1
39171,Williams,Williams County,OH,547,America/New_York,H1
39173,Wood,Wood County,OH,547,America/New_York,H1
39175,Wyandot,Wyandot County,OH,547,America/New_York,H1
40001,Adair,Adair County,OK,671,America/Chicago,H1
40003,Alfalfa,Alfalfa County,OK,650,America/Chicago,H1
40005,Atoka,Atoka County,OK,657,America/Chicago,H1
40007,Beaver,Beaver County,OK,634,America/Chicago,H1
40009,Beckham,Beckham County,OK,650,America/Chicago,H1
40011,Blaine,Blaine County,OK,650,America/Chicago,H1
40013,Bryan,Bryan County,OK,657,America/Chicago,H1
40015,Caddo,Caddo County,OK,650,America/Chicago,H1
40017,Canadian,Canadian County,OK,650,America/Chicago,H1
40019,Carter,Carter County,OK,657,America/Chicago,H1
40021,Cherokee,Cherokee County,OK,671,America/Chicago,H1
40023,Choctaw,Choctaw County,OK,657,America/Chicago,H1
40025,Cimarron,Cimarron County,OK,634,America/Chicago,H1
40027,Cleveland,Cleveland County,OK,650,America/Chicago,H1
40029,Coal,Coal County,OK,657,America/Chicago,H1
40031,Comanche,Comanche County,OK,627,America/Chicago,H1
40033,Cotton,Cotton County,OK,627,America/Chicago,H1
40035,Craig,Craig County,OK,671,America/Chicago,H1
40037,Creek,Creek County,OK,671,America/Chicago,H1
40039,Custer,Custer County,OK,650,America/Chicago,H1
40041,Delaware,Delaware County,OK,671,America/Chicago,H1
40043,Dewey,Dewey County,OK,650,America/Chicago,H1
40045,Ellis,Ellis County,OK,650,America/Chicago,H1
40047,Garfield,Garfield County,OK,650,America/Chicago,H1
40049,Garvin,Garvin County,OK,650,America/Chicago,H1
40051,Grady,Grady County,OK,650,America/Chicago,H1
40053,Grant,Grant County,OK,650,America/Chicago,H1
40055,Greer,Greer County,OK,650,America/Chicago,H1
40057,Harmon,Harmon County,OK,650,America/Chicago,H1
40059,Harper,Harper County,OK,650,America/Chicago,H1
40061,Haskell,Haskell County,OK,671,America/Chicago,H1
40063,Hughes,Hughes County,OK,650,America/Chicago,H1
40065,Jackson,Jackson County,OK,627,America/Chicago,H1
40067,Jefferson,Jefferson County,OK,627,America/Chicago,H1
40069,Johnston,Johnston County,OK,657,America/Chicago,H1
40071,Kay,Kay County,OK,650,America/Chicago,H1
40073,Kingfisher,Kingfisher County,OK,650,America/Chicago,H1
40075,Kiowa,Kiowa County,OK,650,America/Chicago,H1
40077,Latimer,Latimer County,OK,671,America/Chicago,H1
40079,Le Flore,Le Flore County,OK,670,America/Chicago,H1
40081,Lincoln,Lincoln County,OK,650,America/Chicago,H1
40083,Logan,Logan County,OK,650,America/Chicago,H1
40085,Love,Love County,OK,657,America/Chicago,H1
40093,Major,Major County,OK,650,America/Chicago,H1
40095,Marshall,Marshall County,OK,657,America/Chicago,H1
40097,Mayes,Mayes County,OK,671,America/Chicago,H1
40087,McClain,McClain County,OK,650,America/Chicago,H1
40089,McCurtain,McCurtain County,OK,612,America/Chicago,H1
40091,McIntosh,McIntosh County,OK,671,America/Chicago,H1
40099,Murray,Murray County,OK,650,America/Chicago,H1
40101,Muskogee,Muskogee County,OK,671,America/Chicago,H1
40103,Noble,Noble County,OK,650,America/Chicago,H1
40105,Nowata,Nowata County,OK,671,America/Chicago,H1
40107,Okfuskee,Okfuskee County,OK,671,America/Chicago,H1
40109,Oklahoma,Oklahoma County,OK,650,America/Chicago,H1
40111,Okmulgee,Okmulgee County,OK,671,America/Chicago,H1
40113,Osage,Osage County,OK,671,America/Chicago,H1
40115,Ottawa,Ottawa County,OK,603,America/Chicago,H1
40117,Pawnee,Pawnee County,OK,671,America/Chicago,H1
40119,Payne,Payne County,OK,650,America/Chicago,H1
40121,Pittsburg,Pittsburg County,OK,671,America/Chicago,H1
40123,Pontotoc,Pontotoc County,OK,657,America/Chicago,H1
40125,Pottawatomie,Pottawatomie County,OK,650,America/Chicago,H1
40127,Pushmataha,Pushmataha County,OK,657,America/Chicago,H1
40129,Roger Mills,Roger Mills County,OK,650,America/Chicago,H1
40131,Rogers,Rogers County,OK,671,America/Chicago,H1
40133,Seminole,Seminole County,OK,650,America/Chicago,H1
40135,Sequoyah,Sequoyah County,OK,670,America/Chicago,H1
40137,Stephens,Stephens County,OK,627,America/Chicago,H1
40139,Texas,Texas County,OK,634,America/Chicago,H1
40141,Tillman,Tillman County,OK,627,America/Chicago,H1
40143,Tulsa,Tulsa County,OK,671,America/Chicago,H1
40145,Wagoner,Wagoner County,OK,671,America/Chicago,H1
40147,Washington,Washington County,OK,671,America/Chicago,H1
40149,Washita,Washita County,OK,650,America/Chicago,H1
40151,Woods,Woods County,OK,650,America/Chicago,H1
40153,Woodward,Woodward County,OK,650,America/Chicago,H1
41001,Baker,Baker County,OR,820,America/Los_Angeles,H1
41007,Clatsop,Clatsop County,OR,820,America/Los_Angeles,H1
41009,Columbia,Columbia County,OR,820,America/Los_Angeles,H1
41011,Coos,Coos County,OR,801,America/Los_Angeles,H1
41019,Douglas,Douglas County,OR,801,America/Los_Angeles,H1
41021,Gilliam,Gilliam County,OR,820,America/Los_Angeles,H1
41023,Grant,Grant County,OR,820,America/Los_Angeles,H1
41025,Harney,Harney County,OR,820,America/Los_Angeles,H1
41029,Jackson,Jackson County,OR,813,America/Los_Angeles,H1
41037,Lake,Lake County,OR,813,America/Los_Angeles,H1
41039,Lane,Lane County,OR,801,America/Los_Angeles,H1
41041,Lincoln,Lincoln County,OR,820,America/Los_Angeles,H1
41043,Linn,Linn County,OR,820,America/Los_Angeles,H1
41045,Malheur,Malheur County,OR,757,America/Boise,H1
41047,Marion,Marion County,OR,820,America/Los_Angeles,H1
41049,Morrow,Morrow County,OR,820,America/Los_Angeles,H1
41051,Multnomah,Multnomah County,OR,820,America/Los_Angeles,H1
41053,Polk,Polk County,OR,820,America/Los_Angeles,H1
41055,Sherman,Sherman County,OR,820,America/Los_Angeles,H1
41057,Tillamook,Tillamook County,OR,820,America/Los_Angeles,H1
41069,Wheeler,Wheeler County,OR,820,America/Los_Angeles,H1
41071,Yamhill,Yamhill County,OR,820,America/Los_Angeles,H1
41003,Benton,Benton County,OR,801,America/Los_Angeles,H1
41005,Clackamas,Clackamas County,OR,820,America/Los_Angeles,H1
41013,Crook,Crook County,OR,820,America/Los_Angeles,H1
41015,Curry,Curry County,OR,813,America/Los_Angeles,H1
41017,Deschutes,Deschutes County,OR,821,America/Los_Angeles,H1
41027,Hood River,Hood River County,OR,820,America/Los_Angeles,H1
41031,Jefferson,Jefferson County,OR,820,America/Los_Angeles,H1
41033,Josephine,Josephine County,OR,813,America/Los_Angeles,H1
41035,Klamath,Klamath County,OR,813,America/Los_Angeles,H1
41063,Wallowa,Wallowa County,OR,881,America/Los_Angeles,H1
41065,Wasco,Wasco County,OR,820,America/Los_Angeles,H1
41067,Washington,Washington County,OR,820,America/Los_Angeles,H1
41059,Umatilla,Umatilla County,OR,810,America/Los_Angeles,H1
41061,Union,Union County,OR,820,America/Los_Angeles,H1
42009,Bedford,Bedford County,PA,574,America/New_York,H1
42011,Berks,Berks County,PA,504,America/New_York,H1
42017,Bucks,Bucks County,PA,504,America/New_York,H1
42029,Chester,Chester County,PA,504,America/New_York,H1
42033,Clearfield,Clearfield County,PA,508,America/New_York,H1
42041,Cumberland,Cumberland County,PA,566,America/New_York,H1
42045,Delaware,Delaware County,PA,504,America/New_York,H1
42049,Erie,Erie County,PA,516,America/New_York,H1
42051,Fayette,Fayette County,PA,508,America/New_York,H1
42067,Juniata,Juniata County,PA,566,America/New_York,H1
42071,Lancaster,Lancaster County,PA,566,America/New_York,H1
42077,Lehigh,Lehigh County,PA,504,America/New_York,H1
42079,Luzerne,Luzerne County,PA,577,America/New_York,H1
42089,Monroe,Monroe County,PA,577,America/New_York,H1
42095,Northampton,Northampton County,PA,504,America/New_York,H1
42097,Northumberland,Northumberland County,PA,566,America/New_York,H1
42101,Philadelphia,Philadelphia County,PA,504,America/New_York,H6
42111,Somerset,Somerset County,PA,574,America/New_York,H1
42117,Tioga,Tioga County,PA,565,America/New_York,H1
42125,Washington,Washington County,PA,508,America/New_York,H1
42129,Westmoreland,Westmoreland County,PA,508,America/New_York,H1
42131,Wyoming,Wyoming County,PA,577,America/New_York,H1
42133,York,York County,PA,566,America/New_York,H1
42031,Clarion,Clarion County,PA,508,America/New_York,H1
42083,McKean,McKean County,PA,514,America/New_York,H1
42001,Adams,Adams County,PA,566,America/New_York,H1
42003,Allegheny,Allegheny County,PA,508,America/New_York,H1
42005,Armstrong,Armstrong County,PA,508,America/New_York,H1
42013,Blair,Blair County,PA,574,America/New_York,H1
42015,Bradford,Bradford County,PA,577,America/New_York,H1
42019,Butler,Butler County,PA,508,America/New_York,H1
42021,Cambria,Cambria County,PA,574,America/New_York,H1
42023,Cameron,Cameron County,PA,574,America/New_York,H1
42025,Carbon,Carbon County,PA,577,America/New_York,H1
42037,Columbia,Columbia County,PA,577,America/New_York,H1
42039,Crawford,Crawford County,PA,516,America/New_York,H1
42043,Dauphin,Dauphin County,PA,566,America/New_York,H1
42047,Elk,Elk County,PA,574,America/New_York,H1
42053,Forest,Forest County,PA,574,America/New_York,H1
42055,Franklin,Franklin County,PA,566,America/New_York,H1
42057,Fulton,Fulton County,PA,511,America/New_York,H1
42061,Huntingdon,Huntingdon County,PA,574,America/New_York,H1
42063,Indiana,Indiana County,PA,508,America/New_York,H1
42065,Jefferson,Jefferson County,PA,574,America/New_York,H1
42069,Lackawanna,Lackawanna County,PA,577,America/New_York,H1
42073,Lawrence,Lawrence County,PA,508,America/New_York,H1
42081,Lycoming,Lycoming County,PA,577,America/New_York,H1
42085,Mercer,Mercer County,PA,536,America/New_York,H1
42087,Mifflin,Mifflin County,PA,566,America/New_York,H1
42091,Montgomery,Montgomery County,PA,504,America/New_York,H1
42093,Montour,Montour County,PA,577,America/New_York,H1
42099,Perry,Perry County,PA,566,America/New_York,H1
42103,Pike,Pike County,PA,501,America/New_York,H1
42105,Potter,Potter County,PA,514,America/New_York,H1
42107,Schuylkill,Schuylkill County,PA,577,America/New_York,H1
42109,Snyder,Snyder County,PA,577,America/New_York,H1
42113,Sullivan,Sullivan County,PA,577,America/New_York,H1
42115,Susquehanna,Susquehanna County,PA,577,America/New_York,H1
42119,Union,Union County,PA,577,America/New_York,H1
42121,Venango,Venango County,PA,508,America/New_York,H1
42123,Warren,Warren County,PA,516,America/New_York,H1
42127,Wayne,Wayne County,PA,577,America/New_York,H1
42059,Greene,Greene County,PA,508,America/New_York,H1
42075,Lebanon,Lebanon County,PA,566,America/New_York,H1
42007,Beaver,Beaver County,PA,508,America/New_York,H1
42027,Centre,Centre County,PA,574,America/New_York,H1
42035,Clinton,Clinton County,PA,577,America/New_York,H1
44001,Bristol,Bristol County,RI,521,America/New_York,H4
44003,Kent,Kent County,RI,521,America/New_York,H4
44005,Newport,Newport County,RI,521,America/New_York,H4
44007,Providence,Providence County,RI,521,America/New_York,H4
44009,Washington,Washington County,RI,521,America/New_York,H4
45063,Lexington,Lexington County,SC,546,America/New_York,H1
45085,Sumter,Sumter County,SC,546,America/New_York,H1
45073,Oconee,Oconee County,SC,567,America/New_York,H1
45045,Greenville,Greenville County,SC,567,America/New_York,H1
45061,Lee,Lee County,SC,546,America/New_York,H1
45001,Abbeville,Abbeville County,SC,567,America/New_York,H1
45003,Aiken,Aiken County,SC,546,America/New_York,H1
45005,Allendale,Allendale County,SC,520,America/New_York,H1
45007,Anderson,Anderson County,SC,567,America/New_York,H1
45009,Bamberg,Bamberg County,SC,520,America/New_York,H1
45011,Barnwell,Barnwell County,SC,520,America/New_York,H1
45013,Beaufort,Beaufort County,SC,507,America/New_York,H1
45015,Berkeley,Berkeley County,SC,519,America/New_York,H1
45017,Calhoun,Calhoun County,SC,546,America/New_York,H1
45021,Cherokee,Cherokee County,SC,567,America/New_York,H1
45023,Chester,Chester County,SC,546,America/New_York,H1
45025,Chesterfield,Chesterfield County,SC,517,America/New_York,H1
45027,Clarendon,Clarendon County,SC,546,America/New_York,H1
45029,Colleton,Colleton County,SC,519,America/New_York,H1
45031,Darlington,Darlington County,SC,570,America/New_York,H1
45033,Dillon,Dillon County,SC,570,America/New_York,H1
45035,Dorchester,Dorchester County,SC,519,America/New_York,H1
45037,Edgefield,Edgefield County,SC,520,America/New_York,H1
45039,Fairfield,Fairfield County,SC,546,America/New_York,H1
45041,Florence,Florence County,SC,570,America/New_York,H1
45043,Georgetown,Georgetown County,SC,519,America/New_York,H1
45047,Greenwood,Greenwood County,SC,567,America/New_York,H1
45049,Hampton,Hampton County,SC,507,America/New_York,H1
45051,Horry,Horry County,SC,570,America/New_York,H1
45053,Jasper,Jasper County,SC,507,America/New_York,H1
45055,Kershaw,Kershaw County,SC,546,America/New_York,H1
45057,Lancaster,Lancaster County,SC,517,America/New_York,H1
45059,Laurens,Laurens County,SC,567,America/New_York,H1
45067,Marion,Marion County,SC,570,America/New_York,H1
45069,Marlboro,Marlboro County,SC,570,America/New_York,H1
45065,McCormick,McCormick County,SC,520,America/New_York,H1
45071,Newberry,Newberry County,SC,546,America/New_York,H1
45075,Orangeburg,Orangeburg County,SC,546,America/New_York,H1
45077,Pickens,Pickens County,SC,567,America/New_York,H1
45081,Saluda,Saluda County,SC,546,America/New_York,H1
45087,Union,Union County,SC,567,America/New_York,H1
45089,Williamsburg,Williamsburg County,SC,519,America/New_York,H1
45091,York,York County,SC,517,America/New_York,H1
45083,Spartanburg,Spartanburg County,SC,567,America/New_York,H1
45079,Richland,Richland County,SC,546,America/New_York,H1
45019,Charleston,Charleston County,SC,519,America/New_York,H1
46091,Marshall,Marshall County,SD,725,America/Chicago,H1
46049,Faulk,Faulk County,SD,725,America/Chicago,H1
46107,Potter,Potter County,SD,725,America/Chicago,H1
46089,McPherson,McPherson County,SD,725,America/Chicago,H1
46127,Union,Union County,SD,624,America/Chicago,H1
46027,Clay,Clay County,SD,624,America/Chicago,H1
46053,Gregory,Gregory County,SD,725,America/Chicago,H1
46057,Hamlin,Hamlin County,SD,725,America/Chicago,H1
46017,Buffalo,Buffalo County,SD,725,America/Chicago,H1
46015,Brule,Brule County,SD,725,America/Chicago,H1
46083,Lincoln,Lincoln County,SD,725,America/Chicago,H1
46125,Turner,Turner County,SD,725,America/Chicago,H1
46067,Hutchinson,Hutchinson County,SD,725,America/Chicago,H1
46099,Minnehaha,Minnehaha County,SD,725,America/Chicago,H1
46087,McCook,McCook County,SD,725,America/Chicago,H1
46065,Hughes,Hughes County,SD,725,America/Chicago,H1
46101,Moody,Moody County,SD,725,America/Chicago,H1
46079,Lake,Lake County,SD,725,America/Chicago,H1
46097,Miner,Miner County,SD,725,America/Chicago,H1
46073,Jerauld,Jerauld County,SD,725,America/Chicago,H1
46011,Brookings,Brookings County,SD,725,America/Chicago,H1
46077,Kingsbury,Kingsbury County,SD,725,America/Chicago,H1
46039,Deuel,Deuel County,SD,725,America/Chicago,H1
46051,Grant,Grant County,SD,725,America/Chicago,H1
46059,Hand,Hand County,SD,725,America/Chicago,H1
46123,Tripp,Tripp County,SD,725,America/Chicago,H1
46013,Brown,Brown County,SD,725,America/Chicago,H1
46109,Roberts,Roberts County,SD,725,America/Chicago,H1
46047,Fall River,Fall River County,SD,764,America/Denver,H1
