GNIS ID,GEOID,Name,State,FIPS Class,County GEOID,Latitude,Longitude
213475,0900152980,Town of Newtown,CT,T1,09001,41.3987895,-73.2927316
213476,0900553470,Town of Norfolk,CT,T1,09005,41.9800397,-73.1963504
213477,0900953890,Town of North Branford,CT,T1,09009,41.3645351,-72.7768377
213478,0900554030,Town of North Canaan,CT,T1,09005,42.0222986,-73.2935639
213479,0900954870,Town of North Haven,CT,T1,09009,41.3817551,-72.8572675
213480,0901155500,Town of North Stonington,CT,T1,09011,41.4696782,-71.8754212
213481,0900156060,Town of Norwalk,CT,T5,09001,41.0929562,-73.4194258
213482,0901156270,Town of Norwich,CT,T5,09011,41.5494781,-72.0882714
213483,0901157040,Town of Old Lyme,CT,T1,09011,41.3150688,-72.3027377
213484,0900757320,Town of Old Saybrook,CT,T1,09007,41.2947331,-72.383644
213485,0900957600,Town of Orange,CT,T1,09009,41.2826958,-73.0271671
213486,0900958300,Town of Oxford,CT,T1,09009,41.4312928,-73.1350303
213487,0901559980,Town of Plainfield,CT,T1,09015,41.6991692,-71.8987224
213488,0900360120,Town of Plainville,CT,T1,09003,41.6741267,-72.85746
213489,0900560750,Town of Plymouth,CT,T1,09005,41.6641551,-73.0263258
213490,0901561030,Town of Pomfret,CT,T1,09015,41.8670014,-71.9834005
213491,0900761800,Town of Portland,CT,T1,09007,41.5988334,-72.5890555
213492,0901162150,Town of Preston,CT,T1,09011,41.5223093,-72.001029
213493,0900962290,Town of Prospect,CT,T1,09009,41.4992752,-72.9761229
213494,0901562710,Town of Putnam,CT,T1,09015,41.909309,-71.8711555
213495,0900163480,Town of Redding,CT,T1,09001,41.3050799,-73.391746
213496,0900163970,Town of Ridgefield,CT,T1,09001,41.3064672,-73.5023731
213497,0900365370,Town of Rocky Hill,CT,T1,09003,41.6571997,-72.6632073
213498,0900565930,Town of Roxbury,CT,T1,09005,41.5538576,-73.3003218
213499,0901166210,Town of Salem,CT,T1,09011,41.4853456,-72.2663154
213500,0900566420,Town of Salisbury,CT,T1,09005,41.9860285,-73.4255517
213501,0901567400,Town of Scotland,CT,T1,09015,41.6978173,-72.0879844
213502,0900967610,Town of Seymour,CT,T1,09009,41.3809868,-73.0872421
213503,0900567960,Town of Sharon,CT,T1,09005,41.8574772,-73.4375372
213504,0900168170,Town of Shelton,CT,T5,09001,41.305985,-73.1382765
213505,0900168310,Town of Sherman,CT,T1,09001,41.5802083,-73.4987021
213506,0900368940,Town of Simsbury,CT,T1,09003,41.8729067,-72.82557
213507,0900969640,Town of Southbury,CT,T1,09009,41.4745439,-73.2329442
213508,0900370550,Town of Southington,CT,T1,09003,41.604941,-72.8801257
213509,0900371390,Town of South Windsor,CT,T1,09003,41.8352739,-72.5733469
213510,0901171670,Town of Sprague,CT,T1,09011,41.6304519,-72.075828
213511,0900173070,Town of Stamford,CT,T5,09001,41.0781951,-73.5497964
213512,0901573420,Town of Sterling,CT,T1,09015,41.7025171,-71.8184742
213513,0901173770,Town of Stonington,CT,T1,09011,41.3653406,-71.9077606
213514,0900174190,Town of Stratford,CT,T1,09001,41.2045232,-73.1299775
213515,0900575730,Town of Thomaston,CT,T1,09005,41.6695549,-73.0858875
213516,0901575870,Town of Thompson,CT,T1,09015,41.9797568,-71.8735027
213517,0900576570,Town of Torrington,CT,T5,09005,41.8349498,-73.1281498
213518,0900177200,Town of Trumbull,CT,T1,09001,41.2602442,-73.208364
213519,0901377830,Town of Union,CT,T1,09013,41.9930291,-72.1602466
213520,0901378250,Town of Vernon,CT,T1,09013,41.8364044,-72.4606265
213521,0901178600,Town of Voluntown,CT,T1,09011,41.5799489,-71.832419
213522,0900978740,Town of Wallingford,CT,T1,09009,41.4587474,-72.8039217
213523,0900579510,Town of Warren,CT,T1,09005,41.7405585,-73.3448748
213524,0900579720,Town of Washington,CT,T1,09005,41.6523185,-73.3144484
213525,0900980070,Town of Waterbury,CT,T5,09009,41.5582447,-73.0361306
213526,0901180280,Town of Waterford,CT,T1,09011,41.3526357,-72.1473114
213527,0900580490,Town of Watertown,CT,T1,09005,41.6160197,-73.1177322
213528,0900781680,Town of Westbrook,CT,T1,09007,41.2961742,-72.4627939
213529,0900382590,Town of West Hartford,CT,T1,09003,41.7669315,-72.7535377
213530,0900982870,Town of West Haven,CT,T5,09009,41.2738506,-72.9669592
213531,0900183430,Town of Weston,CT,T1,09001,41.228387,-73.3725292
213532,0900183500,Town of Westport,CT,T1,09001,41.1225869,-73.3456842
213533,0900384900,Town of Wethersfield,CT,T1,09003,41.7013156,-72.6703329
213534,0901385950,Town of Willington,CT,T1,09013,41.889554,-72.2593403
213535,0900186370,Town of Wilton,CT,T1,09001,41.2070407,-73.4400607
213536,0900586440,Town of Winchester,CT,T1,09005,41.9218611,-73.1028097
213537,0901586790,Town of Windham,CT,T1,09015,41.7101611,-72.1670618
213538,0900987560,Town of Wolcott,CT,T1,09009,41.6006581,-72.9733583
213539,0900987700,Town of Woodbridge,CT,T1,09009,41.3566036,-73.0101814
213540,0900587910,Town of Woodbury,CT,T1,09005,41.5614885,-73.2070195
213541,0901588190,Town of Woodstock,CT,T1,09015,41.9693738,-72.0222208
422223,1710342613,Township of Lee Center,IL,T1,17103,41.714494,-89.226723
422224,1714363771,Township of Richwoods,IL,T1,17143,40.7535809,-89.5800416
422225,1717351245,Township of Moweaqua,IL,T1,17173,39.6317349,-88.9729587
422226,1700145746,Township of McKee,IL,T1,17001,39.8880508,-90.9738245
422227,1709942197,Township of LaSalle,IL,T1,17099,41.3243065,-89.0775555
422228,1712539870,Township of Kilbourne,IL,T1,17125,40.1665455,-89.9987931
422229,1707966803,Township of Sainte Marie,IL,T1,17079,38.9031594,-88.0016003
422230,1702936555,Township of Humboldt,IL,T1,17029,39.5866332,-88.3031215
422231,1716528274,Township of Galatia,IL,T1,17165,37.8407117,-88.6501623
422232,1717926636,Township of Fondulac,IL,T1,17179,40.695536,-89.5410893
422233,1701523321,Township of Elkhorn Grove,IL,T1,17015,41.9775018,-89.7150813
422234,1717709226,Township of Buckeye,IL,T1,17177,42.4173479,-89.6334277
422235,1715907289,Township of Bonpas,IL,T1,17159,38.6143454,-87.9668721
422236,1713507107,Township of Bois d'Arc,IL,T1,17135,39.4801733,-89.6167778
422238,1703175198,Township of Thornton,IL,T1,17031,41.6016348,-87.6011871
422239,1716572897,Township of Stonefort,IL,T1,17165,37.6210046,-88.6520793
422240,1720357537,Township of Panola,IL,T1,17203,40.7959104,-88.9878489
422241,1708938908,Township of Kaneville,IL,T1,17089,41.8511653,-88.5453943
422242,1703716483,Township of Cortland,IL,T1,17037,41.9370984,-88.6580665
422253,1704530822,Township of Grandview,IL,T1,17045,39.5390221,-87.8227208
427928,1710159377,Township of Petty,IL,T1,17101,38.7979714,-87.8340009
427929,1702767652,Township of Santa Fe,IL,T1,17027,38.5284751,-89.4360571
427930,1702748476,Township of Meridian,IL,T1,17027,38.6079051,-89.1972525
427931,1702968718,Township of Seven Hickory,IL,T1,17029,39.5865653,-88.1935267
427932,1711706067,Township of Bird,IL,T1,17117,39.3038313,-89.9799173
427933,1713502960,Township of Audubon,IL,T1,17135,39.2833279,-89.195335
427934,1700707302,Township of Bonus,IL,T1,17007,42.2844045,-88.7637601
428569,1713100126,Township of Abington,IL,T1,17131,41.1131775,-90.8419658
428570,1709900204,Township of Adams,IL,T1,17099,41.5872797,-88.7644539
428571,1704300250,Township of Addison,IL,T1,17043,41.9472108,-87.9795093
428572,1710700360,Township of Aetna,IL,T1,17107,40.0919241,-89.199491
428573,1703700386,Township of Afton,IL,T1,17037,41.8490796,-88.7715334
428574,1714300477,Township of Akron,IL,T1,17143,40.9302347,-89.6970296
428575,1707300503,Township of Alba,IL,T1,17073,41.4529324,-89.9145357
428576,1719500529,Township of Albany,IL,T1,17195,41.7373926,-90.2237789
428577,1711100607,Township of Alden,IL,T1,17111,42.4548242,-88.5302723
428578,1711100698,Township of Algonquin,IL,T1,17111,42.1977778,-88.2768804
428579,1711900750,Township of Alhambra,IL,T1,17119,38.8736364,-89.7616268
428580,1709900763,Township of Allen,IL,T1,17099,41.1513722,-88.6443055
428581,1712500844,Township of Allens Grove,IL,T1,17125,40.2759487,-89.6584023
428582,1711300893,Township of Allin,IL,T1,17113,40.442626,-89.2085588
428583,1710100906,Township of Allison,IL,T1,17101,38.7192204,-87.5779341
428584,1712100932,Township of Alma,IL,T1,17121,38.6932862,-88.8650501
428585,1710301101,Township of Alto,IL,T1,17103,41.8475073,-88.9975836
428586,1711901127,Township of Alton,IL,T5,17119,38.9033059,-90.1523299
428587,1710301283,Township of Amboy,IL,T1,17103,41.7147725,-89.3432106
428588,1710501348,Township of Amity,IL,T1,17105,40.9746761,-88.7582287
428589,1711301374,Township of Anchor,IL,T1,17113,40.5294299,-88.516789
428590,1716101439,Township of Andalusia,IL,T1,17161,41.434959,-90.7211305
428591,1702301465,Township of Anderson,IL,T1,17023,39.307507,-87.7338896
428592,1707301504,Township of Andover,IL,T1,17073,41.2806476,-90.2615741
428593,1707301582,Township of Annawan,IL,T1,17073,41.3652883,-89.9146916
428594,1709701608,Township of Antioch,IL,T1,17097,42.4635199,-88.1116571
428595,1706701621,Township of Appanoose,IL,T1,17067,40.5881259,-91.3016512
428596,1708501686,Township of Apple River,IL,T1,17085,42.4837496,-90.1388586
428597,1704101894,Township of Arcola,IL,T1,17041,39.7027399,-88.2859658
428598,1701701959,Township of Arenzville,IL,T1,17017,39.9181333,-90.3333257
428599,1701102076,Township of Arispie,IL,T1,17011,41.2773322,-89.4517521
428600,1709102245,Township of Aroma,IL,T1,17091,41.0755117,-87.7798579
428601,1719102297,Township of Arrington,IL,T1,17191,38.3659335,-88.5266902
428602,1711302369,Township of Arrowsmith,IL,T1,17113,40.4421046,-88.6314516
428603,1707502401,Township of Artesia,IL,T1,17075,40.6138728,-88.0206118
428604,1705902427,Township of Asbury,IL,T1,17059,37.8864297,-88.2092255
428605,1707502453,Township of Ash Grove,IL,T1,17075,40.6281838,-87.8449039
428606,1717302466,Township of Ash Grove,IL,T1,17173,39.3967644,-88.5270935
428607,1707502492,Township of Ashkum,IL,T1,17075,40.884582,-87.9811123
428608,1701702518,Township of Ashland,IL,T1,17017,39.9163236,-90.0226738
428609,1718902544,Township of Ashley,IL,T1,17189,38.3309186,-89.2016371
428610,1702902570,Township of Ashmore,IL,T1,17029,39.527957,-88.0342431
428611,1710302596,Township of Ashton,IL,T1,17103,41.867002,-89.22601
428612,1702102622,Township of Assumption,IL,T1,17021,39.5162506,-89.0811958
428613,1705702648,Township of Astoria,IL,T1,17057,40.2321769,-90.3937548
428614,1706102700,Township of Athensville,IL,T1,17061,39.4765929,-90.2089285
428615,1707302739,Township of Atkinson,IL,T1,17073,41.4533503,-90.029125
428616,1710702765,Township of Atlanta,IL,T1,17107,40.2525046,-89.205141
428617,1714902791,Township of Atlas,IL,T1,17149,39.5350054,-91.0185407
428618,1702302908,Township of Auburn,IL,T1,17023,39.3687095,-87.8074333
428619,1716702928,Township of Auburn,IL,T1,17167,39.5667709,-89.7581409
428620,1706702999,Township of Augusta,IL,T1,17067,40.2386447,-90.9683729
428621,1708903025,Township of Aurora,IL,T1,17089,41.7672108,-88.3188896
428622,1711503051,Township of Austin,IL,T1,17115,40.005697,-89.0866336
428623,1706303090,Township of Aux Sable,IL,T1,17063,41.4236314,-88.3099944
428624,1705103155,Township of Avena,IL,T1,17051,39.0423862,-88.8622718
428625,1710503194,Township of Avoca,IL,T1,17105,40.8020944,-88.5269924
428626,1709703220,Township of Avon,IL,T1,17097,42.3569863,-88.0622958
428627,1701903246,Township of Ayers,IL,T1,17019,39.9231905,-87.973878
428628,1716903350,Township of Bainbridge,IL,T1,17169,40.0472162,-90.5134621
428629,1707103415,Township of Bald Bluff,IL,T1,17071,41.0292595,-90.855497
428630,1708103428,Township of Bald Hill,IL,T1,17081,38.1688558,-89.0943325
428631,1716703506,Township of Ball,IL,T1,17167,39.6502644,-89.6444813
428632,1704903558,Township of Banner,IL,T1,17049,39.1940004,-88.637763
428633,1705703584,Township of Banner,IL,T1,17057,40.4973288,-89.9377505
428634,1703903714,Township of Barnett,IL,T1,17039,40.1807653,-89.0880889
428635,1719103753,Township of Barnhill,IL,T1,17191,38.2974627,-88.3169486
428636,1711703792,Township of Barr,IL,T1,17117,39.3904258,-90.0943562
428637,1705503818,Township of Barren,IL,T1,17055,38.0814249,-88.9851124
428638,1703103831,Township of Barrington,IL,T1,17031,42.1107276,-88.1799997
428639,1714903974,Township of Barry,IL,T1,17149,39.7130901,-91.0889207
428640,1708904091,Township of Batavia,IL,T1,17089,41.8345658,-88.316092
428641,1712504169,Township of Bath,IL,T1,17125,40.1590078,-90.1164393
428642,1702104325,Township of Bear Creek,IL,T1,17021,39.4805681,-89.4210938
428643,1706704338,Township of Bear Creek,IL,T1,17067,40.3281361,-91.1988717
428644,1701704364,Township of Beardstown,IL,T1,17017,40.00344,-90.4348359
428645,1705104377,Township of Bear Grove,IL,T1,17051,38.9567972,-89.1969755
428646,1718904442,Township of Beaucoup,IL,T1,17189,38.3465674,-89.3141645
428647,1707504455,Township of Beaver,IL,T1,17075,40.9002179,-87.5900093
428648,1706504481,Township of Beaver Creek,IL,T1,17065,38.1684281,-88.4273774
428649,1707504520,Township of Beaverville,IL,T1,17075,40.9734261,-87.5985651
428650,1719104559,Township of Bedford,IL,T1,17191,38.5157324,-88.4182481
428651,1710504780,Township of Belle Prairie,IL,T1,17105,40.6444028,-88.517054
428653,1711304910,Township of Bellflower,IL,T1,17113,40.3399276,-88.5173511
428654,1712304949,Township of Bell Plain,IL,T1,17123,40.9699182,-89.2188107
428655,1707505014,Township of Belmont,IL,T1,17075,40.7298042,-87.7083738
428656,1700705105,Township of Belvidere,IL,T1,17007,42.2837155,-88.8814126
428657,1714705157,Township of Bement,IL,T1,17147,39.9228057,-88.5374324
428658,1712305235,Township of Bennington,IL,T1,17123,40.9705153,-89.1043094
428659,1705505313,Township of Benton,IL,T1,17055,37.9941655,-88.8729712
428660,1709705326,Township of Benton,IL,T1,17097,42.42832,-87.8637835
428661,1701105430,Township of Berlin,IL,T1,17011,41.4516425,-89.3352762
428662,1705705469,Township of Bernadotte,IL,T1,17057,40.408406,-90.2763465
428663,1708505495,Township of Berreman,IL,T1,17085,42.2401505,-89.9492233
428664,1719105521,Township of Berry,IL,T1,17191,38.4304098,-88.5296558
428665,1718705560,Township of Berwick,IL,T1,17187,40.75869,-90.5006533
428666,1703105586,Township of Berwyn,IL,T5,17031,41.8433349,-87.7909259
428667,1710905638,Township of Bethel,IL,T1,17109,40.3240603,-90.7347288
428668,1700105742,Township of Beverly,IL,T1,17001,39.8009743,-90.9732395
428669,1702505807,Township of Bible Grove,IL,T1,17025,38.8678864,-88.4160004
428670,1709305872,Township of Big Grove,IL,T1,17093,41.5012121,-88.5402019
428671,1707105911,Township of Biggsville,IL,T1,17071,40.8506472,-90.8457135
428672,1719105950,Township of Big Mound,IL,T1,17191,38.3192198,-88.4234448
428673,1708905989,Township of Big Rock,IL,T1,17089,41.7638977,-88.5456376
428674,1717306002,Township of Big Spring,IL,T1,17173,39.309451,-88.526628
428675,1716906132,Township of Birmingham,IL,T1,17169,40.2380792,-90.852705
428676,1704906145,Township of Bishop,IL,T1,17049,39.0454005,-88.4147898
428677,1708906262,Township of Blackberry,IL,T1,17089,41.8528574,-88.4323169
428678,1716106301,Township of Blackhawk,IL,T1,17161,41.4414515,-90.5910459
428679,1702506392,Township of Blair,IL,T1,17025,38.8699919,-88.5255629
428680,1710906483,Township of Blandinsville,IL,T1,17109,40.5927603,-90.8472157
428681,1708106496,Township of Blissville,IL,T1,17081,38.2566742,-89.0937366
428682,1703106561,Township of Bloom,IL,T1,17031,41.5137291,-87.6000248
428683,1704306600,Township of Bloomingdale,IL,T1,17043,41.946531,-88.0883873
428684,1711306626,Township of Bloomington,IL,T1,17113,40.4281286,-88.9809704
428685,1711306639,Township of Bloomington City,IL,T5,17113,40.4757388,-88.9704953
428686,1718306678,Township of Blount,IL,T1,17183,40.2147136,-87.7001748
428687,1711306743,Township of Blue Mound,IL,T1,17113,40.530358,-88.7476425
428688,1711506769,Township of Blue Mound,IL,T1,17115,39.7680228,-89.0822115
428689,1714706808,Township of Blue Ridge,IL,T1,17147,40.2210759,-88.543031
428690,1706106860,Township of Bluffdale,IL,T1,17061,39.3137457,-90.548662
428691,1701706938,Township of Bluff Springs,IL,T1,17017,40.0342333,-90.3360345
428692,1718907172,Township of Bolo,IL,T1,17189,38.2581964,-89.3147536
428693,1710107198,Township of Bond,IL,T1,17101,38.8138825,-87.6958873
428694,1700707328,Township of Boone,IL,T1,17007,42.3713642,-88.7447915
428695,1704107458,Township of Bourbon,IL,T1,17041,39.7030399,-88.4151073
428696,1709107484,Township of Bourbonnais,IL,T1,17091,41.1740197,-87.8631774
428697,1704107497,Township of Bowdre,IL,T1,17041,39.7100216,-88.1573325
428698,1705907536,Township of Bowlesville,IL,T1,17059,37.6402059,-88.2042037
428699,1716107549,Township of Bowling,IL,T1,17161,41.3713783,-90.6087648
428700,1705107562,Township of Bowling Green,IL,T1,17051,39.192838,-88.9436988
428701,1717907627,Township of Boynton,IL,T1,17179,40.3593924,-89.4343643
428702,1706307653,Township of Braceville,IL,T1,17063,41.244433,-88.2744574
428703,1710307679,Township of Bradford,IL,T1,17103,41.8016472,-89.2262394
428704,1707707731,Township of Bradley,IL,T1,17077,37.9082723,-89.55509
428705,1702707926,Township of Breese,IL,T1,17027,38.6109232,-89.5367294
428706,1703107939,Township of Bremen,IL,T1,17031,41.6022079,-87.7347431
428707,1705307978,Township of Brenton,IL,T1,17053,40.7192347,-88.1811939
428708,1710108199,Township of Bridgeport,IL,T1,17101,38.7017342,-87.7820575
428709,1711708277,Township of Brighton,IL,T1,17117,39.04301,-90.0901579
428710,1714308316,Township of Brimfield,IL,T1,17143,40.8436145,-89.9277773
428711,1709308368,Township of Bristol,IL,T1,17093,41.6865122,-88.4354645
428712,1710708485,Township of Broadwell,IL,T1,17107,40.0901752,-89.4267497
428713,1709908583,Township of Brookfield,IL,T1,17099,41.2522437,-88.6482327
428714,1710308654,Township of Brooklyn,IL,T1,17103,41.671684,-89.1096433
428715,1716908693,Township of Brooklyn,IL,T1,17169,40.2361209,-90.7360175
428716,1702708732,Township of Brookside,IL,T1,17027,38.5349762,-89.1987876
428717,1714108784,Township of Brookville,IL,T1,17141,42.0689483,-89.6563159
428718,1710508888,Township of Broughton,IL,T1,17105,40.9793523,-88.3028357
428719,1704508901,Township of Brouilletts Creek,IL,T1,17045,39.7521065,-87.5830028
428720,1701908914,Township of Brown,IL,T1,17019,40.3545726,-88.403368
428721,1705508940,Township of Browning,IL,T1,17055,37.9938823,-88.9843569
428722,1716908966,Township of Browning,IL,T1,17169,40.1514903,-90.3946731
428723,1709909057,Township of Bruce,IL,T1,17099,41.160583,-88.8495628
428724,1716509122,Township of Brushy,IL,T1,17165,37.7766739,-88.6554379
428725,1711709135,Township of Brushy Mound,IL,T1,17117,39.2171016,-89.8680471
428726,1704509213,Township of Buck,IL,T1,17045,39.6396332,-87.8185712
428727,1702109239,Township of Buckhart,IL,T1,17021,39.6568022,-89.3440014
428728,1705709265,Township of Buckheart,IL,T1,17057,40.4952438,-90.0481875
428729,1700909291,Township of Buckhorn,IL,T1,17009,39.8853992,-90.8576433
428730,1716909395,Township of Buena Vista,IL,T1,17169,40.1464324,-90.622931
428731,1714109421,Township of Buffalo,IL,T1,17141,41.985659,-89.5695018
428732,1716709486,Township of Buffalo Hart,IL,T1,17167,39.901912,-89.4287367
428733,1716109512,Township of Buffalo Prairie,IL,T1,17161,41.3908213,-90.8387756
428734,1711709590,Township of Bunker Hill,IL,T1,17117,39.0425731,-89.9789389
428735,1701109668,Township of Bureau,IL,T1,17011,41.4521661,-89.5694608
428736,1700509694,Township of Burgess,IL,T1,17005,38.7853694,-89.5409201
428737,1708909772,Township of Burlington,IL,T1,17089,42.0242676,-88.5455038
428738,1707309824,Township of Burns,IL,T1,17073,41.2789169,-90.0306604
