GEOID|GEOIDFQ|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
51472|400C200US51472|Los Banos, CA Urban Area|21781221|0|8.41|0.|37.062273|-120.844078
51499|400C200US51499|Los Lunas, NM Urban Area|102110424|34322|39.425|0.013|34.76728|-106.71537
51520|400C200US51520|Los Osos, CA Urban Area|9923802|14474|3.832|0.006|35.317751|-120.837103
51580|400C200US51580|Louisa, KY--WV Urban Area|9412235|213879|3.634|0.083|38.110053|-82.603837
51755|400C200US51755|Louisville/Jefferson County, KY--IN Urban Area|1038403979|20139773|400.93|7.776|38.222617|-85.687344
51769|400C200US51769|Lovington, NM Urban Area|12456680|16175|4.81|0.006|32.94652|-103.353902
51796|400C200US51796|Lowell, IN Urban Area|13657624|68546|5.273|0.026|41.295097|-87.41862
51823|400C200US51823|Lowell, MI Urban Area|14388294|343358|5.555|0.133|42.938178|-85.366016
51877|400C200US51877|Lubbock, TX Urban Area|275253374|2160104|106.276|0.834|33.557478|-101.895339
51958|400C200US51958|Ludington, MI Urban Area|32915061|126039|12.709|0.049|43.974531|-86.424464
51985|400C200US51985|Lufkin, TX Urban Area|95149347|565796|36.737|0.218|31.330789|-94.73227
52039|400C200US52039|Luling, TX Urban Area|7275020|0|2.809|0.|29.680784|-97.646072
52066|400C200US52066|Lumberton, NC Urban Area|52788995|170816|20.382|0.066|34.637658|-79.014543
52093|400C200US52093|Luray, VA Urban Area|10615948|51669|4.099|0.02|38.66508|-78.449496
52147|400C200US52147|Luverne, MN Urban Area|5917272|10612|2.285|0.004|43.654813|-96.212001
52201|400C200US52201|Lynchburg, VA Urban Area|237226171|1886833|91.594|0.729|37.389999|-79.20133
52228|400C200US52228|Lynden, WA Urban Area|13762344|28897|5.314|0.011|48.94992|-122.454803
52363|400C200US52363|McAlester, OK Urban Area|40080291|94495|15.475|0.036|34.922458|-95.749725
52390|400C200US52390|McAllen, TX Urban Area|845058334|1591460|326.279|0.614|26.237246|-98.182781
52403|400C200US52403|McCall, ID Urban Area|15645991|179097|6.041|0.069|44.912845|-116.095714
52417|400C200US52417|Macclenny, FL Urban Area|21906734|0|8.458|0.|30.280498|-82.13553
52471|400C200US52471|McComb, MS Urban Area|33941566|154492|13.105|0.06|31.252876|-90.456106
52525|400C200US52525|McCook, NE Urban Area|13574735|0|5.241|0.|40.204598|-100.620718
52552|400C200US52552|McFarland, CA Urban Area|4822123|0|1.862|0.|35.676638|-119.231185
52606|400C200US52606|McGregor, TX Urban Area|6055646|0|2.338|0.|31.437008|-97.406825
52623|400C200US52623|McHenry Northwest--Wonder Lake, IL Urban Area|6094142|17689|2.353|0.007|42.390105|-88.345338
52633|400C200US52633|McKenzie, TN Urban Area|11399228|0|4.401|0.|36.136493|-88.513551
52672|400C200US52672|McKinleyville, CA Urban Area|20421720|29268|7.885|0.011|40.950513|-124.105032
52695|400C200US52695|McKinney--Frisco, TX Urban Area|392658522|3774695|151.606|1.457|33.190397|-96.785991
52741|400C200US52741|McMinnville, OR Urban Area|33163578|0|12.805|0.|45.21433|-123.174881
52768|400C200US52768|McMinnville, TN Urban Area|34242487|0|13.221|0.|35.685168|-85.783834
52795|400C200US52795|Macomb, IL Urban Area|22619291|48259|8.733|0.019|40.460197|-90.6757
52822|400C200US52822|Macon-Bibb County, GA Urban Area|257105981|2118149|99.269|0.818|32.844701|-83.676551
52876|400C200US52876|Macon, MO Urban Area|13151154|44548|5.078|0.017|39.739902|-92.469092
52903|400C200US52903|McPherson, KS Urban Area|22395935|172060|8.647|0.066|38.368813|-97.662389
52984|400C200US52984|Madera, CA Urban Area|54286415|0|20.96|0.|36.973385|-120.068622
53065|400C200US53065|Madison, GA Urban Area|12412219|80529|4.792|0.031|33.590819|-83.468926
53092|400C200US53092|Madison, IN Urban Area|27926905|88900|10.783|0.034|38.774167|-85.38841
53146|400C200US53146|Madison, SD Urban Area|11145581|0|4.303|0.|44.007903|-97.111317
53200|400C200US53200|Madison, WI Urban Area|387728991|3305854|149.703|1.276|43.041969|-89.492208
53227|400C200US53227|Madisonville, KY Urban Area|41735901|306256|16.114|0.118|37.331707|-87.497411
53254|400C200US53254|Madisonville, TN Urban Area|18568122|0|7.169|0.|35.516073|-84.361039
53308|400C200US53308|Madras, OR Urban Area|12126465|0|4.682|0.|44.632563|-121.129586
53322|400C200US53322|Magalia, CA Urban Area|15223754|7128|5.878|0.003|39.832719|-121.603663
53362|400C200US53362|Magnolia, AR Urban Area|22734547|89633|8.778|0.035|33.273939|-93.229828
53389|400C200US53389|Mahanoy City, PA Urban Area|2148324|0|0.829|0.|40.811981|-76.144468
53416|400C200US53416|Mahomet, IL Urban Area|17802861|138788|6.874|0.054|40.195454|-88.387947
53524|400C200US53524|Malone, NY Urban Area|8939354|170722|3.452|0.066|44.852239|-74.291901
53551|400C200US53551|Malvern, AR Urban Area|17340562|0|6.695|0.|34.368485|-92.810082
53605|400C200US53605|Mammoth Lakes, CA Urban Area|9738043|4195|3.76|0.002|37.636867|-118.97912
53686|400C200US53686|Manchester, IA Urban Area|9346604|0|3.609|0.|42.489484|-91.458578
53740|400C200US53740|Manchester, NH Urban Area|208694958|5072046|80.578|1.958|42.992156|-71.474376
53767|400C200US53767|Manchester, TN Urban Area|27032481|15793|10.437|0.006|35.469229|-86.072132
53794|400C200US53794|Mandeville--Covington, LA Urban Area|218427203|4449794|84.335|1.718|30.433677|-90.107066
53834|400C200US53834|Manhattan, IL Urban Area|7602880|0|2.935|0.|41.429576|-87.990762
53848|400C200US53848|Manhattan, KS Urban Area|66910364|150949|25.834|0.058|39.184723|-96.604163
53902|400C200US53902|Manistee, MI Urban Area|23488224|401221|9.069|0.155|44.228277|-86.30644
53956|400C200US53956|Manitowoc, WI Urban Area|60925805|2557394|23.524|0.987|44.112481|-87.654651
53983|400C200US53983|Mankato, MN Urban Area|66389270|794213|25.633|0.307|44.172275|-93.997161
54037|400C200US54037|Manning, SC Urban Area|10047105|0|3.879|0.|33.693283|-80.218242
54050|400C200US54050|Manor, TX Urban Area|13793398|0|5.326|0.|30.357963|-97.527207
54064|400C200US54064|Mansfield, LA Urban Area|10513660|67874|4.059|0.026|32.032663|-93.703022
54091|400C200US54091|Mansfield, OH Urban Area|123501219|241289|47.684|0.093|40.759245|-82.527334
54145|400C200US54145|Manteca, CA Urban Area|53018666|815328|20.471|0.315|37.799839|-121.229936
54172|400C200US54172|Manteno, IL Urban Area|15563650|245231|6.009|0.095|41.24814|-87.835008
54199|400C200US54199|Manteo, NC Urban Area|13654693|159277|5.272|0.061|35.924169|-75.70323
54280|400C200US54280|Maquoketa, IA Urban Area|9785589|16593|3.778|0.006|42.06025|-90.667403
54295|400C200US54295|Marana, AZ Urban Area|8432271|0|3.256|0.|32.44643|-111.213686
54307|400C200US54307|Marathon, FL Urban Area|14363726|5189133|5.546|2.004|24.721293|-81.054638
54334|400C200US54334|Marble Falls, TX Urban Area|14277838|522444|5.513|0.202|30.573249|-98.278664
54388|400C200US54388|Marengo, IL Urban Area|9864685|0|3.809|0.|42.249157|-88.605417
54442|400C200US54442|Marianna, FL Urban Area|11280458|0|4.355|0.|30.778072|-85.235756
54477|400C200US54477|Maricopa, AZ Urban Area|34225518|182664|13.215|0.071|33.059434|-112.014535
54486|400C200US54486|Marietta, OH--WV Urban Area|35104151|1592877|13.554|0.615|39.416913|-81.43927
54496|400C200US54496|Marinette--Menominee, WI--MI Urban Area|38304169|1893366|14.789|0.731|45.095692|-87.649854
54577|400C200US54577|Marion, IN Urban Area|56634398|195380|21.867|0.075|40.540166|-85.662785
54631|400C200US54631|Marion, NC Urban Area|35425684|128055|13.678|0.049|35.681507|-82.014442
54658|400C200US54658|Marion, OH Urban Area|47637382|237368|18.393|0.092|40.586453|-83.119332
54685|400C200US54685|Marion, SC Urban Area|14064797|0|5.43|0.|34.178281|-79.390336
54712|400C200US54712|Marion, VA Urban Area|18541295|76298|7.159|0.029|36.842091|-81.501961
54722|400C200US54722|Marion--Herrin, IL Urban Area|85401971|1146151|32.974|0.443|37.755476|-88.997902
54739|400C200US54739|Marion Oaks, FL Urban Area|42289365|16200|16.328|0.006|29.003751|-82.196202
54793|400C200US54793|Marksville, LA Urban Area|16607956|0|6.412|0.|31.108904|-92.059012
54820|400C200US54820|Marlin, TX Urban Area|10625487|114571|4.103|0.044|31.308041|-96.890922
54874|400C200US54874|Marquette, MI Urban Area|32863207|132763|12.689|0.051|46.532076|-87.404505
54901|400C200US54901|Marseilles, IL Urban Area|6209467|0|2.397|0.|41.334766|-88.704489
54955|400C200US54955|Marshall, MI Urban Area|11888161|76114|4.59|0.029|42.278549|-84.961378
54982|400C200US54982|Marshall, MN Urban Area|21477681|0|8.293|0.|44.448224|-95.788518
55009|400C200US55009|Marshall, MO Urban Area|17649776|186755|6.815|0.072|39.113875|-93.199059
55036|400C200US55036|Marshall, TX Urban Area|41867142|54941|16.165|0.021|32.537314|-94.359182
55090|400C200US55090|Marshalltown, IA Urban Area|31346145|26069|12.103|0.01|42.03276|-92.9168
55117|400C200US55117|Marshfield, MO Urban Area|13819157|8211|5.336|0.003|37.340871|-92.908921
55144|400C200US55144|Marshfield, WI Urban Area|29185551|0|11.269|0.|44.663306|-90.166586
55171|400C200US55171|Martin, TN Urban Area|20815307|0|8.037|0.|36.3406|-88.858218
55225|400C200US55225|Martinsville, IN Urban Area|15991645|484249|6.174|0.187|39.424497|-86.422466
55252|400C200US55252|Martinsville, VA Urban Area|103049865|220432|39.788|0.085|36.688852|-79.889562
55306|400C200US55306|Marysville, OH Urban Area|29942319|377640|11.561|0.146|40.232732|-83.365056
55333|400C200US55333|Marysville, WA Urban Area|175599450|4885336|67.799|1.886|48.050099|-122.134593
55360|400C200US55360|Maryville, MO Urban Area|14538532|14339|5.613|0.006|40.342581|-94.873662
55375|400C200US55375|Mascoutah, IL Urban Area|8316670|140230|3.211|0.054|38.498077|-89.804384
55414|400C200US55414|Mason City, IA Urban Area|38016704|709358|14.678|0.274|43.152258|-93.200648
55468|400C200US55468|Massena, NY Urban Area|15975506|856771|6.168|0.331|44.933749|-74.886114
55495|400C200US55495|Mathis, TX Urban Area|8399919|0|3.243|0.|28.102217|-97.831057
55534|400C200US55534|Mattawan, MI Urban Area|16429467|166383|6.343|0.064|42.226429|-85.790089
55576|400C200US55576|Mattoon, IL Urban Area|21610898|46655|8.344|0.018|39.477837|-88.367702
55603|400C200US55603|Mauldin--Simpsonville, SC Urban Area|262152408|2170176|101.218|0.838|34.766652|-82.255938
55738|400C200US55738|Mayagüez, PR Urban Area|129874705|88016|50.145|0.034|18.192264|-67.113824
55765|400C200US55765|Mayfield, KY Urban Area|24373798|157024|9.411|0.061|36.74102|-88.643001
55792|400C200US55792|Mayodan, NC Urban Area|11910914|20003|4.599|0.008|36.393981|-79.975984
55819|400C200US55819|Maysville, KY--OH Urban Area|23205815|3909454|8.96|1.509|38.646944|-83.780986
55832|400C200US55832|Maytown--Marietta, PA Urban Area|8112523|17574|3.132|0.007|40.067751|-76.571305
55846|400C200US55846|Mayville, WI Urban Area|7103684|227057|2.743|0.088|43.496988|-88.546481
55900|400C200US55900|Meadville, PA Urban Area|40818924|16558|15.76|0.006|41.642941|-80.154693
55927|400C200US55927|Mecca, CA Urban Area|1621795|0|0.626|0.|33.575023|-116.071512
55954|400C200US55954|Mechanicville, NY Urban Area|16949082|56036|6.544|0.022|42.92083|-73.684675
55981|400C200US55981|Medford, OR Urban Area|163243801|382853|63.029|0.148|42.331637|-122.84409
56008|400C200US56008|Medford, WI Urban Area|7851986|74100|3.032|0.029|45.137412|-90.347979
56035|400C200US56035|Medina, NY Urban Area|7914029|187468|3.056|0.072|43.218236|-78.389959
56062|400C200US56062|Medina, OH Urban Area|71948127|718382|27.779|0.277|41.127119|-81.842637
56074|400C200US56074|Melissa--Anna, TX Urban Area|43906668|175175|16.952|0.068|33.331261|-96.561922
56116|400C200US56116|Memphis, TN--MS--AR Urban Area|1271998903|9785320|491.122|3.778|35.084143|-89.915288
56143|400C200US56143|Mena, AR Urban Area|18052239|120057|6.97|0.046|34.586683|-94.247662
56170|400C200US56170|Mendota, CA Urban Area|10963756|8333|4.233|0.003|36.745374|-120.391753
56197|400C200US56197|Mendota, IL Urban Area|7384976|70458|2.851|0.027|41.551222|-89.116251
56224|400C200US56224|Menomonie, WI Urban Area|27518959|4140556|10.625|1.599|44.887224|-91.909055
56251|400C200US56251|Merced, CA Urban Area|111568406|30577|43.077|0.012|37.301766|-120.46947
56290|400C200US56290|Meredith, NH Urban Area|12707708|5337249|4.906|2.061|43.6527|-71.4965
56305|400C200US56305|Meridian, MS Urban Area|76327529|417447|29.47|0.161|32.383907|-88.703756
56359|400C200US56359|Merrill, WI Urban Area|19472050|1654604|7.518|0.639|45.178569|-89.702511
56413|400C200US56413|Mesquite, NV--AZ Urban Area|25823276|0|9.97|0.|36.815113|-114.084185
56467|400C200US56467|Metropolis, IL Urban Area|7730816|6733|2.985|0.003|37.157888|-88.728696
56521|400C200US56521|Mexia, TX Urban Area|11631870|83451|4.491|0.032|31.678286|-96.478695
56548|400C200US56548|Mexico, MO Urban Area|17383029|155206|6.712|0.06|39.167392|-91.886914
56602|400C200US56602|Miami--Fort Lauderdale, FL Urban Area|3222996747|226445136|1244.406|87.431|26.196181|-80.230395
56629|400C200US56629|Miami, OK Urban Area|23835202|27471|9.203|0.011|36.890865|-94.87594
56656|400C200US56656|Michigan City--La Porte, IN--MI Urban Area|127388583|4275260|49.185|1.651|41.711237|-86.832139
56737|400C200US56737|Middlebury, VT Urban Area|11346954|254047|4.381|0.098|44.011384|-73.163376
56791|400C200US56791|Middleport, OH--WV Urban Area|14281904|1443599|5.514|0.557|38.974903|-81.936631
56818|400C200US56818|Middlesborough, KY--TN Urban Area|30540830|250217|11.792|0.097|36.619993|-83.731847
56829|400C200US56829|Middleton, ID Urban Area|11570599|56309|4.467|0.022|43.710033|-116.609895
56845|400C200US56845|Middletown, DE Urban Area|62573811|282510|24.16|0.109|39.496834|-75.655156
56899|400C200US56899|Middletown, NY Urban Area|67238775|347074|25.961|0.134|41.440598|-74.387442
56926|400C200US56926|Middletown, OH Urban Area|138936461|864147|53.644|0.334|39.482219|-84.364064
56980|400C200US56980|Midland, MI Urban Area|98800302|980737|38.147|0.379|43.628847|-84.232535
57007|400C200US57007|Midland, TX Urban Area|176870119|145403|68.29|0.056|31.997137|-102.106821
57034|400C200US57034|Midlothian, TX Urban Area|64082909|474009|24.743|0.183|32.454199|-96.98507
57088|400C200US57088|Milan, MI Urban Area|8789762|210930|3.394|0.081|42.084889|-83.678251
57115|400C200US57115|Milan, TN Urban Area|15535941|0|5.998|0.|35.913173|-88.759662
57169|400C200US57169|Miles City, MT Urban Area|12002320|6842|4.634|0.003|46.405823|-105.838944
57196|400C200US57196|Milford, DE Urban Area|31005781|557134|11.971|0.215|38.907579|-75.425805
57223|400C200US57223|Milledgeville, GA Urban Area|51247755|46821|19.787|0.018|33.082986|-83.237554
57304|400C200US57304|Millersburg, PA Urban Area|4850877|0|1.873|0.|40.540803|-76.951693
57319|400C200US57319|Millington, TN Urban Area|32863738|40648|12.689|0.016|35.337638|-89.88389
57331|400C200US57331|Millinocket, ME Urban Area|8539488|133543|3.297|0.052|45.652825|-68.698553
57358|400C200US57358|Millsboro, DE Urban Area|17182720|190758|6.634|0.074|38.576801|-75.280902
57402|400C200US57402|Milton, VT Urban Area|14312542|219528|5.526|0.085|44.631984|-73.13033
57412|400C200US57412|Milton-Freewater, OR Urban Area|8638391|0|3.335|0.|45.947511|-118.390778
57439|400C200US57439|Milton, PA Urban Area|46394732|96619|17.913|0.037|41.022368|-76.876288
57466|400C200US57466|Milwaukee, WI Urban Area|1200883174|26161338|463.664|10.101|43.051223|-88.085101
57493|400C200US57493|Minden, LA Urban Area|33457764|231308|12.918|0.089|32.603437|-93.297383
57547|400C200US57547|Mineola, TX Urban Area|14647058|153653|5.655|0.059|32.672727|-95.490657
57574|400C200US57574|Mineral Wells, TX Urban Area|22936185|67060|8.856|0.026|32.805701|-98.098329
57628|400C200US57628|Minneapolis--St. Paul, MN Urban Area|2628471510|173416243|1014.859|66.956|44.974458|-93.283077
57655|400C200US57655|Minot, ND Urban Area|69069514|86344|26.668|0.033|48.233606|-101.278541
57698|400C200US57698|Minster--New Bremen, OH Urban Area|10827358|0|4.18|0.|40.417632|-84.376679
57709|400C200US57709|Mission Viejo--Lake Forest--Laguna Niguel, CA Urban Area|423826876|1659828|163.64|0.641|33.566169|-117.665161
57736|400C200US57736|Missoula, MT Urban Area|114702599|589956|44.287|0.228|46.879863|-114.03166
57817|400C200US57817|Mitchell, SD Urban Area|23593818|2760652|9.11|1.066|43.719201|-98.03186
57844|400C200US57844|Moab, UT Urban Area|17146896|0|6.62|0.|38.553993|-109.527052
57898|400C200US57898|Moberly, MO Urban Area|29596431|25830|11.427|0.01|39.421203|-92.435033
57925|400C200US57925|Mobile, AL Urban Area|571697328|10108229|220.734|3.903|30.671566|-88.1592
57979|400C200US57979|Mocksville, NC Urban Area|16582679|41754|6.403|0.016|35.899716|-80.561095
58006|400C200US58006|Modesto, CA Urban Area|182284728|938735|70.381|0.362|37.65459|-120.97713
58033|400C200US58033|Molalla, OR Urban Area|6451726|0|2.491|0.|45.149602|-122.583384
58087|400C200US58087|Monahans, TX Urban Area|18912077|31467|7.302|0.012|31.57896|-102.899827
58162|400C200US58162|Monessen, PA Urban Area|85404828|5847820|32.975|2.258|40.16725|-79.889374
58195|400C200US58195|Monett, MO Urban Area|14910176|38941|5.757|0.015|36.921075|-93.921451
58222|400C200US58222|Monmouth, IL Urban Area|10760114|53160|4.155|0.021|40.912476|-90.644833
58249|400C200US58249|Monmouth--Independence, OR Urban Area|12805068|207148|4.944|0.08|44.853608|-123.209035
58303|400C200US58303|Monroe, GA Urban Area|33909115|295900|13.092|0.114|33.796441|-83.715878
58330|400C200US58330|Monroe, LA Urban Area|235711312|5661273|91.009|2.186|32.521516|-92.116599
58357|400C200US58357|Monroe, MI Urban Area|91546044|1899420|35.346|0.733|41.931053|-83.38457
58369|400C200US58369|Monroe, WA Urban Area|29687871|156304|11.463|0.06|47.866768|-121.964514
58384|400C200US58384|Monroe, WI Urban Area|11327883|0|4.374|0.|42.600061|-89.644485
58411|400C200US58411|Monroeville, AL Urban Area|12575930|0|4.856|0.|31.515515|-87.324893
58420|400C200US58420|Montauk, NY Urban Area|15350028|696073|5.927|0.269|41.047256|-71.945299
58429|400C200US58429|Mont Belvieu, TX Urban Area|28024771|143607|10.82|0.055|29.824266|-94.836547
58469|400C200US58469|Montesano--Elma, WA Urban Area|25969719|97014|10.027|0.037|46.96927|-123.684259
58492|400C200US58492|Montevallo, AL Urban Area|13128824|64582|5.069|0.025|33.097293|-86.866315
58519|400C200US58519|Montevideo, MN Urban Area|10571687|128550|4.082|0.05|44.9512|-95.714501
58600|400C200US58600|Montgomery, AL Urban Area|375919181|2458656|145.143|0.949|32.391958|-86.285756
58708|400C200US58708|Monticello, AR Urban Area|20154059|69761|7.782|0.027|33.627185|-91.79357
58735|400C200US58735|Monticello, IL Urban Area|10153545|5128|3.92|0.002|40.034809|-88.573667
58762|400C200US58762|Monticello, IN Urban Area|33983785|168690|13.121|0.065|40.760939|-86.761772
58816|400C200US58816|Monticello, KY Urban Area|16714040|104567|6.453|0.04|36.843623|-84.848878
58830|400C200US58830|Monticello, MN Urban Area|22442040|1685272|8.665|0.651|45.294103|-93.786294
58843|400C200US58843|Monticello, NY Urban Area|25512156|1605299|9.85|0.62|41.653211|-74.676648
58951|400C200US58951|Montrose, CO Urban Area|50443651|0|19.476|0.|38.480934|-107.876079
58961|400C200US58961|Montrose, MN Urban Area|7129335|1952729|2.753|0.754|45.075985|-93.920019
59167|400C200US59167|Morehead, KY Urban Area|21037329|315360|8.123|0.122|38.184722|-83.452592
59194|400C200US59194|Morehead City--Emerald Isle--Atlantic Beach, NC Urban Area|121531572|3403585|46.924|1.314|34.72909|-76.862201
59221|400C200US59221|Morgan City, LA Urban Area|51105274|2337769|19.732|0.903|29.690392|-91.216192
59275|400C200US59275|Morgantown, WV Urban Area|105383108|2705072|40.689|1.044|39.641226|-79.926412
59302|400C200US59302|Morrilton, AR Urban Area|14893883|90762|5.751|0.035|35.159659|-92.741054
59329|400C200US59329|Morris, IL Urban Area|22373061|329375|8.638|0.127|41.370401|-88.428801
59356|400C200US59356|Morris, MN Urban Area|8701360|0|3.36|0.|45.585289|-95.907787
59410|400C200US59410|Morristown, TN Urban Area|165501234|186099|63.9|0.072|36.207779|-83.330278
59430|400C200US59430|Morro Bay, CA Urban Area|13744571|2990|5.307|0.001|35.388054|-120.859066
59491|400C200US59491|Moscow, ID Urban Area|16588893|8987|6.405|0.003|46.731741|-116.997162
59518|400C200US59518|Moses Lake, WA Urban Area|71697652|9828252|27.683|3.795|47.141347|-119.292035
59572|400C200US59572|Moultrie, GA Urban Area|49819046|644393|19.235|0.249|31.177346|-83.777392
59590|400C200US59590|Moundsville, WV Urban Area|11528952|824|4.451|0.|39.930535|-80.739963
59653|400C200US59653|Mountain Grove, MO Urban Area|8293623|80485|3.202|0.031|37.134177|-92.263756
59680|400C200US59680|Mountain Home, AR Urban Area|41778586|40689|16.131|0.016|36.337569|-92.387529
59707|400C200US59707|Mountain Home, ID Urban Area|16983702|12773|6.557|0.005|43.138398|-115.694083
59761|400C200US59761|Mountain Lake Park, MD Urban Area|11327778|41325|4.374|0.016|39.408451|-79.388239
59779|400C200US59779|Mountain Top, PA Urban Area|26487564|0|10.227|0.|41.136931|-75.904498
59815|400C200US59815|Mount Airy, NC Urban Area|52660707|436441|20.332|0.169|36.511634|-80.612663
59842|400C200US59842|Mount Carmel, IL Urban Area|11125587|0|4.296|0.|38.419436|-87.771078
59950|400C200US59950|Mount Horeb, WI Urban Area|7731702|0|2.985|0.|43.007263|-89.730771
60085|400C200US60085|Mount Pleasant, IA Urban Area|17745736|9043|6.852|0.003|40.965573|-91.546215
60112|400C200US60112|Mount Pleasant, MI Urban Area|38232834|465999|14.762|0.18|43.594478|-84.760054
60166|400C200US60166|Mount Pleasant, TX Urban Area|33060931|776754|12.765|0.3|33.167205|-94.976338
60184|400C200US60184|Mount Plymouth, FL Urban Area|10458991|392952|4.038|0.152|28.807717|-81.531482
60223|400C200US60223|Mount Shasta, CA Urban Area|15609001|11777|6.027|0.005|41.318052|-122.322955
60274|400C200US60274|Mount Sterling, KY Urban Area|30253190|132150|11.681|0.051|38.064869|-83.931831
60328|400C200US60328|Mount Vernon, IL Urban Area|33180388|239155|12.811|0.092|38.315355|-88.916107
60355|400C200US60355|Mount Vernon, IN Urban Area|12534922|61424|4.84|0.024|37.92993|-87.901287
60382|400C200US60382|Mount Vernon, IA Urban Area|8687919|16175|3.354|0.006|41.922495|-91.410907
60463|400C200US60463|Mount Vernon, OH Urban Area|24589688|424832|9.494|0.164|40.390376|-82.47355
60490|400C200US60490|Mount Vernon, WA Urban Area|79418062|1442002|30.663|0.557|48.461058|-122.318653
60502|400C200US60502|Mount Washington, KY Urban Area|33681564|167657|13.005|0.065|38.041187|-85.570293
60517|400C200US60517|Mukwonago, WI Urban Area|41035522|2960885|15.844|1.143|42.870297|-88.353371
60571|400C200US60571|Muleshoe, TX Urban Area|6960129|0|2.687|0.|34.228655|-102.73339
60598|400C200US60598|Mullins, SC Urban Area|10386048|0|4.01|0.|34.202786|-79.259528
60625|400C200US60625|Muncie, IN Urban Area|124842172|650397|48.202|0.251|40.198112|-85.407244
60652|400C200US60652|Muncy, PA Urban Area|12917219|46190|4.987|0.018|41.206167|-76.782031
60663|400C200US60663|Munds Park, AZ Urban Area|3093833|0|1.195|0.|34.942207|-111.641056
60733|400C200US60733|Murfreesboro, TN Urban Area|223081412|343959|86.132|0.133|35.8437|-86.406582
60787|400C200US60787|Murray, KY Urban Area|30659893|41062|11.838|0.016|36.609697|-88.325908
60814|400C200US60814|Muscatine, IA Urban Area|41539105|103521|16.038|0.04|41.420129|-91.06984
60841|400C200US60841|Muskegon--Norton Shores, MI Urban Area|290263174|16970530|112.071|6.552|43.158419|-86.208213
60868|400C200US60868|Muskogee, OK Urban Area|79365709|114607|30.643|0.044|35.746812|-95.35616
60895|400C200US60895|Myrtle Beach--North Myrtle Beach, SC--NC Urban Area|566402421|12779282|218.689|4.934|33.760451|-78.857484
60930|400C200US60930|Mystic Island--Little Egg Harbor, NJ Urban Area|33603837|2409782|12.975|0.93|39.590491|-74.349083
60949|400C200US60949|Nacogdoches, TX Urban Area|64761710|197886|25.005|0.076|31.608284|-94.653299
60976|400C200US60976|Nampa, ID Urban Area|170591223|425303|65.866|0.164|43.603365|-116.596959
61003|400C200US61003|Nantucket, MA Urban Area|30176194|600790|11.651|0.232|41.266045|-70.102433
61057|400C200US61057|Napa, CA Urban Area|52672174|462789|20.337|0.179|38.309526|-122.291708
61084|400C200US61084|Napoleon, OH Urban Area|16164517|534040|6.241|0.206|41.395094|-84.12609
61111|400C200US61111|Nappanee, IN Urban Area|11190884|3011|4.321|0.001|41.445041|-85.998069
61165|400C200US61165|Nashua, NH--MA Urban Area|506549762|9248456|195.58|3.571|42.828085|-71.500545
61219|400C200US61219|Nashville, GA Urban Area|10167128|114650|3.926|0.044|31.206031|-83.244602
61273|400C200US61273|Nashville-Davidson, TN Urban Area|1515057888|13721302|584.967|5.298|36.125909|-86.691169
61327|400C200US61327|Natchez, MS--LA Urban Area|58059645|38388|22.417|0.015|31.557676|-91.404904
61354|400C200US61354|Natchitoches, LA Urban Area|28661363|1203849|11.066|0.465|31.754426|-93.083408
61372|400C200US61372|Navarre--Miramar Beach--Destin, FL Urban Area|309250538|21859202|119.402|8.44|30.433463|-86.657337
61381|400C200US61381|Navasota, TX Urban Area|18269538|102614|7.054|0.04|30.381824|-96.086477
61408|400C200US61408|Nebraska City, NE Urban Area|10852707|0|4.19|0.|40.675083|-95.862225
61435|400C200US61435|Needles, CA--AZ Urban Area|14377300|458042|5.551|0.177|34.845219|-114.608928
61489|400C200US61489|Nelsonville, OH Urban Area|8068784|11451|3.115|0.004|39.460172|-82.221368
61543|400C200US61543|Neosho, MO Urban Area|25303112|25849|9.77|0.01|36.847286|-94.383367
61570|400C200US61570|Nephi, UT Urban Area|9100899|0|3.514|0.|39.709456|-111.831267
61597|400C200US61597|Nevada, IA Urban Area|9541097|28250|3.684|0.011|42.015954|-93.452624
61624|400C200US61624|Nevada, MO Urban Area|15784808|87486|6.095|0.034|37.837606|-94.354685
61651|400C200US61651|New Albany, MS Urban Area|21272280|102687|8.213|0.04|34.492286|-89.02172
61678|400C200US61678|Newark, NY Urban Area|22866087|265163|8.829|0.102|43.047674|-77.066358
61705|400C200US61705|Newark, OH Urban Area|114209466|8906303|44.097|3.439|40.021637|-82.449886
61786|400C200US61786|New Bedford, MA Urban Area|153616865|12938231|59.312|4.995|41.66492|-70.937674
61813|400C200US61813|Newberg, OR Urban Area|27600711|41162|10.657|0.016|45.299099|-122.978146
61840|400C200US61840|New Bern, NC Urban Area|106898678|3470241|41.274|1.34|35.092713|-77.071774
61894|400C200US61894|Newberry, SC Urban Area|26985323|31045|10.419|0.012|34.28473|-81.614841
61921|400C200US61921|New Boston, TX Urban Area|9624561|6794|3.716|0.003|33.45812|-94.416267
61948|400C200US61948|New Braunfels, TX Urban Area|130611214|2136785|50.429|0.825|29.692064|-98.112474
62083|400C200US62083|New Carlisle, OH Urban Area|3930542|22708|1.518|0.009|39.942322|-84.029874
62110|400C200US62110|New Castle, CO Urban Area|5748462|71940|2.219|0.028|39.576088|-107.534276
62137|400C200US62137|New Castle, IN Urban Area|19864265|47622|7.67|0.018|39.915011|-85.369608
