GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
02197	Anaconda-Deer Lodge County, MT Urban Area		6759740	0	2.61	0.	46.132279	-112.96175                                                                                                                 
02224	Anacortes, WA Urban Area		25528149	908949	9.856	0.351	48.491868	-122.639049                                                                                                                       
02251	Anadarko, OK Urban Area		5450708	0	2.105	0.	35.071102	-98.24162                                                                                                                                   
02278	Anamosa, IA Urban Area		6854912	8863	2.647	0.003	42.110052	-91.27386                                                                                                                              
02305	Anchorage, AK Urban Area		237541348	2785839	91.715	1.076	61.169584	-149.854154                                                                                                                    
02332	Anchorage Northeast, AK Urban Area		45798297	475350	17.683	0.184	61.325491	-149.537602                                                                                                            
02359	Andalusia, AL Urban Area		17775440	103830	6.863	0.04	31.305196	-86.479475                                                                                                                         
02386	Anderson, IN Urban Area		135120918	395555	52.17	0.153	40.086247	-85.676223                                                                                                                        
02420	Anderson--Clemson, SC Urban Area		248484747	7321967	95.941	2.827	34.553063	-82.696322                                                                                                             
02467	Andrews, TX Urban Area		24644900	30529	9.515	0.012	32.323743	-102.541184                                                                                                                          
02500	Angleton, TX Urban Area		28355057	48854	10.948	0.019	29.170738	-95.428262                                                                                                                         
02548	Angola, IN Urban Area		32180627	5901426	12.425	2.279	41.670453	-85.030874                                                                                                                         
02575	Anna, IL Urban Area		11470852	57886	4.429	0.022	37.461878	-89.248104                                                                                                                              
02602	Ann Arbor, MI Urban Area		371594389	13294484	143.473	5.133	42.237327	-83.649391                                                                                                                   
02629	Anniston--Oxford, AL Urban Area		204335112	1107863	78.894	0.428	33.668326	-85.833914                                                                                                              
02656	Antigo, WI Urban Area		12555575	120062	4.848	0.046	45.142639	-89.153197                                                                                                                           
02683	Antioch, CA Urban Area		189957767	2037833	73.343	0.787	37.985757	-121.79064                                                                                                                       
02764	Appleton, WI Urban Area		279143597	10660971	107.778	4.116	44.250467	-88.409398                                                                                                                    
02791	Arab, AL Urban Area		22520970	279456	8.695	0.108	34.330357	-86.500846                                                                                                                             
02818	Aransas Pass--Port Aransas--Ingleside, TX Urban Area		63806425	572244	24.636	0.221	27.901076	-97.153623                                                                                           
02912	Arcadia, FL Urban Area		25909519	15770	10.004	0.006	27.208552	-81.852524                                                                                                                          
02930	Arcata, CA Urban Area		20529809	118564	7.927	0.046	40.877492	-124.078895                                                                                                                          
03007	Ardmore, OK Urban Area		39132743	124869	15.109	0.048	34.177688	-97.13738                                                                                                                          
03034	Arecibo, PR Urban Area		195525704	248325	75.493	0.096	18.454313	-66.810062                                                                                                                        
03088	Arizona City, AZ Urban Area		11238099	198208	4.339	0.077	32.749832	-111.673175                                                                                                                    
03115	Arkadelphia, AR Urban Area		16051586	1130	6.198	0.	34.126249	-93.068945                                                                                                                           
03142	Arkansas City, KS Urban Area		17694779	0	6.832	0.	37.065614	-97.040528                                                                                                                            
03158	Arlington, TN Urban Area		20308742	73037	7.841	0.028	35.284261	-89.665147                                                                                                                         
03196	Arroyo Grande--Grover Beach--Pismo Beach, CA Urban Area		44223359	158952	17.075	0.061	35.123896	-120.604569                                                                                       
03223	Artesia, NM Urban Area		17739522	16866	6.849	0.007	32.843287	-104.40931                                                                                                                           
03250	Arvin, CA Urban Area		6073680	0	2.345	0.	35.203159	-118.832837                                                                                                                                    
03262	Asbury Lake--Middleburg, FL Urban Area		59576582	700279	23.003	0.27	30.060172	-81.852388                                                                                                          
03277	Ashburn, GA Urban Area		10999817	108350	4.247	0.042	31.696905	-83.647136                                                                                                                          
03331	Asheboro, NC Urban Area		71008066	315965	27.416	0.122	35.734505	-79.812027                                                                                                                        
03358	Asheville, NC Urban Area		643820142	4934172	248.58	1.905	35.509787	-82.522474                                                                                                                     
03385	Ashland, OH Urban Area		25515681	92994	9.852	0.036	40.865865	-82.318339                                                                                                                           
03395	Ashland, PA Urban Area		3674775	0	1.419	0.	40.793666	-76.284347                                                                                                                                   
03412	Ashland, WI Urban Area		10936251	2466	4.223	0.001	46.587261	-90.877925                                                                                                                            
03466	Ashtabula, OH Urban Area		56413233	453506	21.781	0.175	41.871766	-80.815232                                                                                                                       
03493	Ashville, OH Urban Area		9860527	0	3.807	0.	39.714159	-82.974496                                                                                                                                  
03520	Aspen, CO Urban Area		13496003	0	5.211	0.	39.198226	-106.84115                                                                                                                                    
03547	Astoria, OR Urban Area		24947484	334839	9.632	0.129	46.190059	-123.810292                                                                                                                         
03601	Atchison, KS Urban Area		13947856	115035	5.385	0.044	39.565798	-95.13284                                                                                                                          
03655	Athens, AL Urban Area		52039310	299071	20.092	0.115	34.797624	-86.962366                                                                                                                          
03682	Athens, OH Urban Area		24482527	372545	9.453	0.144	39.332266	-82.104873                                                                                                                           
03709	Athens, TN Urban Area		40074158	297	15.473	0.	35.452502	-84.609521                                                                                                                                
03736	Athens, TX Urban Area		24138742	64685	9.32	0.025	32.198133	-95.849966                                                                                                                             
03763	Athens-Clarke County, GA Urban Area		237896925	2426348	91.853	0.937	33.944601	-83.396107                                                                                                          
03790	Athol, MA Urban Area		27482042	1195269	10.611	0.461	42.599692	-72.237254                                                                                                                          
03817	Atlanta, GA Urban Area		6612689995	99543987	2553.174	38.434	33.834858	-84.337701                                                                                                                  
03844	Atlanta, TX Urban Area		17636485	99001	6.809	0.038	33.13	-94.169682                                                                                                                               
03871	Atlantic, IA Urban Area		11616773	113854	4.485	0.044	41.397778	-95.009637                                                                                                                         
03904	Atlantic City--Ocean City--Villas, NJ Urban Area		421853710	10634087	162.879	4.106	39.239372	-74.66394                                                                                            
03925	Atmore, AL Urban Area		13219600	52468	5.104	0.02	31.025074	-87.488688                                                                                                                             
03957	Atoka, TN Urban Area		25705273	72575	9.925	0.028	35.436176	-89.777209                                                                                                                             
04021	Aubrey, TX Urban Area		7097049	11230	2.74	0.004	33.290517	-96.98788                                                                                                                               
04033	Auburn, AL Urban Area		158405163	1470308	61.161	0.568	32.611382	-85.452135                                                                                                                        
04060	Auburn, IN Urban Area		25597809	0	9.883	0.	41.361557	-85.075974                                                                                                                                   
04114	Auburn, NY Urban Area		34030890	211524	13.139	0.082	42.922279	-76.558539                                                                                                                          
04130	Auburn, CA Urban Area		44648435	22143	17.239	0.009	38.925771	-121.080791                                                                                                                          
04146	Au Gres, MI Urban Area		10264539	168489	3.963	0.065	44.043392	-83.689549                                                                                                                          
04168	Augusta, KS Urban Area		9624503	695128	3.716	0.268	37.694382	-96.973186                                                                                                                           
04195	Augusta, ME Urban Area		56742343	1870733	21.908	0.722	44.323856	-69.807516                                                                                                                        
04222	Augusta-Richmond County, GA--SC Urban Area		707820523	5752798	273.291	2.221	33.485271	-82.001784                                                                                                  
04276	Aurora, MO Urban Area		13670605	40800	5.278	0.016	36.965645	-93.720407                                                                                                                            
04357	Austin, MN Urban Area		26021764	254097	10.047	0.098	43.668767	-92.976697                                                                                                                          
04384	Austin, TX Urban Area		1604731029	12673755	619.59	4.893	30.380036	-97.765795                                                                                                                      
04438	Avalon, CA Urban Area		3080708	0	1.189	0.	33.34166	-118.329744                                                                                                                                    
04465	Avenal, CA Urban Area		9397889	0	3.629	0.	36.000567	-120.132966                                                                                                                                   
04587	Aztec, NM Urban Area		17566785	264792	6.783	0.102	36.828868	-108.000173                                                                                                                           
04627	Bainbridge, GA Urban Area		27649584	614197	10.676	0.237	30.904927	-84.571058                                                                                                                      
04654	Baker City, OR Urban Area		11601575	0	4.479	0.	44.780684	-117.83368                                                                                                                               
04681	Bakersfield, CA Urban Area		342190998	2545322	132.121	0.983	35.365109	-119.049231                                                                                                                 
04843	Baltimore, MD Urban Area		1696272266	55800121	654.934	21.545	39.23648	-76.642499                                                                                                                  
04924	Bandon, OR Urban Area		12601917	41944	4.866	0.016	43.106208	-124.420961                                                                                                                           
04951	Bangor, ME Urban Area		132390043	4822906	51.116	1.862	44.798865	-68.806636                                                                                                                        
05005	Baraboo, WI Urban Area		17518061	214011	6.764	0.083	43.46854	-89.748766                                                                                                                           
05032	Barbourville, KY Urban Area		13723946	68008	5.299	0.026	36.860167	-83.870451                                                                                                                      
05040	Barceloneta--Florida--Bajadero, PR Urban Area		108007037	71064	41.702	0.027	18.41848	-66.606724                                                                                                   
05059	Bardstown, KY Urban Area		34627010	272635	13.37	0.105	37.830694	-85.459261                                                                                                                        
05113	Barnesville, GA Urban Area		15058635	109101	5.814	0.042	33.056346	-84.160191                                                                                                                      
05167	Barnstable Town, MA Urban Area		883854438	90326856	341.258	34.875	41.627072	-70.61661                                                                                                             
05221	Barre--Montpelier, VT Urban Area		37240124	421679	14.378	0.163	44.21349	-72.528308                                                                                                                
05302	Barstow, CA Urban Area		32069090	0	12.382	0.	34.886704	-117.032814                                                                                                                                
05329	Bartlesville, OK Urban Area		51169662	32200	19.757	0.012	36.74927	-95.943864                                                                                                                      
05383	Bartow, FL Urban Area		20461749	669405	7.9	0.258	27.890152	-81.838405                                                                                                                             
05410	Basalt, CO Urban Area		9432940	68797	3.642	0.027	39.38358	-107.080731                                                                                                                             
05437	Bastrop, LA Urban Area		26749993	105190	10.328	0.041	32.776054	-91.911145                                                                                                                         
05464	Bastrop, TX Urban Area		46957838	620588	18.131	0.24	30.106996	-97.34514                                                                                                                           
05491	Batavia, NY Urban Area		20898199	118102	8.069	0.046	43.002881	-78.176038                                                                                                                          
05518	Batesburg-Leesville, SC Urban Area		14503633	163954	5.6	0.063	33.908796	-81.529076                                                                                                                
05545	Batesville, AR Urban Area		20309438	22032	7.842	0.009	35.779394	-91.630531                                                                                                                        
05572	Batesville, IN Urban Area		14162851	190699	5.468	0.074	39.30081	-85.215672                                                                                                                        
05599	Batesville, MS Urban Area		16264239	0	6.28	0.	34.319332	-89.94112                                                                                                                                 
05653	Bath, NY Urban Area		7522968	245799	2.905	0.095	42.339846	-77.312811                                                                                                                              
05680	Baton Rouge, LA Urban Area		1026519124	11309101	396.341	4.366	30.410839	-91.032862                                                                                                                
05707	Battle Creek, MI Urban Area		122588673	4148654	47.332	1.602	42.313131	-85.20252                                                                                                                   
05734	Battlement Mesa, CO Urban Area		7929542	56226	3.062	0.022	39.442496	-108.043023                                                                                                                   
05788	Baxley, GA Urban Area		16213570	9821	6.26	0.004	31.771186	-82.346883                                                                                                                              
05842	Bayard, NM Urban Area		8065434	64219	3.114	0.025	32.695934	-108.118383                                                                                                                            
05869	Bay City, MI Urban Area		103422423	2949655	39.932	1.139	43.608667	-83.890414                                                                                                                      
05896	Bay City, TX Urban Area		26972308	41853	10.414	0.016	28.985126	-95.951212                                                                                                                         
05923	Bay Minette, AL Urban Area		18014163	143683	6.955	0.055	30.881721	-87.777638                                                                                                                      
05935	Bayside Gardens--Manzanita, OR Urban Area		7720067	3042	2.981	0.001	45.71741	-123.918666                                                                                                          
05958	Bealeton, VA Urban Area		11316315	20856	4.369	0.008	38.571106	-77.769645                                                                                                                          
05977	Beardstown, IL Urban Area		5541099	96717	2.139	0.037	40.011448	-90.425261                                                                                                                         
06004	Beatrice, NE Urban Area		22492123	168501	8.684	0.065	40.274298	-96.744552                                                                                                                         
06031	Beaufort--Port Royal, SC Urban Area		113350090	1407271	43.765	0.543	32.430552	-80.714653                                                                                                          
06058	Beaumont, TX Urban Area		248949138	3923381	96.12	1.515	30.110762	-94.129316                                                                                                                       
06085	Beaver Dam, KY Urban Area		8811959	24352	3.402	0.009	37.406682	-86.87647                                                                                                                          
06112	Beaver Dam, WI Urban Area		24305016	71584	9.384	0.028	43.471648	-88.82927                                                                                                                         
06139	Beckley, WV Urban Area		138960954	431443	53.653	0.167	37.789184	-81.229955                                                                                                                        
06166	Bedford, IN Urban Area		22034934	2314	8.508	0.001	38.862636	-86.498249                                                                                                                            
06193	Bedford, PA Urban Area		9941199	270639	3.838	0.104	40.032713	-78.508816                                                                                                                           
06220	Bedford, VA Urban Area		22211678	30240	8.576	0.012	37.339142	-79.524904                                                                                                                           
06247	Beebe, AR Urban Area		11586683	0	4.474	0.	35.07041	-91.89251                                                                                                                                      
06274	Beeville, TX Urban Area		16350545	0	6.313	0.	28.406366	-97.748367                                                                                                                                 
06290	Bel Air--Aberdeen, MD Urban Area		277641999	3614984	107.198	1.396	39.510202	-76.286721                                                                                                            
06301	Belding, MI Urban Area		7530588	154362	2.908	0.06	43.09647	-85.234104                                                                                                                             
06335	Belfair, WA Urban Area		13854178	1964	5.349	0.001	47.445989	-122.8604                                                                                                                             
06355	Belfast, ME Urban Area		9147127	45394	3.532	0.018	44.41684	-68.99446                                                                                                                              
06382	Belgrade, MT Urban Area		34572855	107241	13.349	0.041	45.775792	-111.182271                                                                                                                       
06436	Bellefontaine, OH Urban Area		16085086	0	6.21	0.	40.359387	-83.753111                                                                                                                             
06463	Bellefonte, PA Urban Area		20202676	0	7.8	0.	40.911329	-77.786548                                                                                                                                 
06490	Belle Fourche, SD Urban Area		7406383	0	2.86	0.	44.665885	-103.850796                                                                                                                             
06517	Belle Glade, FL Urban Area		18672944	0	7.21	0.	26.683623	-80.67831                                                                                                                                
06571	Belle Plaine, MN Urban Area		9201814	0	3.553	0.	44.618066	-93.759706                                                                                                                              
06625	Bellevue, OH Urban Area		11577760	181429	4.47	0.07	41.277074	-82.84458                                                                                                                            
06652	Bellingham, WA Urban Area		129983678	7547458	50.187	2.914	48.773007	-122.480881                                                                                                                   
06679	Bellows Falls, VT--NH Urban Area		6263000	119932	2.418	0.046	43.131472	-72.449764                                                                                                                 
06760	Beloit, WI--IL Urban Area		82713176	2164278	31.936	0.836	42.503862	-89.027523                                                                                                                     
06770	Belterra, TX Urban Area		8700398	0	3.359	0.	30.188169	-97.987033                                                                                                                                  
06779	Belton, SC Urban Area		11816373	28235	4.562	0.011	34.527111	-82.49847                                                                                                                             
06841	Bemidji, MN Urban Area		37486602	2705902	14.474	1.045	47.48452	-94.89423                                                                                                                          
06868	Bend, OR Urban Area		109816205	804556	42.4	0.311	44.050969	-121.31822                                                                                                                             
06895	Bennettsville, SC Urban Area		19347950	1278568	7.47	0.494	34.621515	-79.684769                                                                                                                    
06922	Bennington, VT Urban Area		30120514	301080	11.63	0.116	42.900009	-73.204482                                                                                                                       
06949	Benson, AZ Urban Area		7028637	4137	2.714	0.002	31.961786	-110.294175                                                                                                                             
07030	Benton, IL Urban Area		12901650	38951	4.981	0.015	38.000944	-88.919648                                                                                                                            
07057	Benton, KY Urban Area		10689686	141709	4.127	0.055	36.851835	-88.359536                                                                                                                           
07084	Benton, LA Urban Area		11591809	17419	4.476	0.007	32.672627	-93.72546                                                                                                                             
07138	Benton Harbor--Lincoln--St. Joseph, MI Urban Area		136046323	3221760	52.528	1.244	42.052276	-86.480381                                                                                            
07165	Berea, KY Urban Area		29729180	133525	11.479	0.052	37.583562	-84.293019                                                                                                                           
07192	Berlin, NH Urban Area		12791675	451316	4.939	0.174	44.482025	-71.16291                                                                                                                            
07219	Berlin, WI Urban Area		8947266	33714	3.455	0.013	43.970639	-88.947368                                                                                                                             
07300	Berryville, AR Urban Area		10832198	0	4.182	0.	36.369166	-93.563263                                                                                                                               
07381	Bethel, AK Urban Area		38849240	651455	15.	0.252	60.765667	-161.804484                                                                                                                            
07472	Beverly Hills--Homosassa Springs--Pine Ridge, FL Urban Area		307759013	9556843	118.826	3.69	28.892968	-82.443873                                                                                  
07508	Big Bear, CA Urban Area		41255478	552966	15.929	0.214	34.244201	-116.854111                                                                                                                       
07530	Big Lake, MN Urban Area		14060787	2124522	5.429	0.82	45.339948	-93.745209                                                                                                                         
07597	Big Pine Key, FL Urban Area		21918342	658787	8.463	0.254	24.661751	-81.414396                                                                                                                     
07624	Big Rapids, MI Urban Area		19019305	151973	7.343	0.059	43.692418	-85.481129                                                                                                                       
07651	Big Spring, TX Urban Area		53447293	606612	20.636	0.234	32.244288	-101.461699                                                                                                                     
07678	Big Stone Gap, VA Urban Area		17044893	231723	6.581	0.089	36.864971	-82.764885                                                                                                                    
07705	Billings, MT Urban Area		141650719	353601	54.692	0.137	45.787459	-108.53712                                                                                                                       
07732	Binghamton, NY Urban Area		180629015	7908307	69.741	3.053	42.10852	-75.964231                                                                                                                     
07759	Birch Bay, WA Urban Area		33751859	455850	13.032	0.176	48.947603	-122.735883                                                                                                                      
07770	Birdsboro--Amity, PA Urban Area		22176287	29128	8.562	0.011	40.265603	-75.749569                                                                                                                  
07786	Birmingham, AL Urban Area		1318990342	9279883	509.265	3.583	33.475252	-86.784185                                                                                                                  
07813	Bisbee, AZ Urban Area		8165838	0	3.153	0.	31.403482	-109.92094                                                                                                                                    
07840	Bishop, CA Urban Area		14219124	17292	5.49	0.007	37.365976	-118.415939                                                                                                                            
07921	Bismarck, ND Urban Area		108402643	1047286	41.854	0.404	46.819848	-100.801005                                                                                                                     
07948	Blackfoot, ID Urban Area		19458929	459187	7.513	0.177	43.198466	-112.359362                                                                                                                       
07975	Black River Falls, WI Urban Area		9592872	8248	3.704	0.003	44.296885	-90.849189                                                                                                                   
08002	Blacksburg--Christiansburg, VA Urban Area		88004943	135579	33.979	0.052	37.185325	-80.41322                                                                                                       
08083	Blackwell, OK Urban Area		9973451	0	3.851	0.	36.800234	-97.291627                                                                                                                                 
08137	Blair, NE Urban Area		21189681	0	8.181	0.	41.536927	-96.122541                                                                                                                                    
