GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
45032	Kimberling City, MO Urban Cluster	C	11636305	2492147	4.493	0.962	36.648016	-93.424196                                                                                                             
45073	King City, CA Urban Cluster	C	13400571	8186	5.174	0.003	36.172072	-121.143013                                                                                                                     
45100	Kingfisher, OK Urban Cluster	C	5586834	3388	2.157	0.001	35.848631	-97.936782                                                                                                                      
45112	King George, VA Urban Cluster	C	8428723	119543	3.254	0.046	38.268822	-77.212041                                                                                                                   
45127	Kingman, AZ Urban Cluster	C	61544286	0	23.762	0.	35.221723	-114.017837                                                                                                                            
45154	Kingman, KS Urban Cluster	C	4836155	0	1.867	0.	37.647685	-98.113882                                                                                                                               
45181	Kingsland, TX Urban Cluster	C	23454256	912728	9.056	0.352	30.661986	-98.451026                                                                                                                    
45235	Kingsport, TN--VA Urbanized Area	U	294367850	3222289	113.656	1.244	36.520714	-82.547704                                                                                                           
45262	Kingston, NY Urbanized Area	U	110948193	2270632	42.837	0.877	41.926068	-74.046369                                                                                                                 
45289	Kingstree, SC Urban Cluster	C	13802542	0	5.329	0.	33.676472	-79.818995                                                                                                                            
45316	Kingsville, TX Urban Cluster	C	25128970	46494	9.702	0.018	27.508189	-97.862435                                                                                                                    
45343	Kingwood, WV Urban Cluster	C	5988850	0	2.312	0.	39.471697	-79.681148                                                                                                                              
45370	Kinross, MI Urban Cluster	C	8618551	0	3.328	0.	46.255748	-84.465226                                                                                                                               
45397	Kinston, NC Urban Cluster	C	82779705	134044	31.961	0.052	35.282995	-77.613693                                                                                                                     
45424	Kirksville, MO Urban Cluster	C	16945960	43749	6.543	0.017	40.196198	-92.581509                                                                                                                    
45436	Kirtland, NM Urban Cluster	C	25908335	81458	10.003	0.031	36.740734	-108.358498                                                                                                                    
45451	Kissimmee, FL Urbanized Area	U	408372508	10875307	157.674	4.199	28.295011	-81.38104                                                                                                               
45478	Kittanning--Ford City, PA Urban Cluster	C	20136411	1942475	7.775	0.75	40.816295	-79.53061                                                                                                         
45505	Klamath Falls--Altamont, OR Urban Cluster	C	56706022	90579	21.894	0.035	42.207657	-121.756334                                                                                                     
45532	Knightstown, IN Urban Cluster	C	3997251	43738	1.543	0.017	39.800365	-85.530532                                                                                                                    
45586	Knox, IN Urban Cluster	C	4538768	0	1.752	0.	41.292765	-86.616351                                                                                                                                  
45613	Knoxville, IA Urban Cluster	C	8504413	0	3.284	0.	41.320049	-93.104487                                                                                                                             
45640	Knoxville, TN Urbanized Area	U	1134861513	11011659	438.172	4.252	35.91678	-84.024448                                                                                                              
45667	Kodiak, AK Urban Cluster	C	8928720	370438	3.447	0.143	57.804171	-152.373631                                                                                                                       
45694	Kokomo, IN Urbanized Area	U	94073117	120571	36.322	0.047	40.464312	-86.142625                                                                                                                     
45721	Kosciusko, MS Urban Cluster	C	13848464	5758	5.347	0.002	33.058633	-89.584563                                                                                                                      
45748	Kotzebue, AK Urban Cluster	C	2421319	24	0.935	0.	66.893907	-162.587577                                                                                                                            
45761	Krum, TX Urban Cluster	C	4510024	2870	1.741	0.001	33.259263	-97.214978                                                                                                                            
45775	Kuna, ID Urban Cluster	C	13727378	14541	5.3	0.006	43.504938	-116.421387                                                                                                                           
45802	Kutztown, PA Urban Cluster	C	7938096	73580	3.065	0.028	40.514085	-75.781415                                                                                                                       
45829	LaBelle--Port LaBelle, FL Urban Cluster	C	27300047	525377	10.541	0.203	26.748942	-81.440229                                                                                                       
45844	La Center, WA Urban Cluster	C	2714161	0	1.048	0.	45.866427	-122.669794                                                                                                                            
45856	Laconia, NH Urban Cluster	C	33839244	2787900	13.065	1.076	43.536717	-71.460283                                                                                                                    
45883	La Conner, WA Urban Cluster	C	4178947	228779	1.614	0.088	48.388743	-122.510475                                                                                                                    
45910	La Crosse, WI--MN Urbanized Area	U	132052314	3466396	50.986	1.338	43.859769	-91.226381                                                                                                            
45937	Lady Lake--The Villages, FL Urbanized Area	U	184608149	3090461	71.278	1.193	28.962134	-81.993526                                                                                                  
45964	Ladysmith, WI Urban Cluster	C	6840242	710542	2.641	0.274	45.469486	-91.101422                                                                                                                     
45991	LaFayette, GA Urban Cluster	C	15636381	0	6.037	0.	34.717995	-85.278654                                                                                                                            
46018	Lafayette, IN Urbanized Area	U	164999310	2083646	63.707	0.805	40.427209	-86.885007                                                                                                                
46045	Lafayette, LA Urbanized Area	U	463065599	1157035	178.791	0.447	30.165352	-92.013294                                                                                                               
46099	Lafayette, TN Urban Cluster	C	10279714	0	3.969	0.	36.531405	-86.030417                                                                                                                            
46126	Lafayette--Louisville--Erie, CO Urbanized Area	U	102353682	1508148	39.519	0.582	39.990654	-105.10367                                                                                              
46153	La Follette, TN Urban Cluster	C	58842055	347785	22.719	0.134	36.31877	-84.160253                                                                                                                  
46180	Lago Vista, TX Urban Cluster	C	14091814	10226	5.441	0.004	30.448967	-97.993882                                                                                                                    
46207	La Grande, OR Urban Cluster	C	15679631	0	6.054	0.	45.329383	-118.078699                                                                                                                           
46234	LaGrange, GA Urban Cluster	C	76430703	708024	29.51	0.273	33.033731	-85.037473                                                                                                                     
46261	Lagrange, IN Urban Cluster	C	5531671	0	2.136	0.	41.647894	-85.417514                                                                                                                              
46315	La Grange, NC Urban Cluster	C	4637427	19594	1.791	0.008	35.305041	-77.790753                                                                                                                      
46328	LaGrange, OH Urban Cluster	C	6638175	102036	2.563	0.039	41.224566	-82.127547                                                                                                                      
46342	La Grange, TX Urban Cluster	C	9310443	203022	3.595	0.078	29.905953	-96.874741                                                                                                                     
46396	Lahaina, HI Urban Cluster	C	16547618	5120	6.389	0.002	20.880575	-156.682462                                                                                                                       
46423	Laie--Hauula, HI Urban Cluster	C	9748051	103737	3.764	0.04	21.644801	-157.930847                                                                                                                  
46450	La Junta, CO Urban Cluster	C	9842472	90263	3.8	0.035	37.984384	-103.550201                                                                                                                        
46465	Lake Arrowhead--Crestline, CA Urban Cluster	C	43849176	3478474	16.93	1.343	34.250088	-117.235479                                                                                                  
46477	Lake Arthur, LA Urban Cluster	C	4286896	41546	1.655	0.016	30.083429	-92.675865                                                                                                                    
46489	Lake Bryant, FL Urban Cluster	C	7076263	554656	2.732	0.214	29.166233	-81.863338                                                                                                                   
46504	Lake Butler, FL Urban Cluster	C	12729737	31309	4.915	0.012	29.999499	-82.355479                                                                                                                   
46531	Lake Charles, LA Urbanized Area	U	329526264	9550164	127.231	3.687	30.244735	-93.25584                                                                                                             
46558	Lake City, FL Urban Cluster	C	64791455	1017567	25.016	0.393	30.179502	-82.62549                                                                                                                   
46585	Lake City, MN Urban Cluster	C	9363063	22217	3.615	0.009	44.443918	-92.276143                                                                                                                      
46612	Lake City, SC Urban Cluster	C	18527860	19727	7.154	0.008	33.871787	-79.755853                                                                                                                     
46639	Lake Conroe Eastshore, TX Urban Cluster	C	18747170	63639	7.238	0.025	30.427713	-95.579534                                                                                                         
46652	Lake Conroe Northshore, TX Urban Cluster	C	4067050	0	1.57	0.	30.465453	-95.558064                                                                                                                 
46666	Lake Conroe Westshore, TX Urban Cluster	C	35804760	5165534	13.824	1.994	30.374505	-95.616302                                                                                                      
46675	Lake Crystal, MN Urban Cluster	C	3263951	25461	1.26	0.01	44.108547	-94.218011                                                                                                                     
46684	Lake Delton, WI Urban Cluster	C	17124837	1396728	6.612	0.539	43.607197	-89.779995                                                                                                                 
46693	Lake Geneva, WI Urban Cluster	C	35565536	3397162	13.732	1.312	42.590713	-88.476868                                                                                                                
46747	Lake Havasu City, AZ Urbanized Area	U	76529242	58541	29.548	0.023	34.495931	-114.315847                                                                                                           
46760	Lake Holiday, IL Urban Cluster	C	11220150	1293011	4.332	0.499	41.619817	-88.671473                                                                                                                
46774	Lake Isabella, CA Urban Cluster	C	6866003	37911	2.651	0.015	35.613189	-118.478368                                                                                                                 
46801	Lake Jackson--Angleton, TX Urbanized Area	U	107981797	3367737	41.692	1.3	29.045863	-95.408523                                                                                                     
46814	Lake Lakengren, OH Urban Cluster	C	5017860	834925	1.937	0.322	39.688585	-84.692787                                                                                                                
46828	Lakeland, FL Urbanized Area	U	378642402	17367053	146.195	6.705	28.020979	-81.955881                                                                                                               
46836	Lakeland, GA Urban Cluster	C	2744246	0	1.06	0.	31.037802	-83.071484                                                                                                                               
46845	Lake Land'Or, VA Urban Cluster	C	12322894	1758269	4.758	0.679	38.006315	-77.542813                                                                                                                
46855	Lake Los Angeles, CA Urban Cluster	C	16787416	125676	6.482	0.049	34.609839	-117.830337                                                                                                            
46868	Lake Meade, PA Urban Cluster	C	3416446	1090434	1.319	0.421	39.984182	-77.037367                                                                                                                   
46882	Lake Mills, WI Urban Cluster	C	10506580	44663	4.057	0.017	43.079675	-88.904952                                                                                                                    
46895	Lake Montezuma, AZ Urban Cluster	C	7321773	29261	2.827	0.011	34.63818	-111.782155                                                                                                                 
46909	Lake Monticello, VA Urban Cluster	C	14637063	1385327	5.651	0.535	37.91595	-78.32199                                                                                                               
46918	Lake Murray North Shore, SC Urban Cluster	C	14476226	43082	5.589	0.017	34.099046	-81.383838                                                                                                       
46927	Lake Norman of Catawba, NC Urban Cluster	C	25053111	2075964	9.673	0.802	35.556139	-81.023108                                                                                                      
46963	Lake of the Pines, CA Urban Cluster	C	19889297	1257969	7.679	0.486	39.009801	-121.034707                                                                                                          
46972	Lake of the Woods, VA Urban Cluster	C	19081601	2182800	7.367	0.843	38.345334	-77.762583                                                                                                           
46980	Lake of the Woods--Pinetop-Lakeside, AZ Urban Cluster	C	26403903	543032	10.195	0.21	34.133373	-109.953857                                                                                         
46990	Lake Panasoffkee, FL Urban Cluster	C	6288480	28892	2.428	0.011	28.792483	-82.12814                                                                                                                
47000	Lake Park, GA Urban Cluster	C	10160212	2618396	3.923	1.011	30.687328	-83.201349                                                                                                                   
47010	Lake Placid, FL Urban Cluster	C	48760393	6682808	18.826	2.58	27.287179	-81.363124                                                                                                                 
47017	Lake Placid, NY Urban Cluster	C	4795016	432911	1.851	0.167	44.279914	-73.984212                                                                                                                   
47044	Lake Pocotopaug--East Hampton, CT Urban Cluster	C	26528293	2197159	10.243	0.848	41.587902	-72.518174                                                                                              
47071	Lakeport, CA Urban Cluster	C	26970724	404994	10.413	0.156	39.132821	-122.863108                                                                                                                   
47098	Lake Providence, LA Urban Cluster	C	7134773	222156	2.755	0.086	32.808898	-91.183482                                                                                                               
47109	Lake Rancho Viejo, CA Urban Cluster	C	1879585	3616	0.726	0.001	33.323491	-117.151854                                                                                                              
47132	Lakes--Knik-Fairview--Wasilla, AK Urban Cluster	C	135232852	5261341	52.214	2.031	61.586596	-149.354997                                                                                            
47142	Lake View, AL Urban Cluster	C	8379414	656561	3.235	0.253	33.281696	-87.1413                                                                                                                       
47152	Lakeview, OR Urban Cluster	C	3362852	27427	1.298	0.011	42.187803	-120.352516                                                                                                                      
47179	Lake Village, AR Urban Cluster	C	5057461	0	1.953	0.	33.33066	-91.284349                                                                                                                           
47233	Lake Wildwood, CA Urban Cluster	C	16131271	1172452	6.228	0.453	39.223911	-121.196761                                                                                                              
47287	Lamar, CO Urban Cluster	C	12575507	57621	4.855	0.022	38.084581	-102.618225                                                                                                                        
47314	Lamar, MO Urban Cluster	C	7192317	4188	2.777	0.002	37.497244	-94.274184                                                                                                                           
47395	Lamesa, TX Urban Cluster	C	13800540	25520	5.328	0.01	32.733076	-101.949776                                                                                                                        
47422	Lampasas, TX Urban Cluster	C	8188299	0	3.162	0.	31.065012	-98.185197                                                                                                                              
47449	Lanai City, HI Urban Cluster	C	2749838	0	1.062	0.	20.827052	-156.920072                                                                                                                           
47476	Lancaster, KY Urban Cluster	C	5874000	5750	2.268	0.002	37.614262	-84.578703                                                                                                                       
47503	Lancaster, OH Urban Cluster	C	55723545	204565	21.515	0.079	39.725886	-82.600239                                                                                                                   
47530	Lancaster, PA Urbanized Area	U	641174470	7630293	247.559	2.946	40.099901	-76.31515                                                                                                                
47557	Lancaster, SC Urban Cluster	C	61783879	77921	23.855	0.03	34.702315	-80.773224                                                                                                                     
47584	Lancaster, WI Urban Cluster	C	5686820	0	2.196	0.	42.848607	-90.709749                                                                                                                             
47611	Lancaster--Palmdale, CA Urbanized Area	U	299239691	363116	115.537	0.14	34.620592	-118.091742                                                                                                      
47638	Lander, WY Urban Cluster	C	6720370	0	2.595	0.	42.833234	-108.734937                                                                                                                               
47665	Landrum, SC--NC Urban Cluster	C	11618642	15623	4.486	0.006	35.172162	-82.183494                                                                                                                   
47719	Lansing, MI Urbanized Area	U	409794294	8754567	158.222	3.38	42.721126	-84.535279                                                                                                                  
47746	Lapeer, MI Urban Cluster	C	27130205	422567	10.475	0.163	43.054375	-83.319352                                                                                                                      
47758	La Pine Northwest, OR Urban Cluster	C	9688927	0	3.741	0.	43.734206	-121.528276                                                                                                                    
47827	Laramie, WY Urban Cluster	C	47511952	56631	18.344	0.022	41.316465	-105.604642                                                                                                                     
47854	Laredo, TX Urbanized Area	U	170141096	185164	65.692	0.071	27.535328	-99.477843                                                                                                                    
47881	Larned, KS Urban Cluster	C	7055349	59280	2.724	0.023	38.181405	-99.113136                                                                                                                         
47908	Las Animas, CO Urban Cluster	C	3649648	0	1.409	0.	38.06567	-103.22047                                                                                                                             
47935	Las Cruces, NM Urbanized Area	U	167820294	51532	64.796	0.02	32.332902	-106.761806                                                                                                                 
47989	Las Vegas, NM Urban Cluster	C	25065524	0	9.678	0.	35.608292	-105.223363                                                                                                                           
47995	Las Vegas--Henderson, NV Urbanized Area	U	1079989991	250525	416.986	0.097	36.134893	-115.167218                                                                                                   
48016	Laughlin, NV Urban Cluster	C	3673860	0	1.418	0.	35.135669	-114.623698                                                                                                                             
48043	Laurel, MS Urban Cluster	C	50402331	89204	19.46	0.034	31.69063	-89.158354                                                                                                                         
48070	Laurel, MT Urban Cluster	C	16960925	0	6.549	0.	45.678374	-108.7618                                                                                                                                
48124	Laurel Lake, NJ Urban Cluster	C	4903408	559457	1.893	0.216	39.330229	-75.029414                                                                                                                   
48151	Laurens, SC Urban Cluster	C	19781942	0	7.638	0.	34.500037	-82.015952                                                                                                                              
48178	Laurinburg, NC Urban Cluster	C	48583794	401424	18.758	0.155	34.76428	-79.472888                                                                                                                   
48205	Laurium, MI Urban Cluster	C	9773682	8531	3.774	0.003	47.211307	-88.432902                                                                                                                         
48232	Lawrence, KS Urbanized Area	U	78845224	863895	30.442	0.334	38.9558	-95.259636                                                                                                                     
48259	Lawrenceburg, KY Urban Cluster	C	18342952	94821	7.082	0.037	38.043202	-84.906193                                                                                                                  
48286	Lawrenceburg, TN Urban Cluster	C	23813377	0	9.194	0.	35.246015	-87.331172                                                                                                                         
48313	Lawrenceburg--Greendale--Aurora, IN Urban Cluster	C	22578120	232605	8.717	0.09	39.116252	-84.86354                                                                                                
48340	Lawrenceville, IL Urban Cluster	C	14112076	102518	5.449	0.04	38.731654	-87.678856                                                                                                                 
48367	Lawrenceville, VA Urban Cluster	C	6733550	0	2.6	0.	36.766423	-77.832506                                                                                                                           
48394	Lawton, OK Urbanized Area	U	114143092	7774	44.071	0.003	34.618535	-98.415641                                                                                                                      
48421	Lead, SD Urban Cluster	C	5600358	0	2.162	0.	44.35823	-103.75351                                                                                                                                   
48448	Leadville, CO Urban Cluster	C	8673968	0	3.349	0.	39.250127	-106.293312                                                                                                                            
48475	Leavenworth, KS Urban Cluster	C	53305799	89657	20.581	0.035	39.290243	-94.920175                                                                                                                  
48485	Leavenworth, WA Urban Cluster	C	9633594	206773	3.72	0.08	47.591518	-120.660076                                                                                                                    
48502	Lebanon, IN Urban Cluster	C	16887758	0	6.52	0.	40.05176	-86.472353                                                                                                                                
48529	Lebanon, KY Urban Cluster	C	8139944	26136	3.143	0.01	37.568361	-85.25485                                                                                                                          
48556	Lebanon, MO Urban Cluster	C	31747098	164255	12.258	0.063	37.669549	-92.660851                                                                                                                     
48637	Lebanon, OR Urban Cluster	C	26270200	374893	10.143	0.145	44.512459	-122.884035                                                                                                                    
48664	Lebanon, PA Urbanized Area	U	116697514	495675	45.057	0.191	40.349361	-76.403534                                                                                                                   
48691	Lebanon, TN Urban Cluster	C	75268483	0	29.061	0.	36.215558	-86.31857                                                                                                                              
48718	Lebanon, VA Urban Cluster	C	7890664	1220	3.047	0.	36.903968	-82.070381                                                                                                                            
48728	Lebanon--Hanover, NH--VT Urban Cluster	C	54383232	900384	20.997	0.348	43.643579	-72.315626                                                                                                        
48745	Lee, MA Urban Cluster	C	29468523	905900	11.378	0.35	42.319054	-73.266067                                                                                                                          
48785	Leesburg, GA Urban Cluster	C	9607632	143776	3.71	0.056	31.737637	-84.172487                                                                                                                       
48799	Leesburg--Eustis--Tavares, FL Urbanized Area	U	245028703	25438201	94.606	9.822	28.81459	-81.773868                                                                                                
48826	Lee's Summit, MO Urbanized Area	U	107158359	4159587	41.374	1.606	38.898133	-94.375685                                                                                                             
48853	Leesville, LA Urban Cluster	C	16158353	42282	6.239	0.016	31.139911	-93.26874                                                                                                                      
48934	Leitchfield, KY Urban Cluster	C	13738459	32465	5.304	0.013	37.490104	-86.259244                                                                                                                   
48961	Leland, MS Urban Cluster	C	4866601	130595	1.879	0.05	33.406439	-90.893673                                                                                                                         
48988	Le Mars, IA Urban Cluster	C	10197137	0	3.937	0.	42.784525	-96.167237                                                                                                                              
49042	Lemoore Station, CA Urban Cluster	C	5493926	0	2.121	0.	36.262493	-119.889226                                                                                                                      
49069	Lena, IL Urban Cluster	C	3550950	0	1.371	0.	42.379847	-89.826949                                                                                                                                  
49096	Leominster--Fitchburg, MA Urbanized Area	U	168246192	6108490	64.96	2.359	42.568859	-71.851155                                                                                                     
49109	Leonardtown, MD Urban Cluster	C	15369076	1094469	5.934	0.423	38.295759	-76.647071                                                                                                                 
49123	Le Roy, IL Urban Cluster	C	4065936	25498	1.57	0.01	40.343314	-88.762281                                                                                                                           
49150	Le Roy, NY Urban Cluster	C	4941471	0	1.908	0.	42.975661	-77.991106                                                                                                                                
49177	Le Sueur, MN Urban Cluster	C	4765947	0	1.84	0.	44.461847	-93.90327                                                                                                                                
49204	Levelland, TX Urban Cluster	C	16630437	5302	6.421	0.002	33.584715	-102.368383                                                                                                                     
49231	Lewes, DE Urban Cluster	C	55610633	996700	21.471	0.385	38.730626	-75.143812                                                                                                                       
49258	Lewisburg, TN Urban Cluster	C	19021721	0	7.344	0.	35.450155	-86.796037                                                                                                                            
49285	Lewisburg, WV Urban Cluster	C	17360888	301860	6.703	0.117	37.78858	-80.452317                                                                                                                     
49312	Lewiston, ID--WA Urbanized Area	U	73182312	1789246	28.256	0.691	46.389205	-117.027315                                                                                                             
49339	Lewiston, ME Urbanized Area	U	91680723	2068777	35.398	0.799	44.081998	-70.183409                                                                                                                  
49366	Lewistown, MT Urban Cluster	C	5702543	0	2.202	0.	47.064949	-109.431627                                                                                                                            
49393	Lewistown, PA Urban Cluster	C	37528738	690569	14.49	0.267	40.615457	-77.564333                                                                                                                    
49447	Lexington, MO Urban Cluster	C	6429983	26586	2.483	0.01	39.181157	-93.872665                                                                                                                       
49474	Lexington, NE Urban Cluster	C	9817892	34285	3.791	0.013	40.779099	-99.74358                                                                                                                       
49528	Lexington, TN Urban Cluster	C	15536562	6182	5.999	0.002	35.666698	-88.387649                                                                                                                      
49555	Lexington, VA Urban Cluster	C	15185205	138646	5.863	0.054	37.789759	-79.424391                                                                                                                    
49582	Lexington-Fayette, KY Urbanized Area	U	226841729	2097213	87.584	0.81	38.023468	-84.495346                                                                                                         
49594	Lexington Park--California--Chesapeake Ranch Estates, MD Urbanized Area	U	129543299	10888261	50.017	4.204	38.303556	-76.471694                                                                    
49609	Libby, MT Urban Cluster	C	7444836	88005	2.874	0.034	48.393944	-115.562191                                                                                                                         
49636	Liberal, KS Urban Cluster	C	23922022	0	9.236	0.	37.04472	-100.935327                                                                                                                              
49663	Liberty, NY Urban Cluster	C	5916318	0	2.284	0.	41.796663	-74.742618                                                                                                                               
49690	Liberty, TX Urban Cluster	C	9048696	0	3.494	0.	30.063237	-94.788143                                                                                                                               
49717	Ligonier, IN Urban Cluster	C	5561165	140739	2.147	0.054	41.461938	-85.595922                                                                                                                      
49744	Ligonier, PA Urban Cluster	C	7273761	0	2.808	0.	40.245852	-79.213608                                                                                                                              
49771	Lihue, HI Urban Cluster	C	19207864	69221	7.416	0.027	21.975754	-159.361677                                                                                                                        
49798	Lillington, NC Urban Cluster	C	6402735	0	2.472	0.	35.397025	-78.82701                                                                                                                             
49852	Lima, OH Urbanized Area	U	135596853	4125447	52.354	1.593	40.739655	-84.119864                                                                                                                     
49906	Lincoln, IL Urban Cluster	C	24235845	9593	9.358	0.004	40.134465	-89.379959                                                                                                                        
49933	Lincoln, NE Urbanized Area	U	229143425	2965682	88.473	1.145	40.807124	-96.680368                                                                                                                  
49934	Lincoln, ND Urban Cluster	C	3050354	0	1.178	0.	46.760466	-100.698544                                                                                                                              
49960	Lincoln City, OR Urban Cluster	C	18458770	2627180	7.127	1.014	44.954327	-124.009941                                                                                                               
49987	Lincolnton, NC Urban Cluster	C	76468057	337350	29.524	0.13	35.47399	-81.230523                                                                                                                    
50014	Lindale--Hideaway, TX Urban Cluster	C	29206547	1165673	11.277	0.45	32.502655	-95.411132                                                                                                           
50041	Lindsay, CA Urban Cluster	C	19856260	0	7.667	0.	36.208715	-119.093336                                                                                                                             
50068	Lindsay, OK Urban Cluster	C	4743486	10774	1.831	0.004	34.838297	-97.607995                                                                                                                        
50095	Lindsborg, KS Urban Cluster	C	3870391	31174	1.494	0.012	38.575601	-97.674006                                                                                                                      
50122	Lindstrom--Chisago City, MN Urban Cluster	C	13056404	5716331	5.041	2.207	45.372519	-92.868109                                                                                                     
50149	Linton, IN Urban Cluster	C	12624082	17166	4.874	0.007	39.037197	-87.165565                                                                                                                        
50176	Lisbon, OH Urban Cluster	C	7587519	9517	2.93	0.004	40.770656	-80.70455                                                                                                                            
50213	Litchfield, CT Urban Cluster	C	8312886	62477	3.21	0.024	41.740678	-73.215193                                                                                                                      
50230	Litchfield, IL Urban Cluster	C	17687434	23169	6.829	0.009	39.178856	-89.647586                                                                                                                    
50257	Litchfield, MN Urban Cluster	C	8791751	45719	3.395	0.018	45.128039	-94.522422                                                                                                                     
50311	Little Falls, MN Urban Cluster	C	16329682	652319	6.305	0.252	45.978977	-94.361                                                                                                                    
50338	Little Falls, NY Urban Cluster	C	10063551	372087	3.886	0.144	43.044835	-74.856688                                                                                                                 
50365	Littlefield, TX Urban Cluster	C	6487747	0	2.505	0.	33.919353	-102.333468                                                                                                                          
50392	Little Rock, AR Urbanized Area	U	667735337	10844272	257.814	4.187	34.756564	-92.321221                                                                                                            
50419	Littlestown, PA Urban Cluster	C	9217966	9796	3.559	0.004	39.74574	-77.084814                                                                                                                      
50446	Littleton, NH Urban Cluster	C	6543139	224808	2.526	0.087	44.306312	-71.765159                                                                                                                     
50473	Live Oak (Sutter County), CA Urban Cluster	C	4924253	0	1.901	0.	39.274299	-121.66386                                                                                                              
50500	Live Oak, FL Urban Cluster	C	14498690	3873	5.598	0.001	30.290693	-82.985439                                                                                                                       
50527	Livermore, CA Urbanized Area	U	62962379	271318	24.31	0.105	37.68507	-121.755683                                                                                                                   
50554	Livermore Falls, ME Urban Cluster	C	5502008	4453	2.124	0.002	44.485303	-70.191785                                                                                                                 
50608	Livingston, MT Urban Cluster	C	10626795	58540	4.103	0.023	45.658779	-110.565796                                                                                                                   
50635	Livingston, TN Urban Cluster	C	8679328	55644	3.351	0.021	36.387824	-85.324613                                                                                                                     
50662	Livingston, TX Urban Cluster	C	14128374	28894	5.455	0.011	30.710597	-94.933456                                                                                                                    
50679	Livonia, LA Urban Cluster	C	10017393	0	3.868	0.	30.534937	-91.53842                                                                                                                               
50716	Llano, TX Urban Cluster	C	5428112	102459	2.096	0.04	30.750886	-98.678849                                                                                                                          
50730	Lochbuie, CO Urban Cluster	C	3129778	0	1.208	0.	40.008331	-104.722738                                                                                                                             
50743	Lockhart, TX Urban Cluster	C	20727614	0	8.003	0.	29.872185	-97.677028                                                                                                                             
50770	Lock Haven, PA Urban Cluster	C	27288348	563242	10.536	0.217	41.129716	-77.443169                                                                                                                  
50797	Lockport, NY Urban Cluster	C	49929657	116268	19.278	0.045	43.162301	-78.678358                                                                                                                    
50813	Locust, NC Urban Cluster	C	9927351	0	3.833	0.	35.260635	-80.428998                                                                                                                                
50851	Lodi, CA Urbanized Area	U	41254323	458816	15.928	0.177	38.138811	-121.275459                                                                                                                      
50878	Lodi, OH Urban Cluster	C	3819670	20280	1.475	0.008	41.033562	-82.011465                                                                                                                           
50905	Lodi, WI Urban Cluster	C	3689885	778	1.425	0.	43.31537	-89.535502                                                                                                                                 
50932	Logan, OH Urban Cluster	C	9594360	117747	3.704	0.045	39.53658	-82.403316                                                                                                                          
