GEOID,GNIS ID,Name,Short Name,State,CBSA,Central,DMA,Time Zone,FIPS Class,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
20165,485358,Rush County,Rush,KS,,F,678,America/Chicago,H1,3307,1869,1858997569,544720,38.5231613,-99.309241
21001,516847,Adair County,Adair,KY,,F,529,America/Chicago,H1,18656,8568,1049677374,18431736,37.1041561,-85.2806485
21003,516848,Allen County,Allen,KY,14540,F,659,America/Chicago,H1,19956,9307,891830109,19492854,36.7513165,-86.1904187
21005,516849,Anderson County,Anderson,KY,23180,F,541,America/New_York,H1,21421,9127,522742422,6314840,38.0039134,-84.9910046
21007,516850,Ballard County,Ballard,KY,37140,F,632,America/Chicago,H1,8249,3885,638843574,70009064,37.0584319,-88.9993411
21009,516851,Barren County,Barren,KY,23980,T,736,America/Chicago,H1,42173,19188,1262724748,32267246,36.9655812,-85.9336633
21011,516852,Bath County,Bath,KY,34460,F,541,America/New_York,H1,11591,5405,722067811,13500089,38.1449737,-83.7426672
21013,516853,Bell County,Bell,KY,33180,T,557,America/New_York,H1,28691,13154,929806795,5480870,36.7306483,-83.6740951
21015,516854,Boone County,Boone,KY,17140,T,515,America/New_York,H1,118811,46154,638067340,26171928,38.9698645,-84.7278481
21017,516855,Bourbon County,Bourbon,KY,30460,F,541,America/New_York,H1,19985,8927,750369577,4850592,38.2067345,-84.2171508
21019,516856,Boyd County,Boyd,KY,26580,T,564,America/New_York,H1,49542,21803,414046208,5588964,38.3595725,-82.6877258
21021,516857,Boyle County,Boyle,KY,19220,T,541,America/New_York,H1,28432,12312,466634989,6458105,37.6243602,-84.8668204
21023,516858,Bracken County,Bracken,KY,17140,F,515,America/New_York,H1,8488,3840,532533237,8637262,38.688814,-84.09019
21025,516859,Breathitt County,Breathitt,KY,,F,541,America/New_York,H1,13878,6231,1275344480,7392452,37.5216171,-83.3240853
21027,516860,Breckinridge County,Breckinridge,KY,,F,529,America/Chicago,H1,20059,10630,1468969244,47782210,37.7732682,-86.4292778
21029,516861,Bullitt County,Bullitt,KY,31140,T,529,America/New_York,H1,74319,29318,769288200,8393803,37.9700758,-85.695857
21031,516862,Butler County,Butler,KY,14540,F,736,America/Chicago,H1,12690,5877,1103562315,13948189,37.2072801,-86.6817563
21033,516863,Caldwell County,Caldwell,KY,,F,632,America/Chicago,H1,12984,6292,893004660,8702792,37.145333,-87.8679069
21035,516864,Calloway County,Calloway,KY,34660,T,632,America/Chicago,H1,37191,18065,997200826,66497839,36.6211013,-88.2722011
21037,516865,Campbell County,Campbell,KY,17140,T,515,America/New_York,H1,90336,39523,391886628,21009936,38.9464768,-84.3796958
21039,516866,Carlisle County,Carlisle,KY,,F,632,America/Chicago,H1,5104,2441,490632430,24722825,36.8532164,-88.9710588
21041,516867,Carroll County,Carroll,KY,,F,529,America/New_York,H1,10811,4696,332992509,22651280,38.6678584,-85.12359
21043,516868,Carter County,Carter,KY,26580,F,564,America/New_York,H1,27720,12311,1060589533,6801237,38.3181731,-83.0495366
21045,516869,Casey County,Casey,KY,,F,541,America/New_York,H1,15955,7487,1150549958,3900669,37.3222826,-84.9283681
21047,516870,Christian County,Christian,KY,17300,F,659,America/Chicago,H1,73955,29459,1858324233,16936441,36.8941807,-87.4903806
21049,516871,Clark County,Clark,KY,30460,F,541,America/New_York,H1,35613,15706,653877332,6973861,37.9708519,-84.1473994
21051,516872,Clay County,Clay,KY,30940,F,541,America/New_York,H1,21730,8875,1215344973,4763013,37.1596976,-83.7146627
21053,516873,Clinton County,Clinton,KY,,F,659,America/Chicago,H1,10272,5311,510864195,21164236,36.7274816,-85.1360136
21055,516874,Crittenden County,Crittenden,KY,,F,632,America/Chicago,H1,9315,4569,932270911,28978627,37.3527153,-88.0972227
21057,516875,Cumberland County,Cumberland,KY,,F,659,America/Chicago,H1,6856,3690,790416904,14830137,36.7865297,-85.3884486
21059,516876,Daviess County,Daviess,KY,36980,T,649,America/Chicago,H1,96656,41452,1187111257,47210580,37.7317716,-87.0872266
21061,516877,Edmonson County,Edmonson,KY,14540,F,736,America/Chicago,H1,12161,6467,784464284,13262150,37.2088402,-86.2386201
21063,516878,Elliott County,Elliott,KY,,F,564,America/New_York,H1,7852,3371,606873739,2610644,38.1178917,-83.0976163
21065,516879,Estill County,Estill,KY,40080,F,541,America/New_York,H1,14672,6865,655468626,6558017,37.6924815,-83.9643302
21067,516880,Fayette County,Fayette,KY,30460,T,541,America/New_York,H6,295803,135160,734648526,4922803,38.0423303,-84.4587222
21069,516881,Fleming County,Fleming,KY,,F,541,America/New_York,H1,14348,6623,902720074,7184513,38.3701063,-83.696643
21071,516882,Floyd County,Floyd,KY,,F,564,America/New_York,H1,39451,18175,1018758276,6113697,37.5571086,-82.7457042
21073,516883,Franklin County,Franklin,KY,23180,T,541,America/New_York,H1,49285,23164,538061269,11037327,38.2391477,-84.8770682
21075,516884,Fulton County,Fulton,KY,,F,632,America/Chicago,H1,6813,3372,532251963,65047499,36.5540721,-89.1875966
21077,516885,Gallatin County,Gallatin,KY,17140,F,515,America/New_York,H1,8589,3786,262194985,9023075,38.7568747,-84.8593124
21079,516886,Garrard County,Garrard,KY,,F,541,America/New_York,H1,16912,7463,595897447,10019029,37.6395776,-84.5376328
21081,516887,Grant County,Grant,KY,17140,F,515,America/New_York,H1,24662,9942,668125059,7255148,38.6488162,-84.6246139
21083,516888,Graves County,Graves,KY,32460,T,632,America/Chicago,H1,37121,16777,1429006936,13066620,36.7231382,-88.6512058
21085,516889,Grayson County,Grayson,KY,,F,529,America/Chicago,H1,25746,13561,1286441869,37121614,37.4608191,-86.3438772
21087,516890,Green County,Green,KY,15820,F,529,America/Chicago,H1,11258,5324,740825297,7135854,37.2641089,-85.5531053
21089,516891,Greenup County,Greenup,KY,26580,T,564,America/New_York,H1,36910,16330,891983450,26036378,38.5456649,-82.9222884
21091,516892,Hancock County,Hancock,KY,36980,F,649,America/Chicago,H1,8565,3734,486017475,29096112,37.8415087,-86.7779252
21093,516893,Hardin County,Hardin,KY,21060,T,529,America/New_York,H1,105543,43261,1614282063,17763035,37.6979246,-85.9633719
21095,516894,Harlan County,Harlan,KY,,F,557,America/New_York,H1,29278,13513,1206487719,6016450,36.8569742,-83.2179518
21097,516895,Harrison County,Harrison,KY,,F,541,America/New_York,H1,18846,8208,793479419,9058916,38.4418071,-84.3313853
21099,516896,Hart County,Hart,KY,,F,736,America/Chicago,H1,18199,8559,1067297497,14929179,37.299927,-85.8847088
21101,516897,Henderson County,Henderson,KY,21780,T,649,America/Chicago,H1,46250,20320,1130968068,76691170,37.7958424,-87.5731516
21103,516898,Henry County,Henry,KY,31140,F,529,America/New_York,H1,15416,6640,741450181,12552965,38.4484679,-85.11893
21105,516899,Hickman County,Hickman,KY,,F,632,America/Chicago,H1,4902,2342,627487774,27882492,36.6781705,-88.9762157
21107,516900,Hopkins County,Hopkins,KY,31580,T,649,America/Chicago,H1,46920,21180,1403760753,32168048,37.3088201,-87.5408421
21109,516901,Jackson County,Jackson,KY,,F,541,America/New_York,H1,13494,6523,894065212,3397888,37.4197769,-84.0057655
21111,516902,Jefferson County,Jefferson,KY,31140,T,529,America/Kentucky/Louisville,H6,741096,337616,985273984,44718982,38.1871906,-85.6591582
21113,516903,Jessamine County,Jessamine,KY,30460,F,541,America/New_York,H1,48586,19331,445777146,6176428,37.8720513,-84.5809373
21115,516904,Johnson County,Johnson,KY,,F,564,America/New_York,H1,23356,10624,678455744,5651444,37.8466394,-82.8315398
21117,516905,Kenton County,Kenton,KY,17140,T,515,America/New_York,H1,159720,68975,415044980,10611128,38.9334529,-84.5333168
21119,516906,Knott County,Knott,KY,,F,541,America/New_York,H1,16346,7461,910427420,3453763,37.3540524,-82.9541313
21121,516907,Knox County,Knox,KY,30940,T,541,America/New_York,H1,31883,14485,1000505156,3757580,36.8906657,-83.8540443
21123,516908,Larue County,Larue,KY,21060,F,529,America/New_York,H1,14193,6172,677331504,5462686,37.545799,-85.6979165
21125,516909,Laurel County,Laurel,KY,30940,T,541,America/New_York,H1,58849,25446,1123932843,25231550,37.11067,-84.1178002
21127,516910,Lawrence County,Lawrence,KY,,F,564,America/New_York,H1,15860,7286,1076386638,11584591,38.0678786,-82.7347547
21129,516911,Lee County,Lee,KY,,F,541,America/New_York,H1,7887,3436,540937729,6215040,37.5947985,-83.7162763
21131,516912,Leslie County,Leslie,KY,,F,531,America/New_York,H1,11310,5278,1038181523,9331244,37.0940663,-83.38114
21133,516913,Letcher County,Letcher,KY,,F,531,America/New_York,H1,24519,11601,875192707,2898644,37.1211923,-82.8552823
21135,516914,Lewis County,Lewis,KY,,F,564,America/New_York,H1,13870,6481,1250540292,32492848,38.531544,-83.3780542
21137,516915,Lincoln County,Lincoln,KY,19220,F,541,America/New_York,H1,24742,10819,865301109,6426264,37.4553667,-84.6608453
21139,516916,Livingston County,Livingston,KY,37140,F,632,America/Chicago,H1,9519,4824,810995883,75644574,37.2097033,-88.3538138
21141,516917,Logan County,Logan,KY,,F,659,America/Chicago,H1,26835,12339,1430013728,12689581,36.8596988,-86.8789382
21143,516918,Lyon County,Lyon,KY,,F,632,America/Chicago,H1,8314,4791,553843392,110562511,37.0191292,-88.0832827
21151,516919,Madison County,Madison,KY,40080,T,541,America/New_York,H1,82916,35043,1132583005,15447453,37.7201841,-84.2779973
21153,516920,Magoffin County,Magoffin,KY,,F,541,America/New_York,H1,13333,5950,798865721,1847983,37.7064741,-83.0649145
21155,516921,Marion County,Marion,KY,,F,529,America/New_York,H1,19820,8182,888387260,9971338,37.5525342,-85.269632
21157,516922,Marshall County,Marshall,KY,,F,632,America/Chicago,H1,31448,15748,780240711,100797182,36.8834466,-88.3293805
21159,516923,Martin County,Martin,KY,,F,564,America/New_York,H1,12929,5164,594673664,2574079,37.8015772,-82.5132925
21161,516924,Mason County,Mason,KY,32500,T,515,America/New_York,H1,17490,8105,621927429,16278281,38.5951729,-83.8242451
21145,516925,McCracken County,McCracken,KY,37140,T,632,America/Chicago,H1,65565,31079,644243006,50314555,37.0540793,-88.7127193
21147,516926,McCreary County,McCreary,KY,,F,557,America/New_York,H1,18306,7507,1105414665,10732757,36.7371415,-84.4841745
21149,516927,McLean County,McLean,KY,36980,F,649,America/Chicago,H1,9531,4264,653905327,9735978,37.5291895,-87.2636066
21163,516928,Meade County,Meade,KY,21060,F,529,America/New_York,H1,28602,11762,791042872,49415133,37.9698392,-86.2171787
21165,516929,Menifee County,Menifee,KY,34460,F,541,America/New_York,H1,6306,3744,527282371,6085112,37.941378,-83.5988719
21167,516930,Mercer County,Mercer,KY,,F,541,America/New_York,H1,21331,9941,644381848,11692372,37.8110308,-84.8744367
21169,516931,Metcalfe County,Metcalfe,KY,23980,F,736,America/Chicago,H1,10099,4681,750178224,4000081,36.9905418,-85.6292511
21171,516932,Monroe County,Monroe,KY,,F,659,America/Chicago,H1,10963,5204,853073262,6949445,36.7121803,-85.7165196
21173,516933,Montgomery County,Montgomery,KY,34460,T,541,America/New_York,H1,26499,11699,511174863,3862273,38.033533,-83.9131023
21175,516934,Morgan County,Morgan,KY,,F,541,America/New_York,H1,13923,5830,987113548,6892022,37.9222809,-83.2588931
21177,516935,Muhlenberg County,Muhlenberg,KY,16420,T,649,America/Chicago,H1,31499,13699,1209728681,31912449,37.2157923,-87.1420417
21179,516936,Nelson County,Nelson,KY,12680,T,529,America/New_York,H1,43437,18075,1081351761,17000268,37.8051313,-85.4659886
21181,516937,Nicholas County,Nicholas,KY,,F,541,America/New_York,H1,7135,3261,505489592,4306528,38.3355978,-84.0153305
21183,516938,Ohio County,Ohio,KY,,F,649,America/Chicago,H1,23842,10219,1521032417,23188137,37.4781917,-86.8488902
21185,516939,Oldham County,Oldham,KY,31140,T,529,America/New_York,H1,60316,20688,484893493,23869704,38.3994416,-85.448366
21187,516940,Owen County,Owen,KY,,F,515,America/New_York,H1,10841,5634,909351754,8143489,38.5196363,-84.8281098
21189,516941,Owsley County,Owsley,KY,,F,541,America/New_York,H1,4755,2328,511282528,2286419,37.419205,-83.6831119
21191,516942,Pendleton County,Pendleton,KY,17140,F,515,America/New_York,H1,14877,6339,717833417,12330627,38.6956277,-84.3602722
21193,516943,Perry County,Perry,KY,,F,541,America/New_York,H1,28712,12791,879740535,7613385,37.2442933,-83.2214816
21195,516944,Pike County,Pike,KY,,F,564,America/New_York,H1,65024,30304,2037887589,4756870,37.4690483,-82.3958632
21197,516945,Powell County,Powell,KY,,F,541,America/New_York,H1,12613,5598,463554647,2958483,37.8311455,-83.8237748
21199,516946,Pulaski County,Pulaski,KY,43700,T,541,America/New_York,H1,63063,31443,1705268187,48553203,37.1039269,-84.5771763
21201,516947,Robertson County,Robertson,KY,,F,515,America/New_York,H1,2282,1095,258767993,485275,38.518814,-84.0520223
21203,516948,Rockcastle County,Rockcastle,KY,,F,541,America/New_York,H1,17056,7703,819847035,4018095,37.3651782,-84.3159415
21205,516949,Rowan County,Rowan,KY,,F,541,America/New_York,H1,23333,10102,724666477,16759176,38.1962559,-83.4210754
21207,516950,Russell County,Russell,KY,,F,541,America/Chicago,H1,17565,9993,656969251,75675029,36.9910343,-85.0586876
21209,516951,Scott County,Scott,KY,30460,F,541,America/New_York,H1,47173,19303,729770453,9497606,38.2915554,-84.5839267
21211,516952,Shelby County,Shelby,KY,31140,F,529,America/New_York,H1,42074,16606,983253588,15631379,38.2154381,-85.1947771
21213,516953,Simpson County,Simpson,KY,,F,659,America/Chicago,H1,17327,7435,606585453,5857421,36.7419424,-86.5823206
21215,516954,Spencer County,Spencer,KY,31140,F,529,America/New_York,H1,17061,6704,483492140,12898484,38.0325101,-85.3278488
21217,516955,Taylor County,Taylor,KY,15820,T,529,America/New_York,H1,24512,10864,689784222,27170078,37.3664565,-85.3278386
21219,516956,Todd County,Todd,KY,,F,659,America/Chicago,H1,12460,5286,969940558,6631006,36.8355562,-87.1791533
21221,516957,Trigg County,Trigg,KY,17300,F,659,America/Chicago,H1,14339,7810,1143307323,103330640,36.8063199,-87.8733714
21223,516958,Trimble County,Trimble,KY,,F,529,America/New_York,H1,8809,3930,392766226,11833580,38.6130327,-85.3375681
21225,516959,Union County,Union,KY,,F,649,America/Chicago,H1,15007,6141,887974290,53167872,37.658448,-87.9453835
21227,516960,Warren County,Warren,KY,14540,T,736,America/Chicago,H1,113792,47223,1402737981,15447160,36.9935768,-86.4237993
21229,516961,Washington County,Washington,KY,,F,529,America/New_York,H1,11717,5044,769916143,10191544,37.7533786,-85.1747465
21231,516962,Wayne County,Wayne,KY,,F,541,America/Kentucky/Monticello,H1,20813,10942,1186655607,67316177,36.8012652,-84.8286312
21233,516963,Webster County,Webster,KY,,F,649,America/Chicago,H1,13621,5936,859728365,9614705,37.5184175,-87.6831571
21235,516964,Whitley County,Whitley,KY,30940,T,541,America/New_York,H1,35637,15166,1133973877,18877541,36.7580733,-84.1451777
21237,516965,Wolfe County,Wolfe,KY,,F,541,America/New_York,H1,7355,3660,575419453,1505069,37.7393196,-83.4931751
21239,516966,Woodford County,Woodford,KY,30460,F,541,America/New_York,H1,24939,10711,488948318,8423091,38.0423908,-84.7436031
22051,558027,Jefferson Parish,Jefferson,LA,35380,T,622,America/Chicago,H1,432552,189135,765682649,957754757,29.6774584,-90.0977654
22053,558039,Jefferson Davis Parish,Jefferson Davis,LA,27660,T,642,America/Chicago,H1,31594,13306,1686931782,18718325,30.2677219,-92.8141209
22059,558049,LaSalle Parish,La Salle Parish,LA,,F,628,America/Chicago,H1,14890,6560,1617923154,97667582,31.6767317,-92.1604365
22055,558059,Lafayette Parish,Lafayette,LA,29180,T,642,America/Chicago,H6,221578,93656,695980407,1266845,30.2067716,-92.0638798
22057,558065,Lafourche Parish,Lafourche,LA,26380,T,622,America/Chicago,H1,96318,38582,2766662214,1051775420,29.5003322,-90.4025945
22061,558077,Lincoln Parish,Lincoln,LA,40820,T,628,America/Chicago,H1,46735,19479,1221806070,1897717,32.6016374,-92.6648153
22063,558083,Livingston Parish,Livingston,LA,12940,T,716,America/Chicago,H1,128026,50170,1678749073,141614105,30.4401361,-90.7279074
22065,558088,Madison Parish,Madison,LA,,F,628,America/Chicago,H1,12093,4804,1617283455,68538668,32.3644034,-91.2425831
22067,558097,Morehouse Parish,Morehouse,LA,33740,F,628,America/Chicago,H1,27979,12423,2058870285,28878807,32.8202181,-91.801797
22069,558108,Natchitoches Parish,Natchitoches,LA,35060,T,612,America/Chicago,H1,39566,18587,3243311940,121063646,31.7235402,-93.0962434
22071,558113,Orleans Parish,Orleans,LA,35380,T,622,America/Chicago,H6,343829,189896,438803381,468240430,30.0686437,-89.9281281
22073,558114,Ouachita Parish,Ouachita,LA,33740,T,628,America/Chicago,H1,153720,64481,1580944616,55281707,32.4783131,-92.1548701
22075,558125,Plaquemines Parish,Plaquemines,LA,35380,T,622,America/Chicago,H1,23042,9596,2019961046,4629053037,29.3806621,-89.4819151
22001,558389,Acadia Parish,Acadia,LA,29180,F,642,America/Chicago,H1,61773,25387,1696750566,6048801,30.2905334,-92.4119791
22003,558397,Allen Parish,Allen,LA,,F,643,America/Chicago,H1,25764,9733,1973174715,10636650,30.6528705,-92.8278792
22005,558403,Ascension Parish,Ascension,LA,12940,T,716,America/Chicago,H1,107215,40784,751046853,33164667,30.2035445,-90.9112916
22007,558414,Assumption Parish,Assumption,LA,12940,F,716,America/Chicago,H1,23421,10351,877120860,67008877,29.9007723,-91.0625869
22009,558424,Avoyelles Parish,Avoyelles,LA,,F,644,America/Chicago,H1,42073,18042,2155994488,86273188,31.0762437,-92.0013767
22011,558436,Beauregard Parish,Beauregard,LA,19760,T,643,America/Chicago,H1,35654,15040,2997501973,21999317,30.6484687,-93.343339
22013,558445,Bienville Parish,Bienville,LA,,F,612,America/Chicago,H1,14353,7718,2101174885,27977807,32.3472192,-93.0559518
22015,558453,Bossier Parish,Bossier,LA,43340,T,612,America/Chicago,H1,116979,49351,2175737961,70351401,32.6789333,-93.6050449
22017,558458,Caddo Parish,Caddo,LA,43340,T,612,America/Chicago,H1,254969,112028,2275405029,150956656,32.580193,-93.8823952
22019,558468,Calcasieu Parish,Calcasieu,LA,29340,T,643,America/Chicago,H1,192768,82058,2754864273,79292408,30.229224,-93.3579453
22021,558477,Caldwell Parish,Caldwell,LA,,F,628,America/Chicago,H1,10132,4994,1371203807,29277275,32.0922715,-92.1166059
22023,558488,Cameron Parish,Cameron,LA,29340,F,643,America/Chicago,H1,6839,3593,3327842145,1688107736,29.846872,-93.1988964
22025,558495,Catahoula Parish,Catahoula,LA,,F,628,America/Chicago,H1,10407,4877,1833789263,81301245,31.6661685,-91.8470716
22027,558505,Claiborne Parish,Claiborne,LA,,F,612,America/Chicago,H1,17195,7761,1955125902,32473234,32.8226934,-92.9957332
22029,558515,Concordia Parish,Concordia,LA,35020,T,628,America/Chicago,H1,20822,9383,1805014057,130488156,31.4458359,-91.640055
22031,558521,De Soto Parish,De Soto,LA,43340,F,612,America/Chicago,H1,26656,12290,2267739158,49233952,32.0554496,-93.7372774
22033,558530,East Baton Rouge Parish,East Baton Rouge,LA,12940,T,716,America/Chicago,H6,440171,187353,1179412087,38490958,30.5382396,-91.0956166
22035,558534,East Carroll Parish,East Carroll,LA,,F,628,America/Chicago,H1,7759,2904,1089619046,56273969,32.7325535,-91.2350651
22037,558542,East Feliciana Parish,East Feliciana,LA,12940,F,716,America/Chicago,H1,20267,8014,1174325549,6133295,30.8450708,-91.0455351
22039,558551,Evangeline Parish,Evangeline,LA,,F,642,America/Chicago,H1,33984,14662,1715550341,44667621,30.7289364,-92.4059042
22041,558557,Franklin Parish,Franklin,LA,,F,628,America/Chicago,H1,20767,9034,1617667724,28107889,32.1332163,-91.6737652
22043,558567,Grant Parish,Grant,LA,10780,F,644,America/Chicago,H1,22309,8886,1665428895,56014737,31.5997037,-92.5595205
22045,558576,Iberia Parish,Iberia,LA,29180,T,642,America/Chicago,H1,73240,29698,1486940445,1182115443,29.5135336,-91.8396443
22047,558582,Iberville Parish,Iberville,LA,12940,T,716,America/Chicago,H1,33387,12707,1602236448,88658351,30.2584989,-91.3493632
22049,558592,Jackson Parish,Jackson,LA,,F,628,America/Chicago,H1,16274,7680,1474178126,28732791,32.3020349,-92.5577401
22077,559449,Pointe Coupee Parish,Pointe Coupee,LA,12940,F,716,America/Chicago,H1,22802,11130,1443519892,86418204,30.7093957,-91.6007888
22079,559460,Rapides Parish,Rapides,LA,10780,T,644,America/Chicago,H1,131613,55684,3413506392,113169602,31.1986203,-92.5331996
22081,559472,Red River Parish,Red River,LA,,F,612,America/Chicago,H1,9091,4128,1007738674,34327566,32.0931465,-93.3398791
22083,559481,Richland Parish,Richland,LA,,F,628,America/Chicago,H1,20725,8621,1447914686,14174105,32.4177898,-91.7634869
22085,559489,Sabine Parish,Sabine,LA,,F,612,America/Chicago,H1,24233,14130,2244636736,375445763,31.564013,-93.5546969
22105,559500,Tangipahoa Parish,Tangipahoa,LA,25220,T,622,America/Chicago,H1,121097,50073,2049391733,82862999,30.6266532,-90.4056804
22107,559509,Tensas Parish,Tensas,LA,,F,628,America/Chicago,H1,5252,3357,1561204557,99471079,32.0016608,-91.340073
22109,559517,Terrebonne Parish,Terrebonne,LA,26380,T,622,America/Chicago,H6,111860,43887,3190385866,2202156933,29.3374419,-90.8376399
22111,559528,Union Parish,Union,LA,33740,F,628,America/Chicago,H1,22721,11346,2271389460,73594414,32.8318962,-92.3748182
22113,559538,Vermilion Parish,Vermilion,LA,29180,F,642,America/Chicago,H1,57999,25235,3038572441,955369492,29.8093893,-92.3042829
22115,559548,Vernon Parish,Vernon,LA,22860,T,644,America/Chicago,H1,52334,21433,3439271369,35158568,31.1082937,-93.1841467
22117,559557,Washington Parish,Washington,LA,14220,T,622,America/Chicago,H1,47168,21039,1734061145,16471724,30.8533422,-90.0405249
22119,559567,Webster Parish,Webster,LA,33380,T,612,America/Chicago,H1,41207,19336,1535939758,56487776,32.7134544,-93.3349833
22121,559570,West Baton Rouge Parish,West Baton Rouge,LA,12940,T,716,America/Chicago,H1,23788,9324,498298900,29602065,30.4634148,-91.3127467
22123,559578,West Carroll Parish,West Carroll,LA,,F,628,America/Chicago,H1,11604,5046,931478647,2386193,32.7885605,-91.4567382
22125,559584,West Feliciana Parish,West Feliciana,LA,12940,F,716,America/Chicago,H1,15625,5097,1044318335,59023580,30.8797727,-91.4200287
22127,559594,Winn Parish,Winn,LA,,F,628,America/Chicago,H1,15313,7234,2460712069,17448044,31.9442492,-92.6367652
23001,581286,Androscoggin County,Androscoggin,ME,30340,T,500,America/New_York,H1,107702,49090,1211926439,75610678,44.1658484,-70.206445
23003,581287,Aroostook County,Aroostook,ME,,F,552,America/New_York,H1,71870,39529,17278664655,404653951,46.6588112,-68.5988875
23005,581288,Cumberland County,Cumberland,ME,38860,T,500,America/New_York,H1,281674,138657,2163263369,989949911,43.8060821,-70.3302006
23007,581289,Franklin County,Franklin,ME,,F,500,America/New_York,H1,30768,21709,4394196449,121392907,44.9741602,-70.4440766
23009,581290,Hancock County,Hancock,ME,,F,537,America/New_York,H1,54418,40184,4110034060,1963321064,44.5628868,-68.368208
23011,581291,Kennebec County,Kennebec,ME,12300,T,500,America/New_York,H1,122151,60972,2246876912,216653706,44.4091601,-69.7672644
23013,581292,Knox County,Knox,ME,,F,500,America/New_York,H1,39736,23744,945691411,2017114386,44.0272987,-69.0155475
23015,581293,Lincoln County,Lincoln,ME,,F,500,America/New_York,H1,34457,23493,1180563700,631400289,43.9977873,-69.5257593
23017,581294,Oxford County,Oxford,ME,,F,500,America/New_York,H1,57833,36055,5378990983,256086721,44.499772,-70.7565725
23019,581295,Penobscot County,Penobscot,ME,12620,T,537,America/New_York,H1,153923,73860,8799125852,413670635,45.4005123,-68.6494281
23021,581296,Piscataquis County,Piscataquis,ME,,F,537,America/New_York,H1,17535,15340,10258570727,1080309847,45.8373643,-69.2845235
23023,581297,Sagadahoc County,Sagadahoc,ME,38860,F,500,America/New_York,H1,35293,18288,657066836,301332007,43.9117269,-69.839309
23025,581298,Somerset County,Somerset,ME,,F,537,America/New_York,H1,52228,30569,10164156961,438038365,45.5138675,-69.9588212
23027,581299,Waldo County,Waldo,ME,,F,537,America/New_York,H1,38786,21566,1890479704,318149622,44.4852469,-69.1218808
23029,581300,Washington County,Washington,ME,,F,537,America/New_York,H1,32856,23001,6637257545,1800019787,44.9694588,-67.6090585
23031,581301,York County,York,ME,38860,T,500,America/New_York,H1,197131,105773,2565935077,722608929,43.429226,-70.6701463
24041,592947,Talbot County,Talbot,MD,20660,T,512,America/New_York,H1,37782,19577,695511159,539409159,38.7491002,-76.1786171
24029,593907,Kent County,Kent,MD,,F,512,America/New_York,H1,20197,10549,717505271,353313295,39.2356039,-76.0958206
24011,595737,Caroline County,Caroline,MD,,F,512,America/New_York,H1,33066,13482,827292416,16789670,38.8717218,-75.831601
24035,596089,Queen Anne's County,Queen Anne's,MD,12580,T,512,America/New_York,H1,47798,20140,963235987,359449898,39.0376284,-76.085036
24015,596115,Cecil County,Cecil,MD,37980,T,512,America/New_York,H1,101108,41103,896842957,185350813,39.5624203,-75.948107
24019,596495,Dorchester County,Dorchester,MD,15700,T,576,America/New_York,H1,32618,16554,1400575316,1145393243,38.422608,-76.0833253
24039,596907,Somerset County,Somerset,MD,41540,F,576,America/New_York,H1,26470,11130,828079452,752725351,38.0800658,-75.8534692
25001,606927,Barnstable County,Barnstable,MA,12700,T,506,America/New_York,H1,215888,160281,1019738402,2361587952,41.7734493,-70.2381375
25005,606929,Bristol County,Bristol,MA,39300,T,521,America/New_York,H1,548285,230535,1432510950,357753895,41.7570882,-71.0885008
25007,606930,Dukes County,Dukes,MA,47240,T,506,America/New_York,H1,16535,17188,267403794,1004180155,41.3887747,-70.6987716
25021,606937,Norfolk County,Norfolk,MA,14460,T,506,America/New_York,H1,670850,270359,1025908386,124944841,42.1709797,-71.1838283
25023,606938,Plymouth County,Plymouth,MA,14460,T,506,America/New_York,H1,494919,200161,1706996627,1124514393,41.9874357,-70.737076
27003,659447,Anoka County,Anoka,MN,33460,T,613,America/Chicago,H1,330844,126688,1095590050,59831077,45.273242,-93.2464674
27005,659448,Becker County,Becker,MN,,F,724,America/Chicago,H1,32504,18784,3406359731,336647129,46.9346484,-95.6739235
27007,659449,Beltrami County,Beltrami,MN,13420,T,613,America/Chicago,H1,44442,20527,6487764440,1426606363,47.9737829,-94.9376545
27009,659450,Benton County,Benton,MN,41060,T,613,America/Chicago,H1,38451,16140,1057494279,12320334,45.6991359,-93.9988298
27011,659451,Big Stone County,Big Stone,MN,,F,613,America/Chicago,H1,5269,3115,1292461863,75355978,45.4260991,-96.4109184
27013,659452,Blue Earth County,Blue Earth,MN,31860,T,737,America/Chicago,H1,64013,26202,1936906099,45969834,44.0345924,-94.0670389
27015,659453,Brown County,Brown,MN,35580,T,737,America/Chicago,H1,25893,11493,1582716009,19099484,44.2421377,-94.7275819
27017,659454,Carlton County,Carlton,MN,20260,F,676,America/Chicago,H1,35386,15656,2230967465,36005475,46.5924014,-92.6770526
27019,659455,Carver County,Carver,MN,33460,T,613,America/Chicago,H1,91042,34536,917697893,56429209,44.8207594,-93.8025861
27021,659456,Cass County,Cass,MN,14660,F,613,America/Chicago,H1,28567,24903,5235770376,1016739919,46.9496039,-94.3253491
27023,659457,Chippewa County,Chippewa,MN,,F,613,America/Chicago,H1,12441,5721,1505097828,17235577,45.0223438,-95.566687
27025,659458,Chisago County,Chisago,MN,33460,F,613,America/Chicago,H1,53887,21172,1074486739,71347419,45.5024731,-92.9083422
27027,659459,Clay County,Clay,MN,22020,T,724,America/Chicago,H1,58999,23959,2707485607,18860171,46.8923426,-96.4906475
